tollgate_id,time_window,direction,volume,volume2,has_etc,has_etc2,vehicle_model_0,vehicle_model_1,vehicle_model_2,vehicle_model_3,vehicle_model_4,vehicle_model_5,vehicle_model_6,vehicle_model_7,vehicle_type_0,vehicle_type_1
1,2016/9/19 8:20,0,56,46,17,17,0,49,4,2,1,0,0,0,0,0
1,2016/9/19 8:40,0,41,56,9,17,9,30,1,1,0,0,0,0,0,0
1,2016/9/19 9:00,0,50,41,18,9,0,44,6,0,0,0,0,0,0,0
1,2016/9/19 9:20,0,49,50,10,18,0,41,7,0,1,0,0,0,0,0
1,2016/9/19 9:40,0,44,49,3,10,0,42,2,0,0,0,0,0,0,0
1,2016/9/19 10:00,0,44,44,7,3,0,38,6,0,0,0,0,0,0,0
1,2016/9/19 10:20,0,44,44,6,7,0,43,1,0,0,0,0,0,0,0
1,2016/9/19 10:40,0,44,44,10,6,0,41,2,0,1,0,0,0,0,0
1,2016/9/19 11:00,0,39,44,9,10,0,32,6,1,0,0,0,0,0,0
1,2016/9/19 11:20,0,30,39,7,9,0,25,5,0,0,0,0,0,0,0
1,2016/9/19 11:40,0,34,30,10,7,0,32,1,0,0,0,0,1,0,0
1,2016/9/19 12:00,0,45,34,8,10,0,43,2,0,0,0,0,0,0,0
1,2016/9/19 12:20,0,44,45,14,8,0,40,2,2,0,0,0,0,0,0
1,2016/9/19 12:40,0,53,44,18,14,0,48,3,1,1,0,0,0,0,0
1,2016/9/19 13:00,0,57,53,17,18,0,48,7,2,0,0,0,0,0,0
1,2016/9/19 13:20,0,61,57,17,17,0,54,6,1,0,0,0,0,0,0
1,2016/9/19 13:40,0,53,61,17,17,0,51,2,0,0,0,0,0,0,0
1,2016/9/19 14:00,0,55,53,15,17,0,50,4,1,0,0,0,0,0,0
1,2016/9/19 14:20,0,52,55,10,15,0,46,5,1,0,0,0,0,0,0
1,2016/9/19 14:40,0,52,52,14,10,0,49,3,0,0,0,0,0,0,0
1,2016/9/19 15:00,0,48,52,15,14,0,44,3,1,0,0,0,0,0,0
1,2016/9/19 15:20,0,57,48,8,15,0,52,3,2,0,0,0,0,0,0
1,2016/9/19 15:40,0,43,57,10,8,0,38,5,0,0,0,0,0,0,0
1,2016/9/19 16:00,0,42,43,11,10,0,38,3,1,0,0,0,0,0,0
1,2016/9/19 16:20,0,46,42,11,11,0,42,3,0,1,0,0,0,0,0
1,2016/9/19 16:40,0,55,46,19,11,0,52,2,0,1,0,0,0,0,0
1,2016/9/19 17:00,0,36,55,7,19,0,30,4,1,1,0,0,0,0,0
1,2016/9/19 17:20,0,34,36,8,7,0,33,0,1,0,0,0,0,0,0
1,2016/9/19 17:40,0,24,34,8,8,0,22,2,0,0,0,0,0,0,0
1,2016/9/19 18:00,0,29,24,11,8,0,27,0,2,0,0,0,0,0,0
1,2016/9/19 18:20,0,27,29,5,11,0,25,2,0,0,0,0,0,0,0
1,2016/9/19 18:40,0,18,27,1,5,0,16,2,0,0,0,0,0,0,0
1,2016/9/19 19:00,0,13,18,4,1,0,12,1,0,0,0,0,0,0,0
1,2016/9/19 19:20,0,22,13,5,4,0,19,1,2,0,0,0,0,0,0
1,2016/9/19 19:40,0,27,22,6,5,1,24,2,0,0,0,0,0,0,0
1,2016/9/19 20:00,0,17,27,6,6,0,17,0,0,0,0,0,0,0,0
1,2016/9/19 20:20,0,16,17,4,6,0,15,1,0,0,0,0,0,0,0
1,2016/9/19 20:40,0,17,16,4,4,0,17,0,0,0,0,0,0,0,0
1,2016/9/19 21:00,0,17,17,4,4,0,14,3,0,0,0,0,0,0,0
1,2016/9/19 21:20,0,22,17,9,4,0,18,4,0,0,0,0,0,0,0
1,2016/9/19 21:40,0,5,22,1,9,0,4,1,0,0,0,0,0,0,0
1,2016/9/19 22:00,0,4,5,0,1,0,4,0,0,0,0,0,0,0,0
1,2016/9/19 22:20,0,9,4,2,0,0,9,0,0,0,0,0,0,0,0
1,2016/9/19 22:40,0,3,9,2,2,0,3,0,0,0,0,0,0,0,0
1,2016/9/19 23:00,0,1,3,1,2,0,1,0,0,0,0,0,0,0,0
1,2016/9/19 23:20,0,7,1,1,1,0,5,2,0,0,0,0,0,0,0
1,2016/9/19 23:40,0,6,7,2,1,0,5,0,0,1,0,0,0,0,0
1,2016/9/20 0:00,0,14,6,1,2,0,11,1,0,1,1,0,0,0,0
1,2016/9/20 0:20,0,13,14,0,1,0,10,0,1,0,2,0,0,0,0
1,2016/9/20 0:40,0,7,13,1,0,0,7,0,0,0,0,0,0,0,0
1,2016/9/20 1:00,0,6,7,2,1,0,4,1,0,0,1,0,0,0,0
1,2016/9/20 1:20,0,5,6,1,2,0,3,0,2,0,0,0,0,0,0
1,2016/9/20 1:40,0,5,5,1,1,0,4,0,0,0,1,0,0,0,0
1,2016/9/20 2:00,0,6,5,0,1,0,2,0,1,0,3,0,0,0,0
1,2016/9/20 2:20,0,9,6,2,0,0,4,2,1,0,2,0,0,0,0
1,2016/9/20 2:40,0,7,9,0,2,0,4,1,0,0,2,0,0,0,0
1,2016/9/20 3:00,0,10,7,0,0,0,2,2,2,1,3,0,0,0,0
1,2016/9/20 3:20,0,8,10,0,0,0,2,2,1,0,3,0,0,0,0
1,2016/9/20 3:40,0,5,8,0,0,0,2,1,1,0,1,0,0,0,0
1,2016/9/20 4:00,0,11,5,0,0,0,4,2,4,0,1,0,0,0,0
1,2016/9/20 4:20,0,8,11,1,0,0,3,3,0,0,2,0,0,0,0
1,2016/9/20 4:40,0,15,8,1,1,0,6,5,2,1,1,0,0,0,0
1,2016/9/20 5:00,0,9,15,1,1,0,3,5,1,0,0,0,0,0,0
1,2016/9/20 5:20,0,4,9,0,1,0,3,1,0,0,0,0,0,0,0
1,2016/9/20 5:40,0,10,4,2,0,0,8,2,0,0,0,0,0,0,0
1,2016/9/20 6:00,0,13,10,4,2,0,11,2,0,0,0,0,0,0,0
1,2016/9/20 6:20,0,20,13,4,4,0,15,5,0,0,0,0,0,0,0
1,2016/9/20 6:40,0,29,20,8,4,0,24,2,2,1,0,0,0,0,0
1,2016/9/20 7:00,0,38,29,14,8,0,34,3,0,1,0,0,0,0,0
1,2016/9/20 7:20,0,30,38,7,14,0,28,2,0,0,0,0,0,0,0
1,2016/9/20 7:40,0,31,30,9,7,0,30,1,0,0,0,0,0,0,0
1,2016/9/20 8:00,0,53,31,21,9,0,46,7,0,0,0,0,0,0,0
1,2016/9/20 8:20,0,50,53,21,21,0,42,6,2,0,0,0,0,0,0
1,2016/9/20 8:40,0,45,50,15,21,0,42,1,2,0,0,0,0,0,0
1,2016/9/20 9:00,0,51,45,13,15,0,44,3,0,4,0,0,0,0,0
1,2016/9/20 9:20,0,68,51,21,13,0,65,3,0,0,0,0,0,0,0
1,2016/9/20 9:40,0,59,68,14,21,0,56,2,0,1,0,0,0,0,0
1,2016/9/20 10:00,0,56,59,10,14,0,53,3,0,0,0,0,0,0,0
1,2016/9/20 10:20,0,60,56,14,10,0,54,6,0,0,0,0,0,0,0
1,2016/9/20 10:40,0,63,60,12,14,0,59,4,0,0,0,0,0,0,0
1,2016/9/20 11:00,0,57,63,16,12,0,53,2,0,2,0,0,0,0,0
1,2016/9/20 11:20,0,64,57,17,16,0,58,4,1,1,0,0,0,0,0
1,2016/9/20 11:40,0,50,64,7,17,0,45,5,0,0,0,0,0,0,0
1,2016/9/20 12:00,0,53,50,17,7,0,49,4,0,0,0,0,0,0,0
1,2016/9/20 12:20,0,62,53,21,17,0,59,2,1,0,0,0,0,0,0
1,2016/9/20 12:40,0,75,62,20,21,0,71,4,0,0,0,0,0,0,0
1,2016/9/20 13:00,0,98,75,23,20,0,92,4,2,0,0,0,0,0,0
1,2016/9/20 13:20,0,82,98,25,23,0,79,3,0,0,0,0,0,0,0
1,2016/9/20 13:40,0,84,82,22,25,0,80,3,1,0,0,0,0,0,0
1,2016/9/20 14:00,0,81,84,14,22,0,75,5,1,0,0,0,0,0,0
1,2016/9/20 14:20,0,90,81,19,14,0,84,6,0,0,0,0,0,0,0
1,2016/9/20 14:40,0,67,90,11,19,0,58,8,1,0,0,0,0,0,0
1,2016/9/20 15:00,0,71,67,16,11,0,66,5,0,0,0,0,0,0,0
1,2016/9/20 15:20,0,64,71,15,16,0,58,4,2,0,0,0,0,0,0
1,2016/9/20 15:40,0,73,64,14,15,0,65,8,0,0,0,0,0,0,0
1,2016/9/20 16:00,0,48,73,17,14,0,47,1,0,0,0,0,0,0,0
1,2016/9/20 16:20,0,57,48,14,17,0,55,1,0,1,0,0,0,0,0
1,2016/9/20 16:40,0,48,57,14,14,0,48,0,0,0,0,0,0,0,0
1,2016/9/20 17:00,0,38,48,9,14,0,36,2,0,0,0,0,0,0,0
1,2016/9/20 17:20,0,42,38,14,9,0,39,2,0,1,0,0,0,0,0
1,2016/9/20 17:40,0,38,42,15,14,0,36,1,1,0,0,0,0,0,0
1,2016/9/20 18:00,0,26,38,4,15,0,23,3,0,0,0,0,0,0,0
1,2016/9/20 18:20,0,29,26,10,4,0,26,3,0,0,0,0,0,0,0
1,2016/9/20 18:40,0,20,29,6,10,0,19,1,0,0,0,0,0,0,0
1,2016/9/20 19:00,0,17,20,5,6,0,16,0,1,0,0,0,0,0,0
1,2016/9/20 19:20,0,29,17,10,5,0,28,1,0,0,0,0,0,0,0
1,2016/9/20 19:40,0,21,29,9,10,0,20,1,0,0,0,0,0,0,0
1,2016/9/20 20:00,0,12,21,4,9,0,11,1,0,0,0,0,0,0,0
1,2016/9/20 20:20,0,16,12,8,4,0,15,1,0,0,0,0,0,0,0
1,2016/9/20 20:40,0,16,16,4,8,0,16,0,0,0,0,0,0,0,0
1,2016/9/20 21:00,0,17,16,9,4,0,16,1,0,0,0,0,0,0,0
1,2016/9/20 21:20,0,29,17,3,9,0,21,5,1,0,2,0,0,0,0
1,2016/9/20 21:40,0,37,29,2,3,0,30,5,0,1,1,0,0,0,0
1,2016/9/20 22:00,0,30,37,5,2,0,26,2,1,0,1,0,0,0,0
1,2016/9/20 22:20,0,17,30,0,5,0,10,3,2,0,2,0,0,0,0
1,2016/9/20 22:40,0,19,17,1,0,0,13,4,2,0,0,0,0,0,0
1,2016/9/20 23:00,0,20,19,0,1,0,15,2,0,0,3,0,0,0,0
1,2016/9/20 23:20,0,7,20,2,0,0,6,1,0,0,0,0,0,0,0
1,2016/9/20 23:40,0,11,7,2,2,0,7,4,0,0,0,0,0,0,0
1,2016/9/21 0:00,0,12,11,1,2,0,9,2,1,0,0,0,0,0,0
1,2016/9/21 0:20,0,6,12,0,1,0,2,1,1,0,2,0,0,0,0
1,2016/9/21 0:40,0,7,6,2,0,0,4,0,0,2,1,0,0,0,0
1,2016/9/21 1:00,0,7,7,1,2,0,5,1,0,0,1,0,0,0,0
1,2016/9/21 1:20,0,4,7,3,1,0,4,0,0,0,0,0,0,0,0
1,2016/9/21 1:40,0,6,4,0,3,0,5,1,0,0,0,0,0,0,0
1,2016/9/21 2:00,0,6,6,0,0,0,1,2,2,1,0,0,0,0,0
1,2016/9/21 2:20,0,10,6,2,0,0,6,3,0,0,1,0,0,0,0
1,2016/9/21 2:40,0,6,10,0,2,0,3,1,0,0,2,0,0,0,0
1,2016/9/21 3:00,0,5,6,1,0,0,4,0,1,0,0,0,0,0,0
1,2016/9/21 3:20,0,6,5,0,1,0,1,3,2,0,0,0,0,0,0
1,2016/9/21 3:40,0,10,6,2,0,0,7,1,0,0,2,0,0,0,0
1,2016/9/21 4:00,0,16,10,1,2,0,6,4,1,0,5,0,0,0,0
1,2016/9/21 4:20,0,14,16,0,1,0,7,5,0,1,1,0,0,0,0
1,2016/9/21 4:40,0,11,14,0,0,0,6,2,0,0,3,0,0,0,0
1,2016/9/21 5:00,0,10,11,1,0,0,8,1,0,0,1,0,0,0,0
1,2016/9/21 5:20,0,14,10,1,1,0,8,4,0,1,1,0,0,0,0
1,2016/9/21 5:40,0,28,14,1,1,0,19,7,1,0,1,0,0,0,0
1,2016/9/21 6:00,0,36,28,5,1,0,27,7,1,0,1,0,0,0,0
1,2016/9/21 6:20,0,41,36,3,5,0,31,7,1,0,2,0,0,0,0
1,2016/9/21 6:40,0,75,41,10,3,0,64,7,1,3,0,0,0,0,0
1,2016/9/21 7:00,0,78,75,10,10,0,69,3,3,1,2,0,0,0,0
1,2016/9/21 7:20,0,84,78,6,10,0,78,5,1,0,0,0,0,0,0
1,2016/9/21 7:40,0,95,84,17,6,0,84,10,1,0,0,0,0,0,0
1,2016/9/21 8:00,0,122,95,14,17,1,114,5,1,0,1,0,0,0,0
1,2016/9/21 8:20,0,126,122,8,14,1,111,8,4,0,2,0,0,0,0
1,2016/9/21 8:40,0,77,126,15,8,0,72,4,1,0,0,0,0,0,0
1,2016/9/21 9:00,0,49,77,13,15,0,45,4,0,0,0,0,0,0,0
1,2016/9/21 9:20,0,55,49,13,13,0,52,3,0,0,0,0,0,0,0
1,2016/9/21 9:40,0,53,55,6,13,0,49,4,0,0,0,0,0,0,0
1,2016/9/21 10:00,0,36,53,6,6,0,35,1,0,0,0,0,0,0,0
1,2016/9/21 10:20,0,57,36,11,6,0,51,5,1,0,0,0,0,0,0
1,2016/9/21 10:40,0,37,57,8,11,0,30,7,0,0,0,0,0,0,0
1,2016/9/21 11:00,0,32,37,6,8,0,29,3,0,0,0,0,0,0,0
1,2016/9/21 11:20,0,27,32,6,6,0,22,3,1,1,0,0,0,0,0
1,2016/9/21 11:40,0,32,27,5,6,0,25,7,0,0,0,0,0,0,0
1,2016/9/21 12:00,0,45,32,13,5,0,37,4,1,2,0,0,1,0,0
1,2016/9/21 12:20,0,42,45,16,13,0,35,6,1,0,0,0,0,0,0
1,2016/9/21 12:40,0,38,42,15,16,0,34,2,1,1,0,0,0,0,0
1,2016/9/21 13:00,0,44,38,9,15,0,40,2,2,0,0,0,0,0,0
1,2016/9/21 13:20,0,41,44,9,9,0,39,2,0,0,0,0,0,0,0
1,2016/9/21 13:40,0,51,41,14,9,0,45,5,1,0,0,0,0,0,0
1,2016/9/21 14:00,0,53,51,17,14,0,48,4,1,0,0,0,0,0,0
1,2016/9/21 14:20,0,43,53,10,17,0,37,6,0,0,0,0,0,0,0
1,2016/9/21 14:40,0,54,43,14,10,0,50,3,1,0,0,0,0,0,0
1,2016/9/21 15:00,0,48,54,9,14,1,44,3,0,0,0,0,0,0,0
1,2016/9/21 15:20,0,46,48,13,9,0,42,1,3,0,0,0,0,0,0
1,2016/9/21 15:40,0,49,46,18,13,0,43,6,0,0,0,0,0,0,0
1,2016/9/21 16:00,0,46,49,12,18,0,43,2,0,1,0,0,0,0,0
1,2016/9/21 16:20,0,45,46,12,12,0,43,1,0,1,0,0,0,0,0
1,2016/9/21 16:40,0,46,45,14,12,0,41,3,0,2,0,0,0,0,0
1,2016/9/21 17:00,0,47,46,8,14,0,44,3,0,0,0,0,0,0,0
1,2016/9/21 17:20,0,35,47,12,8,0,31,3,1,0,0,0,0,0,0
1,2016/9/21 17:40,0,20,35,9,12,0,20,0,0,0,0,0,0,0,0
1,2016/9/21 18:00,0,20,20,6,9,0,19,1,0,0,0,0,0,0,0
1,2016/9/21 18:20,0,20,20,4,6,0,19,1,0,0,0,0,0,0,0
1,2016/9/21 18:40,0,24,20,8,4,0,24,0,0,0,0,0,0,0,0
1,2016/9/21 19:00,0,19,24,3,8,0,19,0,0,0,0,0,0,0,0
1,2016/9/21 19:20,0,19,19,6,3,0,18,1,0,0,0,0,0,0,0
1,2016/9/21 19:40,0,25,19,9,6,0,24,0,1,0,0,0,0,0,0
1,2016/9/21 20:00,0,20,25,7,9,0,20,0,0,0,0,0,0,0,0
1,2016/9/21 20:20,0,15,20,4,7,0,13,2,0,0,0,0,0,0,0
1,2016/9/21 20:40,0,30,15,5,4,0,24,6,0,0,0,0,0,0,0
1,2016/9/21 21:00,0,13,30,4,5,0,13,0,0,0,0,0,0,0,0
1,2016/9/21 21:20,0,18,13,3,4,0,12,6,0,0,0,0,0,0,0
1,2016/9/21 21:40,0,11,18,3,3,0,11,0,0,0,0,0,0,0,0
1,2016/9/21 22:00,0,11,11,4,3,0,11,0,0,0,0,0,0,0,0
1,2016/9/21 22:20,0,8,11,5,4,0,8,0,0,0,0,0,0,0,0
1,2016/9/21 22:40,0,7,8,2,5,0,5,2,0,0,0,0,0,0,0
1,2016/9/21 23:00,0,19,7,2,2,0,12,4,0,0,3,0,0,0,0
1,2016/9/21 23:20,0,13,19,0,2,0,9,3,0,0,1,0,0,0,0
1,2016/9/21 23:40,0,16,13,1,0,0,13,1,0,0,2,0,0,0,0
1,2016/9/22 0:00,0,17,16,3,1,0,13,0,1,1,2,0,0,0,0
1,2016/9/22 0:20,0,5,17,1,3,0,4,0,0,0,1,0,0,0,0
1,2016/9/22 0:40,0,16,5,2,1,1,9,2,0,1,3,0,0,0,0
1,2016/9/22 1:00,0,6,16,0,2,0,3,1,0,1,1,0,0,0,0
1,2016/9/22 1:20,0,9,6,0,0,1,5,1,0,0,2,0,0,0,0
1,2016/9/22 1:40,0,12,9,1,0,0,6,1,3,0,2,0,0,0,0
1,2016/9/22 2:00,0,4,12,0,1,0,2,0,1,0,1,0,0,0,0
1,2016/9/22 2:20,0,8,4,1,0,0,3,2,3,0,0,0,0,0,0
1,2016/9/22 2:40,0,10,8,1,1,0,3,4,2,0,1,0,0,0,0
1,2016/9/22 3:00,0,7,10,1,1,0,4,1,1,0,1,0,0,0,0
1,2016/9/22 3:20,0,8,7,1,1,1,4,0,2,0,1,0,0,0,0
1,2016/9/22 3:40,0,6,8,1,1,0,4,2,0,0,0,0,0,0,0
1,2016/9/22 4:00,0,4,6,0,1,0,1,1,0,0,2,0,0,0,0
1,2016/9/22 4:20,0,10,4,1,0,0,3,2,1,0,4,0,0,0,0
1,2016/9/22 4:40,0,11,10,0,1,0,4,3,1,0,3,0,0,0,0
1,2016/9/22 5:00,0,5,11,0,0,0,2,3,0,0,0,0,0,0,0
1,2016/9/22 5:20,0,2,5,1,0,0,2,0,0,0,0,0,0,0,0
1,2016/9/22 5:40,0,3,2,1,1,0,2,1,0,0,0,0,0,0,0
1,2016/9/22 6:00,0,6,3,0,1,3,2,1,0,0,0,0,0,0,0
1,2016/9/22 6:20,0,10,6,2,0,0,7,2,1,0,0,0,0,0,0
1,2016/9/22 6:40,0,36,10,5,2,0,25,8,1,2,0,0,0,0,0
1,2016/9/22 7:00,0,28,36,5,5,0,22,6,0,0,0,0,0,0,0
1,2016/9/22 7:20,0,40,28,12,5,0,37,3,0,0,0,0,0,0,0
1,2016/9/22 7:40,0,34,40,13,12,0,32,2,0,0,0,0,0,0,0
1,2016/9/22 8:00,0,50,34,14,13,0,46,2,0,2,0,0,0,0,0
1,2016/9/22 8:20,0,58,50,15,14,0,49,7,2,0,0,0,0,0,0
1,2016/9/22 8:40,0,51,58,20,15,0,48,1,2,0,0,0,0,0,0
1,2016/9/22 9:00,0,43,51,13,20,0,38,4,0,1,0,0,0,0,0
1,2016/9/22 9:20,0,52,43,6,13,0,47,5,0,0,0,0,0,0,0
1,2016/9/22 9:40,0,59,52,13,6,0,52,6,1,0,0,0,0,0,0
1,2016/9/22 10:00,0,47,59,10,13,0,44,2,0,1,0,0,0,0,0
1,2016/9/22 10:20,0,49,47,12,10,0,45,3,0,1,0,0,0,0,0
1,2016/9/22 10:40,0,43,49,9,12,0,38,5,0,0,0,0,0,0,0
1,2016/9/22 11:00,0,27,43,5,9,0,23,3,0,1,0,0,0,0,0
1,2016/9/22 11:20,0,35,27,8,5,0,32,2,1,0,0,0,0,0,0
1,2016/9/22 11:40,0,49,35,6,8,0,41,8,0,0,0,0,0,0,0
1,2016/9/22 12:00,0,34,49,11,6,0,31,3,0,0,0,0,0,0,0
1,2016/9/22 12:20,0,43,34,15,11,0,36,3,2,2,0,0,0,0,0
1,2016/9/22 12:40,0,41,43,11,15,0,36,4,0,1,0,0,0,0,0
1,2016/9/22 13:00,0,46,41,10,11,0,41,3,2,0,0,0,0,0,0
1,2016/9/22 13:20,0,64,46,17,10,0,55,5,0,4,0,0,0,0,0
1,2016/9/22 13:40,0,41,64,11,17,0,38,2,0,1,0,0,0,0,0
1,2016/9/22 14:00,0,58,41,22,11,0,52,4,2,0,0,0,0,0,0
1,2016/9/22 14:20,0,41,58,9,22,0,38,3,0,0,0,0,0,0,0
1,2016/9/22 14:40,0,33,41,11,9,0,27,6,0,0,0,0,0,0,0
1,2016/9/22 15:00,0,61,33,18,11,0,53,8,0,0,0,0,0,0,0
1,2016/9/22 15:20,0,48,61,15,18,0,45,1,2,0,0,0,0,0,0
1,2016/9/22 15:40,0,57,48,14,15,0,52,4,1,0,0,0,0,0,0
1,2016/9/22 16:00,0,58,57,13,14,0,56,2,0,0,0,0,0,0,0
1,2016/9/22 16:20,0,52,58,13,13,0,50,1,0,1,0,0,0,0,0
1,2016/9/22 16:40,0,42,52,13,13,0,40,2,0,0,0,0,0,0,0
1,2016/9/22 17:00,0,29,42,7,13,0,27,2,0,0,0,0,0,0,0
1,2016/9/22 17:20,0,36,29,9,7,0,35,1,0,0,0,0,0,0,0
1,2016/9/22 17:40,0,33,36,7,9,0,29,4,0,0,0,0,0,0,0
1,2016/9/22 18:00,0,26,33,9,7,0,26,0,0,0,0,0,0,0,0
1,2016/9/22 18:20,0,21,26,5,9,0,20,1,0,0,0,0,0,0,0
1,2016/9/22 18:40,0,24,21,8,5,0,21,3,0,0,0,0,0,0,0
1,2016/9/22 19:00,0,30,24,7,8,0,25,5,0,0,0,0,0,0,0
1,2016/9/22 19:20,0,18,30,3,7,0,17,1,0,0,0,0,0,0,0
1,2016/9/22 19:40,0,33,18,8,3,0,32,1,0,0,0,0,0,0,0
1,2016/9/22 20:00,0,24,33,6,8,0,24,0,0,0,0,0,0,0,0
1,2016/9/22 20:20,0,18,24,1,6,0,18,0,0,0,0,0,0,0,0
1,2016/9/22 20:40,0,18,18,6,1,0,17,1,0,0,0,0,0,0,0
1,2016/9/22 21:00,0,17,18,6,6,0,15,2,0,0,0,0,0,0,0
1,2016/9/22 21:20,0,18,17,4,6,0,17,1,0,0,0,0,0,0,0
1,2016/9/22 21:40,0,20,18,7,4,0,18,2,0,0,0,0,0,0,0
1,2016/9/22 22:00,0,9,20,3,7,0,7,2,0,0,0,0,0,0,0
1,2016/9/22 22:20,0,7,9,0,3,0,7,0,0,0,0,0,0,0,0
1,2016/9/22 22:40,0,7,7,0,0,0,7,0,0,0,0,0,0,0,0
1,2016/9/22 23:00,0,2,7,0,0,0,2,0,0,0,0,0,0,0,0
1,2016/9/22 23:20,0,6,2,3,0,0,6,0,0,0,0,0,0,0,0
1,2016/9/22 23:40,0,5,6,1,3,0,2,2,0,1,0,0,0,0,0
1,2016/9/23 0:00,0,10,5,2,1,0,5,1,0,1,3,0,0,0,0
1,2016/9/23 0:20,0,11,10,0,2,0,9,1,0,0,1,0,0,0,0
1,2016/9/23 0:40,0,8,11,1,0,0,5,2,1,0,0,0,0,0,0
1,2016/9/23 1:00,0,9,8,1,1,0,5,3,1,0,0,0,0,0,0
1,2016/9/23 1:20,0,5,9,0,1,0,2,0,1,0,2,0,0,0,0
1,2016/9/23 1:40,0,7,5,1,0,0,4,0,1,0,2,0,0,0,0
1,2016/9/23 2:00,0,4,7,0,1,0,4,0,0,0,0,0,0,0,0
1,2016/9/23 2:20,0,5,4,1,0,0,2,3,0,0,0,0,0,0,0
1,2016/9/23 2:40,0,9,5,0,1,0,2,3,3,0,1,0,0,0,0
1,2016/9/23 3:00,0,8,9,0,0,0,3,0,1,0,4,0,0,0,0
1,2016/9/23 3:20,0,13,8,1,0,0,9,3,0,0,1,0,0,0,0
1,2016/9/23 3:40,0,10,13,2,1,0,5,2,1,0,2,0,0,0,0
1,2016/9/23 4:00,0,7,10,0,2,0,1,3,2,0,1,0,0,0,0
1,2016/9/23 4:20,0,11,7,1,0,0,6,3,0,0,2,0,0,0,0
1,2016/9/23 4:40,0,15,11,1,1,0,11,2,1,0,1,0,0,0,0
1,2016/9/23 5:00,0,6,15,0,1,0,4,2,0,0,0,0,0,0,0
1,2016/9/23 5:20,0,5,6,1,0,0,3,2,0,0,0,0,0,0,0
1,2016/9/23 5:40,0,7,5,1,1,0,4,3,0,0,0,0,0,0,0
1,2016/9/23 6:00,0,12,7,2,1,0,11,1,0,0,0,0,0,0,0
1,2016/9/23 6:20,0,17,12,2,2,0,12,5,0,0,0,0,0,0,0
1,2016/9/23 6:40,0,32,17,10,2,0,23,6,1,2,0,0,0,0,0
1,2016/9/23 7:00,0,28,32,3,10,0,24,4,0,0,0,0,0,0,0
1,2016/9/23 7:20,0,41,28,6,3,0,38,3,0,0,0,0,0,0,0
1,2016/9/23 7:40,0,42,41,9,6,0,38,4,0,0,0,0,0,0,0
1,2016/9/23 8:00,0,49,42,16,9,0,44,3,2,0,0,0,0,0,0
1,2016/9/23 8:20,0,68,49,22,16,0,63,4,1,0,0,0,0,0,0
1,2016/9/23 8:40,0,50,68,16,22,0,45,4,1,0,0,0,0,0,0
1,2016/9/23 9:00,0,41,50,16,16,0,37,4,0,0,0,0,0,0,0
1,2016/9/23 9:20,0,52,41,16,16,0,48,3,1,0,0,0,0,0,0
1,2016/9/23 9:40,0,44,52,9,16,1,40,3,0,0,0,0,0,0,0
1,2016/9/23 10:00,0,58,44,16,9,0,51,6,1,0,0,0,0,0,0
