delta_1_volume,delta_2_volume,delta_3_volume,delta_4_volume,delta_5_volume,is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_1_has_etc,pre_1_vehicle_model_0,pre_1_vehicle_model_1,pre_1_vehicle_model_2,pre_1_vehicle_model_3,pre_1_vehicle_model_4,pre_1_vehicle_model_5,pre_1_vehicle_model_6,pre_1_vehicle_model_7,pre_1_vehicle_type_0,pre_1_vehicle_type_1,pre_2,pre_2_has_etc,pre_2_vehicle_model_0,pre_2_vehicle_model_1,pre_2_vehicle_model_2,pre_2_vehicle_model_3,pre_2_vehicle_model_4,pre_2_vehicle_model_5,pre_2_vehicle_model_6,pre_2_vehicle_model_7,pre_2_vehicle_type_0,pre_2_vehicle_type_1,pre_3,pre_3_has_etc,pre_3_vehicle_model_0,pre_3_vehicle_model_1,pre_3_vehicle_model_2,pre_3_vehicle_model_3,pre_3_vehicle_model_4,pre_3_vehicle_model_5,pre_3_vehicle_model_6,pre_3_vehicle_model_7,pre_3_vehicle_type_0,pre_3_vehicle_type_1,pre_4,pre_4_has_etc,pre_4_vehicle_model_0,pre_4_vehicle_model_1,pre_4_vehicle_model_2,pre_4_vehicle_model_3,pre_4_vehicle_model_4,pre_4_vehicle_model_5,pre_4_vehicle_model_6,pre_4_vehicle_model_7,pre_4_vehicle_type_0,pre_4_vehicle_type_1,pre_5,pre_5_has_etc,pre_5_vehicle_model_0,pre_5_vehicle_model_1,pre_5_vehicle_model_2,pre_5_vehicle_model_3,pre_5_vehicle_model_4,pre_5_vehicle_model_5,pre_5_vehicle_model_6,pre_5_vehicle_model_7,pre_5_vehicle_type_0,pre_5_vehicle_type_1,pre_6,pre_6_has_etc,pre_6_vehicle_model_0,pre_6_vehicle_model_1,pre_6_vehicle_model_2,pre_6_vehicle_model_3,pre_6_vehicle_model_4,pre_6_vehicle_model_5,pre_6_vehicle_model_6,pre_6_vehicle_model_7,pre_6_vehicle_type_0,pre_6_vehicle_type_1,pre_avg,starttime,volume
"8.0","-1.0","-9.0","-9.0","9.0","1.0","0.0","0.0","0.0","0.0","0.0","124.0","29.0","0.0","98.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","132.0","22.0","0.0","106.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","131.0","31.0","0.0","107.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","122.0","35.0","0.0","105.0","16.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","113.0","22.0","1.0","91.0","20.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","122.0","28.0","0.0","102.0","19.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","124.0","2016-09-20 17:00:00","126.0"
"8.0","-1.0","-9.0","-9.0","9.0","0.0","1.0","0.0","0.0","0.0","0.0","124.0","29.0","0.0","98.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","132.0","22.0","0.0","106.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","131.0","31.0","0.0","107.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","122.0","35.0","0.0","105.0","16.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","113.0","22.0","1.0","91.0","20.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","122.0","28.0","0.0","102.0","19.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","124.0","2016-09-20 17:20:00","116.0"
"8.0","-1.0","-9.0","-9.0","9.0","0.0","0.0","1.0","0.0","0.0","0.0","124.0","29.0","0.0","98.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","132.0","22.0","0.0","106.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","131.0","31.0","0.0","107.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","122.0","35.0","0.0","105.0","16.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","113.0","22.0","1.0","91.0","20.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","122.0","28.0","0.0","102.0","19.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","124.0","2016-09-20 17:40:00","95.0"
"8.0","-1.0","-9.0","-9.0","9.0","0.0","0.0","0.0","1.0","0.0","0.0","124.0","29.0","0.0","98.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","132.0","22.0","0.0","106.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","131.0","31.0","0.0","107.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","122.0","35.0","0.0","105.0","16.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","113.0","22.0","1.0","91.0","20.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","122.0","28.0","0.0","102.0","19.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","124.0","2016-09-20 18:00:00","81.0"
"8.0","-1.0","-9.0","-9.0","9.0","0.0","0.0","0.0","0.0","1.0","0.0","124.0","29.0","0.0","98.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","132.0","22.0","0.0","106.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","131.0","31.0","0.0","107.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","122.0","35.0","0.0","105.0","16.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","113.0","22.0","1.0","91.0","20.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","122.0","28.0","0.0","102.0","19.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","124.0","2016-09-20 18:20:00","100.0"
"8.0","-1.0","-9.0","-9.0","9.0","0.0","0.0","0.0","0.0","0.0","1.0","124.0","29.0","0.0","98.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","132.0","22.0","0.0","106.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","131.0","31.0","0.0","107.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","122.0","35.0","0.0","105.0","16.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","113.0","22.0","1.0","91.0","20.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","122.0","28.0","0.0","102.0","19.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","124.0","2016-09-20 18:40:00","63.0"
"15.0","38.0","31.0","17.0","18.0","1.0","0.0","0.0","0.0","0.0","0.0","32.0","4.0","0.0","21.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0","10.0","1.0","31.0","14.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","85.0","30.0","0.0","66.0","15.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","116.0","40.0","0.0","98.0","14.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","133.0","51.0","0.0","116.0","15.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","151.0","51.0","0.0","137.0","11.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","94.0","2016-09-21 08:00:00","135.0"
"15.0","38.0","31.0","17.0","18.0","0.0","1.0","0.0","0.0","0.0","0.0","32.0","4.0","0.0","21.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0","10.0","1.0","31.0","14.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","85.0","30.0","0.0","66.0","15.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","116.0","40.0","0.0","98.0","14.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","133.0","51.0","0.0","116.0","15.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","151.0","51.0","0.0","137.0","11.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","94.0","2016-09-21 08:20:00","163.0"
"15.0","38.0","31.0","17.0","18.0","0.0","0.0","1.0","0.0","0.0","0.0","32.0","4.0","0.0","21.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0","10.0","1.0","31.0","14.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","85.0","30.0","0.0","66.0","15.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","116.0","40.0","0.0","98.0","14.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","133.0","51.0","0.0","116.0","15.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","151.0","51.0","0.0","137.0","11.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","94.0","2016-09-21 08:40:00","120.0"
"15.0","38.0","31.0","17.0","18.0","0.0","0.0","0.0","1.0","0.0","0.0","32.0","4.0","0.0","21.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0","10.0","1.0","31.0","14.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","85.0","30.0","0.0","66.0","15.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","116.0","40.0","0.0","98.0","14.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","133.0","51.0","0.0","116.0","15.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","151.0","51.0","0.0","137.0","11.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","94.0","2016-09-21 09:00:00","139.0"
"15.0","38.0","31.0","17.0","18.0","0.0","0.0","0.0","0.0","1.0","0.0","32.0","4.0","0.0","21.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0","10.0","1.0","31.0","14.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","85.0","30.0","0.0","66.0","15.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","116.0","40.0","0.0","98.0","14.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","133.0","51.0","0.0","116.0","15.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","151.0","51.0","0.0","137.0","11.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","94.0","2016-09-21 09:20:00","120.0"
"15.0","38.0","31.0","17.0","18.0","0.0","0.0","0.0","0.0","0.0","1.0","32.0","4.0","0.0","21.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0","10.0","1.0","31.0","14.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","85.0","30.0","0.0","66.0","15.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","116.0","40.0","0.0","98.0","14.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","133.0","51.0","0.0","116.0","15.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","151.0","51.0","0.0","137.0","11.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","94.0","2016-09-21 09:40:00","130.0"
"1.0","-25.0","20.0","9.0","6.0","1.0","0.0","0.0","0.0","0.0","0.0","113.0","27.0","1.0","90.0","21.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","114.0","26.0","0.0","85.0","28.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","89.0","17.0","0.0","65.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","109.0","20.0","0.0","76.0","31.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","118.0","28.0","0.0","96.0","21.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","124.0","29.0","0.0","98.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","111.0","2016-09-21 17:00:00","118.0"
"1.0","-25.0","20.0","9.0","6.0","0.0","1.0","0.0","0.0","0.0","0.0","113.0","27.0","1.0","90.0","21.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","114.0","26.0","0.0","85.0","28.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","89.0","17.0","0.0","65.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","109.0","20.0","0.0","76.0","31.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","118.0","28.0","0.0","96.0","21.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","124.0","29.0","0.0","98.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","111.0","2016-09-21 17:20:00","116.0"
"1.0","-25.0","20.0","9.0","6.0","0.0","0.0","1.0","0.0","0.0","0.0","113.0","27.0","1.0","90.0","21.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","114.0","26.0","0.0","85.0","28.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","89.0","17.0","0.0","65.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","109.0","20.0","0.0","76.0","31.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","118.0","28.0","0.0","96.0","21.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","124.0","29.0","0.0","98.0","23.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","111.0","2016-09-21 17:40:00","100.0"
