delta_1_volume,delta_2_volume,delta_3_volume,delta_4_volume,delta_5_volume,is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_1_has_etc,pre_1_vehicle_model_0,pre_1_vehicle_model_1,pre_1_vehicle_model_2,pre_1_vehicle_model_3,pre_1_vehicle_model_4,pre_1_vehicle_model_5,pre_1_vehicle_model_6,pre_1_vehicle_model_7,pre_1_vehicle_type_0,pre_1_vehicle_type_1,pre_2,pre_2_has_etc,pre_2_vehicle_model_0,pre_2_vehicle_model_1,pre_2_vehicle_model_2,pre_2_vehicle_model_3,pre_2_vehicle_model_4,pre_2_vehicle_model_5,pre_2_vehicle_model_6,pre_2_vehicle_model_7,pre_2_vehicle_type_0,pre_2_vehicle_type_1,pre_3,pre_3_has_etc,pre_3_vehicle_model_0,pre_3_vehicle_model_1,pre_3_vehicle_model_2,pre_3_vehicle_model_3,pre_3_vehicle_model_4,pre_3_vehicle_model_5,pre_3_vehicle_model_6,pre_3_vehicle_model_7,pre_3_vehicle_type_0,pre_3_vehicle_type_1,pre_4,pre_4_has_etc,pre_4_vehicle_model_0,pre_4_vehicle_model_1,pre_4_vehicle_model_2,pre_4_vehicle_model_3,pre_4_vehicle_model_4,pre_4_vehicle_model_5,pre_4_vehicle_model_6,pre_4_vehicle_model_7,pre_4_vehicle_type_0,pre_4_vehicle_type_1,pre_5,pre_5_has_etc,pre_5_vehicle_model_0,pre_5_vehicle_model_1,pre_5_vehicle_model_2,pre_5_vehicle_model_3,pre_5_vehicle_model_4,pre_5_vehicle_model_5,pre_5_vehicle_model_6,pre_5_vehicle_model_7,pre_5_vehicle_type_0,pre_5_vehicle_type_1,pre_6,pre_6_has_etc,pre_6_vehicle_model_0,pre_6_vehicle_model_1,pre_6_vehicle_model_2,pre_6_vehicle_model_3,pre_6_vehicle_model_4,pre_6_vehicle_model_5,pre_6_vehicle_model_6,pre_6_vehicle_model_7,pre_6_vehicle_type_0,pre_6_vehicle_type_1,pre_avg,starttime,volume
"20.0","-12.0","18.0","-11.0","25.0","0.0","0.0","0.0","0.0","1.0","0.0","75.0","19.0","0.0","69.0","2.0","3.0","1.0","0.0","0.0","0.0","66.0","9.0","95.0","20.0","0.0","86.0","2.0","3.0","3.0","1.0","0.0","0.0","82.0","13.0","83.0","19.0","0.0","74.0","3.0","5.0","0.0","1.0","0.0","0.0","75.0","8.0","101.0","26.0","0.0","98.0","3.0","0.0","0.0","0.0","0.0","0.0","94.0","7.0","90.0","13.0","0.0","82.0","4.0","1.0","1.0","2.0","0.0","0.0","78.0","12.0","115.0","32.0","0.0","105.0","7.0","3.0","0.0","0.0","0.0","0.0","106.0","9.0","93.0","2016-09-19 18:20:00","78.0"
"20.0","-12.0","18.0","-11.0","25.0","0.0","0.0","0.0","0.0","0.0","1.0","75.0","19.0","0.0","69.0","2.0","3.0","1.0","0.0","0.0","0.0","66.0","9.0","95.0","20.0","0.0","86.0","2.0","3.0","3.0","1.0","0.0","0.0","82.0","13.0","83.0","19.0","0.0","74.0","3.0","5.0","0.0","1.0","0.0","0.0","75.0","8.0","101.0","26.0","0.0","98.0","3.0","0.0","0.0","0.0","0.0","0.0","94.0","7.0","90.0","13.0","0.0","82.0","4.0","1.0","1.0","2.0","0.0","0.0","78.0","12.0","115.0","32.0","0.0","105.0","7.0","3.0","0.0","0.0","0.0","0.0","106.0","9.0","93.0","2016-09-19 18:40:00","77.0"
"19.0","23.0","17.0","14.0","25.0","1.0","0.0","0.0","0.0","0.0","0.0","24.0","2.0","0.0","18.0","3.0","3.0","0.0","0.0","0.0","0.0","14.0","10.0","43.0","7.0","0.0","31.0","6.0","4.0","0.0","1.0","0.0","1.0","22.0","21.0","66.0","9.0","0.0","58.0","2.0","2.0","0.0","4.0","0.0","0.0","52.0","14.0","83.0","19.0","0.0","72.0","8.0","1.0","0.0","2.0","0.0","0.0","64.0","19.0","97.0","27.0","0.0","88.0","3.0","0.0","4.0","2.0","0.0","0.0","89.0","8.0","122.0","28.0","0.0","115.0","5.0","1.0","0.0","1.0","0.0","0.0","104.0","18.0","72.0","2016-09-20 08:00:00","154.0"
"19.0","23.0","17.0","14.0","25.0","0.0","1.0","0.0","0.0","0.0","0.0","24.0","2.0","0.0","18.0","3.0","3.0","0.0","0.0","0.0","0.0","14.0","10.0","43.0","7.0","0.0","31.0","6.0","4.0","0.0","1.0","0.0","1.0","22.0","21.0","66.0","9.0","0.0","58.0","2.0","2.0","0.0","4.0","0.0","0.0","52.0","14.0","83.0","19.0","0.0","72.0","8.0","1.0","0.0","2.0","0.0","0.0","64.0","19.0","97.0","27.0","0.0","88.0","3.0","0.0","4.0","2.0","0.0","0.0","89.0","8.0","122.0","28.0","0.0","115.0","5.0","1.0","0.0","1.0","0.0","0.0","104.0","18.0","72.0","2016-09-20 08:20:00","209.0"
"19.0","23.0","17.0","14.0","25.0","0.0","0.0","1.0","0.0","0.0","0.0","24.0","2.0","0.0","18.0","3.0","3.0","0.0","0.0","0.0","0.0","14.0","10.0","43.0","7.0","0.0","31.0","6.0","4.0","0.0","1.0","0.0","1.0","22.0","21.0","66.0","9.0","0.0","58.0","2.0","2.0","0.0","4.0","0.0","0.0","52.0","14.0","83.0","19.0","0.0","72.0","8.0","1.0","0.0","2.0","0.0","0.0","64.0","19.0","97.0","27.0","0.0","88.0","3.0","0.0","4.0","2.0","0.0","0.0","89.0","8.0","122.0","28.0","0.0","115.0","5.0","1.0","0.0","1.0","0.0","0.0","104.0","18.0","72.0","2016-09-20 08:40:00","210.0"
"19.0","23.0","17.0","14.0","25.0","0.0","0.0","0.0","1.0","0.0","0.0","24.0","2.0","0.0","18.0","3.0","3.0","0.0","0.0","0.0","0.0","14.0","10.0","43.0","7.0","0.0","31.0","6.0","4.0","0.0","1.0","0.0","1.0","22.0","21.0","66.0","9.0","0.0","58.0","2.0","2.0","0.0","4.0","0.0","0.0","52.0","14.0","83.0","19.0","0.0","72.0","8.0","1.0","0.0","2.0","0.0","0.0","64.0","19.0","97.0","27.0","0.0","88.0","3.0","0.0","4.0","2.0","0.0","0.0","89.0","8.0","122.0","28.0","0.0","115.0","5.0","1.0","0.0","1.0","0.0","0.0","104.0","18.0","72.0","2016-09-20 09:00:00","191.0"
"19.0","23.0","17.0","14.0","25.0","0.0","0.0","0.0","0.0","1.0","0.0","24.0","2.0","0.0","18.0","3.0","3.0","0.0","0.0","0.0","0.0","14.0","10.0","43.0","7.0","0.0","31.0","6.0","4.0","0.0","1.0","0.0","1.0","22.0","21.0","66.0","9.0","0.0","58.0","2.0","2.0","0.0","4.0","0.0","0.0","52.0","14.0","83.0","19.0","0.0","72.0","8.0","1.0","0.0","2.0","0.0","0.0","64.0","19.0","97.0","27.0","0.0","88.0","3.0","0.0","4.0","2.0","0.0","0.0","89.0","8.0","122.0","28.0","0.0","115.0","5.0","1.0","0.0","1.0","0.0","0.0","104.0","18.0","72.0","2016-09-20 09:20:00","222.0"
"19.0","23.0","17.0","14.0","25.0","0.0","0.0","0.0","0.0","0.0","1.0","24.0","2.0","0.0","18.0","3.0","3.0","0.0","0.0","0.0","0.0","14.0","10.0","43.0","7.0","0.0","31.0","6.0","4.0","0.0","1.0","0.0","1.0","22.0","21.0","66.0","9.0","0.0","58.0","2.0","2.0","0.0","4.0","0.0","0.0","52.0","14.0","83.0","19.0","0.0","72.0","8.0","1.0","0.0","2.0","0.0","0.0","64.0","19.0","97.0","27.0","0.0","88.0","3.0","0.0","4.0","2.0","0.0","0.0","89.0","8.0","122.0","28.0","0.0","115.0","5.0","1.0","0.0","1.0","0.0","0.0","104.0","18.0","72.0","2016-09-20 09:40:00","174.0"
"-7.0","14.0","-2.0","12.0","-1.0","1.0","0.0","0.0","0.0","0.0","0.0","80.0","25.0","0.0","72.0","4.0","3.0","0.0","1.0","0.0","0.0","70.0","10.0","73.0","14.0","0.0","64.0","6.0","2.0","0.0","1.0","0.0","0.0","60.0","13.0","87.0","21.0","0.0","76.0","2.0","3.0","3.0","2.0","0.0","1.0","71.0","16.0","85.0","14.0","0.0","74.0","5.0","1.0","3.0","2.0","0.0","0.0","71.0","14.0","97.0","29.0","0.0","90.0","3.0","2.0","1.0","1.0","0.0","0.0","91.0","6.0","96.0","22.0","0.0","85.0","5.0","4.0","0.0","2.0","0.0","0.0","83.0","13.0","86.0","2016-09-20 17:00:00","84.0"
"-7.0","14.0","-2.0","12.0","-1.0","0.0","1.0","0.0","0.0","0.0","0.0","80.0","25.0","0.0","72.0","4.0","3.0","0.0","1.0","0.0","0.0","70.0","10.0","73.0","14.0","0.0","64.0","6.0","2.0","0.0","1.0","0.0","0.0","60.0","13.0","87.0","21.0","0.0","76.0","2.0","3.0","3.0","2.0","0.0","1.0","71.0","16.0","85.0","14.0","0.0","74.0","5.0","1.0","3.0","2.0","0.0","0.0","71.0","14.0","97.0","29.0","0.0","90.0","3.0","2.0","1.0","1.0","0.0","0.0","91.0","6.0","96.0","22.0","0.0","85.0","5.0","4.0","0.0","2.0","0.0","0.0","83.0","13.0","86.0","2016-09-20 17:20:00","86.0"
"-7.0","14.0","-2.0","12.0","-1.0","0.0","0.0","1.0","0.0","0.0","0.0","80.0","25.0","0.0","72.0","4.0","3.0","0.0","1.0","0.0","0.0","70.0","10.0","73.0","14.0","0.0","64.0","6.0","2.0","0.0","1.0","0.0","0.0","60.0","13.0","87.0","21.0","0.0","76.0","2.0","3.0","3.0","2.0","0.0","1.0","71.0","16.0","85.0","14.0","0.0","74.0","5.0","1.0","3.0","2.0","0.0","0.0","71.0","14.0","97.0","29.0","0.0","90.0","3.0","2.0","1.0","1.0","0.0","0.0","91.0","6.0","96.0","22.0","0.0","85.0","5.0","4.0","0.0","2.0","0.0","0.0","83.0","13.0","86.0","2016-09-20 17:40:00","106.0"
"-7.0","14.0","-2.0","12.0","-1.0","0.0","0.0","0.0","1.0","0.0","0.0","80.0","25.0","0.0","72.0","4.0","3.0","0.0","1.0","0.0","0.0","70.0","10.0","73.0","14.0","0.0","64.0","6.0","2.0","0.0","1.0","0.0","0.0","60.0","13.0","87.0","21.0","0.0","76.0","2.0","3.0","3.0","2.0","0.0","1.0","71.0","16.0","85.0","14.0","0.0","74.0","5.0","1.0","3.0","2.0","0.0","0.0","71.0","14.0","97.0","29.0","0.0","90.0","3.0","2.0","1.0","1.0","0.0","0.0","91.0","6.0","96.0","22.0","0.0","85.0","5.0","4.0","0.0","2.0","0.0","0.0","83.0","13.0","86.0","2016-09-20 18:00:00","90.0"
"-7.0","14.0","-2.0","12.0","-1.0","0.0","0.0","0.0","0.0","1.0","0.0","80.0","25.0","0.0","72.0","4.0","3.0","0.0","1.0","0.0","0.0","70.0","10.0","73.0","14.0","0.0","64.0","6.0","2.0","0.0","1.0","0.0","0.0","60.0","13.0","87.0","21.0","0.0","76.0","2.0","3.0","3.0","2.0","0.0","1.0","71.0","16.0","85.0","14.0","0.0","74.0","5.0","1.0","3.0","2.0","0.0","0.0","71.0","14.0","97.0","29.0","0.0","90.0","3.0","2.0","1.0","1.0","0.0","0.0","91.0","6.0","96.0","22.0","0.0","85.0","5.0","4.0","0.0","2.0","0.0","0.0","83.0","13.0","86.0","2016-09-20 18:20:00","84.0"
"-7.0","14.0","-2.0","12.0","-1.0","0.0","0.0","0.0","0.0","0.0","1.0","80.0","25.0","0.0","72.0","4.0","3.0","0.0","1.0","0.0","0.0","70.0","10.0","73.0","14.0","0.0","64.0","6.0","2.0","0.0","1.0","0.0","0.0","60.0","13.0","87.0","21.0","0.0","76.0","2.0","3.0","3.0","2.0","0.0","1.0","71.0","16.0","85.0","14.0","0.0","74.0","5.0","1.0","3.0","2.0","0.0","0.0","71.0","14.0","97.0","29.0","0.0","90.0","3.0","2.0","1.0","1.0","0.0","0.0","91.0","6.0","96.0","22.0","0.0","85.0","5.0","4.0","0.0","2.0","0.0","0.0","83.0","13.0","86.0","2016-09-20 18:40:00","88.0"
"22.0","-5.0","29.0","26.0","-3.0","1.0","0.0","0.0","0.0","0.0","0.0","20.0","2.0","0.0","14.0","4.0","0.0","0.0","2.0","0.0","0.0","11.0","9.0","42.0","9.0","0.0","25.0","6.0","5.0","3.0","3.0","0.0","0.0","20.0","22.0","37.0","11.0","0.0","36.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","7.0","66.0","21.0","0.0","57.0","4.0","2.0","0.0","2.0","0.0","1.0","48.0","18.0","92.0","30.0","0.0","88.0","2.0","1.0","0.0","0.0","0.0","1.0","82.0","10.0","89.0","27.0","0.0","83.0","3.0","1.0","1.0","0.0","1.0","0.0","79.0","10.0","57.0","2016-09-21 08:00:00","126.0"
"22.0","-5.0","29.0","26.0","-3.0","0.0","1.0","0.0","0.0","0.0","0.0","20.0","2.0","0.0","14.0","4.0","0.0","0.0","2.0","0.0","0.0","11.0","9.0","42.0","9.0","0.0","25.0","6.0","5.0","3.0","3.0","0.0","0.0","20.0","22.0","37.0","11.0","0.0","36.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","7.0","66.0","21.0","0.0","57.0","4.0","2.0","0.0","2.0","0.0","1.0","48.0","18.0","92.0","30.0","0.0","88.0","2.0","1.0","0.0","0.0","0.0","1.0","82.0","10.0","89.0","27.0","0.0","83.0","3.0","1.0","1.0","0.0","1.0","0.0","79.0","10.0","57.0","2016-09-21 08:20:00","122.0"
"22.0","-5.0","29.0","26.0","-3.0","0.0","0.0","1.0","0.0","0.0","0.0","20.0","2.0","0.0","14.0","4.0","0.0","0.0","2.0","0.0","0.0","11.0","9.0","42.0","9.0","0.0","25.0","6.0","5.0","3.0","3.0","0.0","0.0","20.0","22.0","37.0","11.0","0.0","36.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","7.0","66.0","21.0","0.0","57.0","4.0","2.0","0.0","2.0","0.0","1.0","48.0","18.0","92.0","30.0","0.0","88.0","2.0","1.0","0.0","0.0","0.0","1.0","82.0","10.0","89.0","27.0","0.0","83.0","3.0","1.0","1.0","0.0","1.0","0.0","79.0","10.0","57.0","2016-09-21 08:40:00","149.0"
"22.0","-5.0","29.0","26.0","-3.0","0.0","0.0","0.0","1.0","0.0","0.0","20.0","2.0","0.0","14.0","4.0","0.0","0.0","2.0","0.0","0.0","11.0","9.0","42.0","9.0","0.0","25.0","6.0","5.0","3.0","3.0","0.0","0.0","20.0","22.0","37.0","11.0","0.0","36.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","7.0","66.0","21.0","0.0","57.0","4.0","2.0","0.0","2.0","0.0","1.0","48.0","18.0","92.0","30.0","0.0","88.0","2.0","1.0","0.0","0.0","0.0","1.0","82.0","10.0","89.0","27.0","0.0","83.0","3.0","1.0","1.0","0.0","1.0","0.0","79.0","10.0","57.0","2016-09-21 09:00:00","131.0"
"22.0","-5.0","29.0","26.0","-3.0","0.0","0.0","0.0","0.0","1.0","0.0","20.0","2.0","0.0","14.0","4.0","0.0","0.0","2.0","0.0","0.0","11.0","9.0","42.0","9.0","0.0","25.0","6.0","5.0","3.0","3.0","0.0","0.0","20.0","22.0","37.0","11.0","0.0","36.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","7.0","66.0","21.0","0.0","57.0","4.0","2.0","0.0","2.0","0.0","1.0","48.0","18.0","92.0","30.0","0.0","88.0","2.0","1.0","0.0","0.0","0.0","1.0","82.0","10.0","89.0","27.0","0.0","83.0","3.0","1.0","1.0","0.0","1.0","0.0","79.0","10.0","57.0","2016-09-21 09:20:00","83.0"
"22.0","-5.0","29.0","26.0","-3.0","0.0","0.0","0.0","0.0","0.0","1.0","20.0","2.0","0.0","14.0","4.0","0.0","0.0","2.0","0.0","0.0","11.0","9.0","42.0","9.0","0.0","25.0","6.0","5.0","3.0","3.0","0.0","0.0","20.0","22.0","37.0","11.0","0.0","36.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","7.0","66.0","21.0","0.0","57.0","4.0","2.0","0.0","2.0","0.0","1.0","48.0","18.0","92.0","30.0","0.0","88.0","2.0","1.0","0.0","0.0","0.0","1.0","82.0","10.0","89.0","27.0","0.0","83.0","3.0","1.0","1.0","0.0","1.0","0.0","79.0","10.0","57.0","2016-09-21 09:40:00","78.0"
"10.0","-9.0","-12.0","1.0","12.0","1.0","0.0","0.0","0.0","0.0","0.0","98.0","23.0","0.0","89.0","6.0","0.0","0.0","3.0","0.0","0.0","87.0","11.0","108.0","30.0","0.0","98.0","5.0","3.0","0.0","2.0","0.0","0.0","95.0","13.0","99.0","21.0","0.0","92.0","2.0","3.0","2.0","0.0","0.0","0.0","92.0","7.0","87.0","26.0","0.0","83.0","4.0","0.0","0.0","0.0","0.0","0.0","81.0","6.0","88.0","21.0","0.0","77.0","5.0","2.0","2.0","2.0","0.0","0.0","78.0","10.0","100.0","23.0","0.0","90.0","5.0","3.0","0.0","2.0","0.0","0.0","86.0","14.0","96.0","2016-09-21 17:00:00","77.0"
"10.0","-9.0","-12.0","1.0","12.0","0.0","1.0","0.0","0.0","0.0","0.0","98.0","23.0","0.0","89.0","6.0","0.0","0.0","3.0","0.0","0.0","87.0","11.0","108.0","30.0","0.0","98.0","5.0","3.0","0.0","2.0","0.0","0.0","95.0","13.0","99.0","21.0","0.0","92.0","2.0","3.0","2.0","0.0","0.0","0.0","92.0","7.0","87.0","26.0","0.0","83.0","4.0","0.0","0.0","0.0","0.0","0.0","81.0","6.0","88.0","21.0","0.0","77.0","5.0","2.0","2.0","2.0","0.0","0.0","78.0","10.0","100.0","23.0","0.0","90.0","5.0","3.0","0.0","2.0","0.0","0.0","86.0","14.0","96.0","2016-09-21 17:20:00","94.0"
"10.0","-9.0","-12.0","1.0","12.0","0.0","0.0","1.0","0.0","0.0","0.0","98.0","23.0","0.0","89.0","6.0","0.0","0.0","3.0","0.0","0.0","87.0","11.0","108.0","30.0","0.0","98.0","5.0","3.0","0.0","2.0","0.0","0.0","95.0","13.0","99.0","21.0","0.0","92.0","2.0","3.0","2.0","0.0","0.0","0.0","92.0","7.0","87.0","26.0","0.0","83.0","4.0","0.0","0.0","0.0","0.0","0.0","81.0","6.0","88.0","21.0","0.0","77.0","5.0","2.0","2.0","2.0","0.0","0.0","78.0","10.0","100.0","23.0","0.0","90.0","5.0","3.0","0.0","2.0","0.0","0.0","86.0","14.0","96.0","2016-09-21 17:40:00","95.0"
