delta_1_volume,delta_2_volume,delta_3_volume,delta_4_volume,delta_5_volume,is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_1_has_etc,pre_1_vehicle_model_0,pre_1_vehicle_model_1,pre_1_vehicle_model_2,pre_1_vehicle_model_3,pre_1_vehicle_model_4,pre_1_vehicle_model_5,pre_1_vehicle_model_6,pre_1_vehicle_model_7,pre_1_vehicle_type_0,pre_1_vehicle_type_1,pre_2,pre_2_has_etc,pre_2_vehicle_model_0,pre_2_vehicle_model_1,pre_2_vehicle_model_2,pre_2_vehicle_model_3,pre_2_vehicle_model_4,pre_2_vehicle_model_5,pre_2_vehicle_model_6,pre_2_vehicle_model_7,pre_2_vehicle_type_0,pre_2_vehicle_type_1,pre_3,pre_3_has_etc,pre_3_vehicle_model_0,pre_3_vehicle_model_1,pre_3_vehicle_model_2,pre_3_vehicle_model_3,pre_3_vehicle_model_4,pre_3_vehicle_model_5,pre_3_vehicle_model_6,pre_3_vehicle_model_7,pre_3_vehicle_type_0,pre_3_vehicle_type_1,pre_4,pre_4_has_etc,pre_4_vehicle_model_0,pre_4_vehicle_model_1,pre_4_vehicle_model_2,pre_4_vehicle_model_3,pre_4_vehicle_model_4,pre_4_vehicle_model_5,pre_4_vehicle_model_6,pre_4_vehicle_model_7,pre_4_vehicle_type_0,pre_4_vehicle_type_1,pre_5,pre_5_has_etc,pre_5_vehicle_model_0,pre_5_vehicle_model_1,pre_5_vehicle_model_2,pre_5_vehicle_model_3,pre_5_vehicle_model_4,pre_5_vehicle_model_5,pre_5_vehicle_model_6,pre_5_vehicle_model_7,pre_5_vehicle_type_0,pre_5_vehicle_type_1,pre_6,pre_6_has_etc,pre_6_vehicle_model_0,pre_6_vehicle_model_1,pre_6_vehicle_model_2,pre_6_vehicle_model_3,pre_6_vehicle_model_4,pre_6_vehicle_model_5,pre_6_vehicle_model_6,pre_6_vehicle_model_7,pre_6_vehicle_type_0,pre_6_vehicle_type_1,pre_avg,starttime,volume
"27.0","-12.0","18.0","12.0","-6.0","0.0","0.0","0.0","0.0","1.0","0.0","77.0","17.0","0.0","73.0","2.0","2.0","0.0","0.0","0.0","0.0","63.0","14.0","104.0","18.0","0.0","88.0","11.0","3.0","1.0","1.0","0.0","0.0","74.0","30.0","92.0","21.0","0.0","82.0","7.0","1.0","1.0","1.0","0.0","0.0","74.0","18.0","110.0","27.0","0.0","99.0","7.0","1.0","1.0","2.0","0.0","0.0","90.0","20.0","122.0","29.0","0.0","109.0","11.0","0.0","2.0","0.0","0.0","0.0","104.0","18.0","116.0","34.0","0.0","104.0","7.0","3.0","1.0","1.0","0.0","0.0","98.0","18.0","103.0","2016-09-19 18:20:00","94.0"
"27.0","-12.0","18.0","12.0","-6.0","0.0","0.0","0.0","0.0","0.0","1.0","77.0","17.0","0.0","73.0","2.0","2.0","0.0","0.0","0.0","0.0","63.0","14.0","104.0","18.0","0.0","88.0","11.0","3.0","1.0","1.0","0.0","0.0","74.0","30.0","92.0","21.0","0.0","82.0","7.0","1.0","1.0","1.0","0.0","0.0","74.0","18.0","110.0","27.0","0.0","99.0","7.0","1.0","1.0","2.0","0.0","0.0","90.0","20.0","122.0","29.0","0.0","109.0","11.0","0.0","2.0","0.0","0.0","0.0","104.0","18.0","116.0","34.0","0.0","104.0","7.0","3.0","1.0","1.0","0.0","0.0","98.0","18.0","103.0","2016-09-19 18:40:00","65.0"
"12.0","10.0","19.0","38.0","13.0","1.0","0.0","0.0","0.0","0.0","0.0","47.0","4.0","0.0","34.0","6.0","4.0","0.0","2.0","0.0","1.0","24.0","23.0","59.0","3.0","0.0","40.0","14.0","2.0","1.0","2.0","0.0","0.0","35.0","24.0","69.0","9.0","0.0","52.0","8.0","4.0","3.0","2.0","0.0","0.0","41.0","28.0","88.0","23.0","0.0","70.0","12.0","3.0","3.0","0.0","0.0","0.0","68.0","20.0","126.0","32.0","0.0","112.0","5.0","5.0","1.0","2.0","0.0","1.0","100.0","26.0","139.0","40.0","0.0","130.0","4.0","3.0","2.0","0.0","0.0","0.0","119.0","20.0","88.0","2016-09-20 08:00:00","132.0"
"12.0","10.0","19.0","38.0","13.0","0.0","1.0","0.0","0.0","0.0","0.0","47.0","4.0","0.0","34.0","6.0","4.0","0.0","2.0","0.0","1.0","24.0","23.0","59.0","3.0","0.0","40.0","14.0","2.0","1.0","2.0","0.0","0.0","35.0","24.0","69.0","9.0","0.0","52.0","8.0","4.0","3.0","2.0","0.0","0.0","41.0","28.0","88.0","23.0","0.0","70.0","12.0","3.0","3.0","0.0","0.0","0.0","68.0","20.0","126.0","32.0","0.0","112.0","5.0","5.0","1.0","2.0","0.0","1.0","100.0","26.0","139.0","40.0","0.0","130.0","4.0","3.0","2.0","0.0","0.0","0.0","119.0","20.0","88.0","2016-09-20 08:20:00","151.0"
"12.0","10.0","19.0","38.0","13.0","0.0","0.0","1.0","0.0","0.0","0.0","47.0","4.0","0.0","34.0","6.0","4.0","0.0","2.0","0.0","1.0","24.0","23.0","59.0","3.0","0.0","40.0","14.0","2.0","1.0","2.0","0.0","0.0","35.0","24.0","69.0","9.0","0.0","52.0","8.0","4.0","3.0","2.0","0.0","0.0","41.0","28.0","88.0","23.0","0.0","70.0","12.0","3.0","3.0","0.0","0.0","0.0","68.0","20.0","126.0","32.0","0.0","112.0","5.0","5.0","1.0","2.0","0.0","1.0","100.0","26.0","139.0","40.0","0.0","130.0","4.0","3.0","2.0","0.0","0.0","0.0","119.0","20.0","88.0","2016-09-20 08:40:00","131.0"
"12.0","10.0","19.0","38.0","13.0","0.0","0.0","0.0","1.0","0.0","0.0","47.0","4.0","0.0","34.0","6.0","4.0","0.0","2.0","0.0","1.0","24.0","23.0","59.0","3.0","0.0","40.0","14.0","2.0","1.0","2.0","0.0","0.0","35.0","24.0","69.0","9.0","0.0","52.0","8.0","4.0","3.0","2.0","0.0","0.0","41.0","28.0","88.0","23.0","0.0","70.0","12.0","3.0","3.0","0.0","0.0","0.0","68.0","20.0","126.0","32.0","0.0","112.0","5.0","5.0","1.0","2.0","0.0","1.0","100.0","26.0","139.0","40.0","0.0","130.0","4.0","3.0","2.0","0.0","0.0","0.0","119.0","20.0","88.0","2016-09-20 09:00:00","150.0"
"12.0","10.0","19.0","38.0","13.0","0.0","0.0","0.0","0.0","1.0","0.0","47.0","4.0","0.0","34.0","6.0","4.0","0.0","2.0","0.0","1.0","24.0","23.0","59.0","3.0","0.0","40.0","14.0","2.0","1.0","2.0","0.0","0.0","35.0","24.0","69.0","9.0","0.0","52.0","8.0","4.0","3.0","2.0","0.0","0.0","41.0","28.0","88.0","23.0","0.0","70.0","12.0","3.0","3.0","0.0","0.0","0.0","68.0","20.0","126.0","32.0","0.0","112.0","5.0","5.0","1.0","2.0","0.0","1.0","100.0","26.0","139.0","40.0","0.0","130.0","4.0","3.0","2.0","0.0","0.0","0.0","119.0","20.0","88.0","2016-09-20 09:20:00","142.0"
"12.0","10.0","19.0","38.0","13.0","0.0","0.0","0.0","0.0","0.0","1.0","47.0","4.0","0.0","34.0","6.0","4.0","0.0","2.0","0.0","1.0","24.0","23.0","59.0","3.0","0.0","40.0","14.0","2.0","1.0","2.0","0.0","0.0","35.0","24.0","69.0","9.0","0.0","52.0","8.0","4.0","3.0","2.0","0.0","0.0","41.0","28.0","88.0","23.0","0.0","70.0","12.0","3.0","3.0","0.0","0.0","0.0","68.0","20.0","126.0","32.0","0.0","112.0","5.0","5.0","1.0","2.0","0.0","1.0","100.0","26.0","139.0","40.0","0.0","130.0","4.0","3.0","2.0","0.0","0.0","0.0","119.0","20.0","88.0","2016-09-20 09:40:00","173.0"
"1.0","-8.0","24.0","1.0","-1.0","1.0","0.0","0.0","0.0","0.0","0.0","78.0","16.0","0.0","68.0","5.0","0.0","4.0","1.0","0.0","0.0","57.0","21.0","79.0","15.0","0.0","70.0","5.0","1.0","2.0","1.0","0.0","0.0","59.0","20.0","71.0","14.0","0.0","58.0","7.0","1.0","4.0","1.0","0.0","0.0","48.0","23.0","95.0","22.0","0.0","84.0","7.0","2.0","0.0","2.0","0.0","0.0","78.0","17.0","96.0","21.0","0.0","81.0","7.0","2.0","5.0","1.0","0.0","0.0","72.0","24.0","95.0","30.0","0.0","83.0","5.0","2.0","5.0","0.0","0.0","0.0","77.0","18.0","85.0","2016-09-20 17:00:00","111.0"
"1.0","-8.0","24.0","1.0","-1.0","0.0","1.0","0.0","0.0","0.0","0.0","78.0","16.0","0.0","68.0","5.0","0.0","4.0","1.0","0.0","0.0","57.0","21.0","79.0","15.0","0.0","70.0","5.0","1.0","2.0","1.0","0.0","0.0","59.0","20.0","71.0","14.0","0.0","58.0","7.0","1.0","4.0","1.0","0.0","0.0","48.0","23.0","95.0","22.0","0.0","84.0","7.0","2.0","0.0","2.0","0.0","0.0","78.0","17.0","96.0","21.0","0.0","81.0","7.0","2.0","5.0","1.0","0.0","0.0","72.0","24.0","95.0","30.0","0.0","83.0","5.0","2.0","5.0","0.0","0.0","0.0","77.0","18.0","85.0","2016-09-20 17:20:00","110.0"
"1.0","-8.0","24.0","1.0","-1.0","0.0","0.0","1.0","0.0","0.0","0.0","78.0","16.0","0.0","68.0","5.0","0.0","4.0","1.0","0.0","0.0","57.0","21.0","79.0","15.0","0.0","70.0","5.0","1.0","2.0","1.0","0.0","0.0","59.0","20.0","71.0","14.0","0.0","58.0","7.0","1.0","4.0","1.0","0.0","0.0","48.0","23.0","95.0","22.0","0.0","84.0","7.0","2.0","0.0","2.0","0.0","0.0","78.0","17.0","96.0","21.0","0.0","81.0","7.0","2.0","5.0","1.0","0.0","0.0","72.0","24.0","95.0","30.0","0.0","83.0","5.0","2.0","5.0","0.0","0.0","0.0","77.0","18.0","85.0","2016-09-20 17:40:00","133.0"
"1.0","-8.0","24.0","1.0","-1.0","0.0","0.0","0.0","1.0","0.0","0.0","78.0","16.0","0.0","68.0","5.0","0.0","4.0","1.0","0.0","0.0","57.0","21.0","79.0","15.0","0.0","70.0","5.0","1.0","2.0","1.0","0.0","0.0","59.0","20.0","71.0","14.0","0.0","58.0","7.0","1.0","4.0","1.0","0.0","0.0","48.0","23.0","95.0","22.0","0.0","84.0","7.0","2.0","0.0","2.0","0.0","0.0","78.0","17.0","96.0","21.0","0.0","81.0","7.0","2.0","5.0","1.0","0.0","0.0","72.0","24.0","95.0","30.0","0.0","83.0","5.0","2.0","5.0","0.0","0.0","0.0","77.0","18.0","85.0","2016-09-20 18:00:00","78.0"
"1.0","-8.0","24.0","1.0","-1.0","0.0","0.0","0.0","0.0","1.0","0.0","78.0","16.0","0.0","68.0","5.0","0.0","4.0","1.0","0.0","0.0","57.0","21.0","79.0","15.0","0.0","70.0","5.0","1.0","2.0","1.0","0.0","0.0","59.0","20.0","71.0","14.0","0.0","58.0","7.0","1.0","4.0","1.0","0.0","0.0","48.0","23.0","95.0","22.0","0.0","84.0","7.0","2.0","0.0","2.0","0.0","0.0","78.0","17.0","96.0","21.0","0.0","81.0","7.0","2.0","5.0","1.0","0.0","0.0","72.0","24.0","95.0","30.0","0.0","83.0","5.0","2.0","5.0","0.0","0.0","0.0","77.0","18.0","85.0","2016-09-20 18:20:00","60.0"
"1.0","-8.0","24.0","1.0","-1.0","0.0","0.0","0.0","0.0","0.0","1.0","78.0","16.0","0.0","68.0","5.0","0.0","4.0","1.0","0.0","0.0","57.0","21.0","79.0","15.0","0.0","70.0","5.0","1.0","2.0","1.0","0.0","0.0","59.0","20.0","71.0","14.0","0.0","58.0","7.0","1.0","4.0","1.0","0.0","0.0","48.0","23.0","95.0","22.0","0.0","84.0","7.0","2.0","0.0","2.0","0.0","0.0","78.0","17.0","96.0","21.0","0.0","81.0","7.0","2.0","5.0","1.0","0.0","0.0","72.0","24.0","95.0","30.0","0.0","83.0","5.0","2.0","5.0","0.0","0.0","0.0","77.0","18.0","85.0","2016-09-20 18:40:00","53.0"
"14.0","21.0","6.0","17.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","36.0","4.0","0.0","27.0","4.0","2.0","0.0","3.0","0.0","0.0","22.0","14.0","50.0","5.0","0.0","38.0","9.0","2.0","0.0","1.0","0.0","0.0","25.0","25.0","71.0","14.0","0.0","57.0","7.0","1.0","0.0","6.0","0.0","0.0","44.0","27.0","77.0","15.0","0.0","67.0","7.0","1.0","0.0","1.0","0.0","1.0","57.0","20.0","94.0","25.0","0.0","72.0","11.0","2.0","3.0","4.0","0.0","2.0","69.0","25.0","99.0","22.0","0.0","87.0","4.0","2.0","1.0","3.0","0.0","2.0","76.0","23.0","71.0","2016-09-21 08:00:00","100.0"
"14.0","21.0","6.0","17.0","5.0","0.0","1.0","0.0","0.0","0.0","0.0","36.0","4.0","0.0","27.0","4.0","2.0","0.0","3.0","0.0","0.0","22.0","14.0","50.0","5.0","0.0","38.0","9.0","2.0","0.0","1.0","0.0","0.0","25.0","25.0","71.0","14.0","0.0","57.0","7.0","1.0","0.0","6.0","0.0","0.0","44.0","27.0","77.0","15.0","0.0","67.0","7.0","1.0","0.0","1.0","0.0","1.0","57.0","20.0","94.0","25.0","0.0","72.0","11.0","2.0","3.0","4.0","0.0","2.0","69.0","25.0","99.0","22.0","0.0","87.0","4.0","2.0","1.0","3.0","0.0","2.0","76.0","23.0","71.0","2016-09-21 08:20:00","105.0"
"14.0","21.0","6.0","17.0","5.0","0.0","0.0","1.0","0.0","0.0","0.0","36.0","4.0","0.0","27.0","4.0","2.0","0.0","3.0","0.0","0.0","22.0","14.0","50.0","5.0","0.0","38.0","9.0","2.0","0.0","1.0","0.0","0.0","25.0","25.0","71.0","14.0","0.0","57.0","7.0","1.0","0.0","6.0","0.0","0.0","44.0","27.0","77.0","15.0","0.0","67.0","7.0","1.0","0.0","1.0","0.0","1.0","57.0","20.0","94.0","25.0","0.0","72.0","11.0","2.0","3.0","4.0","0.0","2.0","69.0","25.0","99.0","22.0","0.0","87.0","4.0","2.0","1.0","3.0","0.0","2.0","76.0","23.0","71.0","2016-09-21 08:40:00","119.0"
"14.0","21.0","6.0","17.0","5.0","0.0","0.0","0.0","1.0","0.0","0.0","36.0","4.0","0.0","27.0","4.0","2.0","0.0","3.0","0.0","0.0","22.0","14.0","50.0","5.0","0.0","38.0","9.0","2.0","0.0","1.0","0.0","0.0","25.0","25.0","71.0","14.0","0.0","57.0","7.0","1.0","0.0","6.0","0.0","0.0","44.0","27.0","77.0","15.0","0.0","67.0","7.0","1.0","0.0","1.0","0.0","1.0","57.0","20.0","94.0","25.0","0.0","72.0","11.0","2.0","3.0","4.0","0.0","2.0","69.0","25.0","99.0","22.0","0.0","87.0","4.0","2.0","1.0","3.0","0.0","2.0","76.0","23.0","71.0","2016-09-21 09:00:00","137.0"
"14.0","21.0","6.0","17.0","5.0","0.0","0.0","0.0","0.0","1.0","0.0","36.0","4.0","0.0","27.0","4.0","2.0","0.0","3.0","0.0","0.0","22.0","14.0","50.0","5.0","0.0","38.0","9.0","2.0","0.0","1.0","0.0","0.0","25.0","25.0","71.0","14.0","0.0","57.0","7.0","1.0","0.0","6.0","0.0","0.0","44.0","27.0","77.0","15.0","0.0","67.0","7.0","1.0","0.0","1.0","0.0","1.0","57.0","20.0","94.0","25.0","0.0","72.0","11.0","2.0","3.0","4.0","0.0","2.0","69.0","25.0","99.0","22.0","0.0","87.0","4.0","2.0","1.0","3.0","0.0","2.0","76.0","23.0","71.0","2016-09-21 09:20:00","132.0"
"14.0","21.0","6.0","17.0","5.0","0.0","0.0","0.0","0.0","0.0","1.0","36.0","4.0","0.0","27.0","4.0","2.0","0.0","3.0","0.0","0.0","22.0","14.0","50.0","5.0","0.0","38.0","9.0","2.0","0.0","1.0","0.0","0.0","25.0","25.0","71.0","14.0","0.0","57.0","7.0","1.0","0.0","6.0","0.0","0.0","44.0","27.0","77.0","15.0","0.0","67.0","7.0","1.0","0.0","1.0","0.0","1.0","57.0","20.0","94.0","25.0","0.0","72.0","11.0","2.0","3.0","4.0","0.0","2.0","69.0","25.0","99.0","22.0","0.0","87.0","4.0","2.0","1.0","3.0","0.0","2.0","76.0","23.0","71.0","2016-09-21 09:40:00","122.0"
"-2.0","-6.0","15.0","-8.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","98.0","24.0","0.0","84.0","8.0","2.0","3.0","1.0","0.0","0.0","83.0","15.0","96.0","32.0","0.0","84.0","4.0","4.0","2.0","2.0","0.0","0.0","74.0","22.0","90.0","18.0","0.0","77.0","5.0","2.0","2.0","4.0","0.0","0.0","64.0","26.0","105.0","31.0","0.0","95.0","5.0","3.0","0.0","2.0","0.0","0.0","91.0","14.0","97.0","26.0","0.0","86.0","5.0","2.0","1.0","3.0","0.0","0.0","76.0","21.0","98.0","22.0","0.0","84.0","11.0","1.0","2.0","0.0","0.0","0.0","80.0","18.0","97.0","2016-09-21 17:00:00","94.0"
"-2.0","-6.0","15.0","-8.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","98.0","24.0","0.0","84.0","8.0","2.0","3.0","1.0","0.0","0.0","83.0","15.0","96.0","32.0","0.0","84.0","4.0","4.0","2.0","2.0","0.0","0.0","74.0","22.0","90.0","18.0","0.0","77.0","5.0","2.0","2.0","4.0","0.0","0.0","64.0","26.0","105.0","31.0","0.0","95.0","5.0","3.0","0.0","2.0","0.0","0.0","91.0","14.0","97.0","26.0","0.0","86.0","5.0","2.0","1.0","3.0","0.0","0.0","76.0","21.0","98.0","22.0","0.0","84.0","11.0","1.0","2.0","0.0","0.0","0.0","80.0","18.0","97.0","2016-09-21 17:20:00","109.0"
"-2.0","-6.0","15.0","-8.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","98.0","24.0","0.0","84.0","8.0","2.0","3.0","1.0","0.0","0.0","83.0","15.0","96.0","32.0","0.0","84.0","4.0","4.0","2.0","2.0","0.0","0.0","74.0","22.0","90.0","18.0","0.0","77.0","5.0","2.0","2.0","4.0","0.0","0.0","64.0","26.0","105.0","31.0","0.0","95.0","5.0","3.0","0.0","2.0","0.0","0.0","91.0","14.0","97.0","26.0","0.0","86.0","5.0","2.0","1.0","3.0","0.0","0.0","76.0","21.0","98.0","22.0","0.0","84.0","11.0","1.0","2.0","0.0","0.0","0.0","80.0","18.0","97.0","2016-09-21 17:40:00","94.0"
