delta_1_volume,delta_2_volume,delta_3_volume,delta_4_volume,delta_5_volume,is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_1_has_etc,pre_1_vehicle_model_0,pre_1_vehicle_model_1,pre_1_vehicle_model_2,pre_1_vehicle_model_3,pre_1_vehicle_model_4,pre_1_vehicle_model_5,pre_1_vehicle_model_6,pre_1_vehicle_model_7,pre_1_vehicle_type_0,pre_1_vehicle_type_1,pre_2,pre_2_has_etc,pre_2_vehicle_model_0,pre_2_vehicle_model_1,pre_2_vehicle_model_2,pre_2_vehicle_model_3,pre_2_vehicle_model_4,pre_2_vehicle_model_5,pre_2_vehicle_model_6,pre_2_vehicle_model_7,pre_2_vehicle_type_0,pre_2_vehicle_type_1,pre_3,pre_3_has_etc,pre_3_vehicle_model_0,pre_3_vehicle_model_1,pre_3_vehicle_model_2,pre_3_vehicle_model_3,pre_3_vehicle_model_4,pre_3_vehicle_model_5,pre_3_vehicle_model_6,pre_3_vehicle_model_7,pre_3_vehicle_type_0,pre_3_vehicle_type_1,pre_4,pre_4_has_etc,pre_4_vehicle_model_0,pre_4_vehicle_model_1,pre_4_vehicle_model_2,pre_4_vehicle_model_3,pre_4_vehicle_model_4,pre_4_vehicle_model_5,pre_4_vehicle_model_6,pre_4_vehicle_model_7,pre_4_vehicle_type_0,pre_4_vehicle_type_1,pre_5,pre_5_has_etc,pre_5_vehicle_model_0,pre_5_vehicle_model_1,pre_5_vehicle_model_2,pre_5_vehicle_model_3,pre_5_vehicle_model_4,pre_5_vehicle_model_5,pre_5_vehicle_model_6,pre_5_vehicle_model_7,pre_5_vehicle_type_0,pre_5_vehicle_type_1,pre_6,pre_6_has_etc,pre_6_vehicle_model_0,pre_6_vehicle_model_1,pre_6_vehicle_model_2,pre_6_vehicle_model_3,pre_6_vehicle_model_4,pre_6_vehicle_model_5,pre_6_vehicle_model_6,pre_6_vehicle_model_7,pre_6_vehicle_type_0,pre_6_vehicle_type_1,pre_avg,starttime,volume
"9.0","-14.0","-1.0","4.0","9.0","0.0","0.0","0.0","0.0","1.0","0.0","48.0","15.0","0.0","44.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","8.0","0.0","52.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","43.0","10.0","0.0","38.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42.0","11.0","0.0","38.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","11.0","0.0","42.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","55.0","19.0","0.0","52.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","48.0","2016-09-19 18:20:00","27.0"
"9.0","-14.0","-1.0","4.0","9.0","0.0","0.0","0.0","0.0","0.0","1.0","48.0","15.0","0.0","44.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","8.0","0.0","52.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","43.0","10.0","0.0","38.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42.0","11.0","0.0","38.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","11.0","0.0","42.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","55.0","19.0","0.0","52.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","48.0","2016-09-19 18:40:00","18.0"
"7.0","9.0","9.0","-8.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","13.0","4.0","0.0","11.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","4.0","0.0","15.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.0","8.0","0.0","24.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","38.0","14.0","0.0","34.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","7.0","0.0","28.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","9.0","0.0","30.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.0","2016-09-20 08:00:00","53.0"
"7.0","9.0","9.0","-8.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","13.0","4.0","0.0","11.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","4.0","0.0","15.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.0","8.0","0.0","24.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","38.0","14.0","0.0","34.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","7.0","0.0","28.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","9.0","0.0","30.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.0","2016-09-20 08:20:00","50.0"
"7.0","9.0","9.0","-8.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","13.0","4.0","0.0","11.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","4.0","0.0","15.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.0","8.0","0.0","24.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","38.0","14.0","0.0","34.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","7.0","0.0","28.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","9.0","0.0","30.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.0","2016-09-20 08:40:00","45.0"
"7.0","9.0","9.0","-8.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","13.0","4.0","0.0","11.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","4.0","0.0","15.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.0","8.0","0.0","24.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","38.0","14.0","0.0","34.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","7.0","0.0","28.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","9.0","0.0","30.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.0","2016-09-20 09:00:00","51.0"
"7.0","9.0","9.0","-8.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","13.0","4.0","0.0","11.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","4.0","0.0","15.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.0","8.0","0.0","24.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","38.0","14.0","0.0","34.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","7.0","0.0","28.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","9.0","0.0","30.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.0","2016-09-20 09:20:00","68.0"
"7.0","9.0","9.0","-8.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","13.0","4.0","0.0","11.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","4.0","0.0","15.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.0","8.0","0.0","24.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","38.0","14.0","0.0","34.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","30.0","7.0","0.0","28.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","9.0","0.0","30.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.0","2016-09-20 09:40:00","59.0"
"-7.0","9.0","-25.0","9.0","-9.0","1.0","0.0","0.0","0.0","0.0","0.0","71.0","16.0","0.0","66.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.0","15.0","0.0","58.0","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","73.0","14.0","0.0","65.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.0","17.0","0.0","47.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","14.0","0.0","55.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","48.0","14.0","0.0","48.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","2016-09-20 17:00:00","38.0"
"-7.0","9.0","-25.0","9.0","-9.0","0.0","1.0","0.0","0.0","0.0","0.0","71.0","16.0","0.0","66.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.0","15.0","0.0","58.0","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","73.0","14.0","0.0","65.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.0","17.0","0.0","47.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","14.0","0.0","55.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","48.0","14.0","0.0","48.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","2016-09-20 17:20:00","42.0"
"-7.0","9.0","-25.0","9.0","-9.0","0.0","0.0","1.0","0.0","0.0","0.0","71.0","16.0","0.0","66.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.0","15.0","0.0","58.0","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","73.0","14.0","0.0","65.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.0","17.0","0.0","47.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","14.0","0.0","55.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","48.0","14.0","0.0","48.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","2016-09-20 17:40:00","38.0"
"-7.0","9.0","-25.0","9.0","-9.0","0.0","0.0","0.0","1.0","0.0","0.0","71.0","16.0","0.0","66.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.0","15.0","0.0","58.0","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","73.0","14.0","0.0","65.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.0","17.0","0.0","47.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","14.0","0.0","55.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","48.0","14.0","0.0","48.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","2016-09-20 18:00:00","26.0"
"-7.0","9.0","-25.0","9.0","-9.0","0.0","0.0","0.0","0.0","1.0","0.0","71.0","16.0","0.0","66.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.0","15.0","0.0","58.0","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","73.0","14.0","0.0","65.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.0","17.0","0.0","47.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","14.0","0.0","55.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","48.0","14.0","0.0","48.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","2016-09-20 18:20:00","29.0"
"-7.0","9.0","-25.0","9.0","-9.0","0.0","0.0","0.0","0.0","0.0","1.0","71.0","16.0","0.0","66.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.0","15.0","0.0","58.0","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","73.0","14.0","0.0","65.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.0","17.0","0.0","47.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","14.0","0.0","55.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","48.0","14.0","0.0","48.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.0","2016-09-20 18:40:00","20.0"
"5.0","34.0","3.0","6.0","11.0","1.0","0.0","0.0","0.0","0.0","0.0","36.0","5.0","0.0","27.0","7.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","41.0","3.0","0.0","31.0","7.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","75.0","10.0","0.0","64.0","7.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","78.0","10.0","0.0","69.0","3.0","3.0","1.0","2.0","0.0","0.0","0.0","0.0","84.0","6.0","0.0","78.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","95.0","17.0","0.0","84.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","68.0","2016-09-21 08:00:00","122.0"
"5.0","34.0","3.0","6.0","11.0","0.0","1.0","0.0","0.0","0.0","0.0","36.0","5.0","0.0","27.0","7.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","41.0","3.0","0.0","31.0","7.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","75.0","10.0","0.0","64.0","7.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","78.0","10.0","0.0","69.0","3.0","3.0","1.0","2.0","0.0","0.0","0.0","0.0","84.0","6.0","0.0","78.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","95.0","17.0","0.0","84.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","68.0","2016-09-21 08:20:00","126.0"
"5.0","34.0","3.0","6.0","11.0","0.0","0.0","1.0","0.0","0.0","0.0","36.0","5.0","0.0","27.0","7.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","41.0","3.0","0.0","31.0","7.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","75.0","10.0","0.0","64.0","7.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","78.0","10.0","0.0","69.0","3.0","3.0","1.0","2.0","0.0","0.0","0.0","0.0","84.0","6.0","0.0","78.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","95.0","17.0","0.0","84.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","68.0","2016-09-21 08:40:00","77.0"
"5.0","34.0","3.0","6.0","11.0","0.0","0.0","0.0","1.0","0.0","0.0","36.0","5.0","0.0","27.0","7.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","41.0","3.0","0.0","31.0","7.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","75.0","10.0","0.0","64.0","7.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","78.0","10.0","0.0","69.0","3.0","3.0","1.0","2.0","0.0","0.0","0.0","0.0","84.0","6.0","0.0","78.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","95.0","17.0","0.0","84.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","68.0","2016-09-21 09:00:00","49.0"
"5.0","34.0","3.0","6.0","11.0","0.0","0.0","0.0","0.0","1.0","0.0","36.0","5.0","0.0","27.0","7.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","41.0","3.0","0.0","31.0","7.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","75.0","10.0","0.0","64.0","7.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","78.0","10.0","0.0","69.0","3.0","3.0","1.0","2.0","0.0","0.0","0.0","0.0","84.0","6.0","0.0","78.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","95.0","17.0","0.0","84.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","68.0","2016-09-21 09:20:00","55.0"
"5.0","34.0","3.0","6.0","11.0","0.0","0.0","0.0","0.0","0.0","1.0","36.0","5.0","0.0","27.0","7.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","41.0","3.0","0.0","31.0","7.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","75.0","10.0","0.0","64.0","7.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","78.0","10.0","0.0","69.0","3.0","3.0","1.0","2.0","0.0","0.0","0.0","0.0","84.0","6.0","0.0","78.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","95.0","17.0","0.0","84.0","10.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","68.0","2016-09-21 09:40:00","53.0"
"-2.0","3.0","-3.0","-1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","48.0","9.0","1.0","44.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","13.0","0.0","42.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","49.0","18.0","0.0","43.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","12.0","0.0","43.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","45.0","12.0","0.0","43.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","46.0","14.0","0.0","41.0","3.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","46.0","2016-09-21 17:00:00","47.0"
"-2.0","3.0","-3.0","-1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","48.0","9.0","1.0","44.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","13.0","0.0","42.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","49.0","18.0","0.0","43.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","12.0","0.0","43.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","45.0","12.0","0.0","43.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","46.0","14.0","0.0","41.0","3.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","46.0","2016-09-21 17:20:00","35.0"
"-2.0","3.0","-3.0","-1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","48.0","9.0","1.0","44.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","13.0","0.0","42.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","49.0","18.0","0.0","43.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","12.0","0.0","43.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","45.0","12.0","0.0","43.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","46.0","14.0","0.0","41.0","3.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","46.0","2016-09-21 17:40:00","20.0"
