is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_avg,starttime,volume
"0","0","0","1","0","0","100","79","72","38","31","30","58","2016-09-22 09:00:00","96"
"0","0","0","0","1","0","100","79","72","38","31","30","58","2016-09-22 09:20:00","81"
"0","0","0","0","0","1","100","79","72","38","31","30","58","2016-09-22 09:40:00","65"
"1","0","0","0","0","0","96","93","51","71","73","62","74","2016-09-22 17:00:00","71"
"0","1","0","0","0","0","96","93","51","71","73","62","74","2016-09-22 17:20:00","76"
"0","0","1","0","0","0","96","93","51","71","73","62","74","2016-09-22 17:40:00","70"
"0","0","0","1","0","0","96","93","51","71","73","62","74","2016-09-22 18:00:00","83"
"0","0","0","0","1","0","96","93","51","71","73","62","74","2016-09-22 18:20:00","63"
"0","0","0","0","0","1","96","93","51","71","73","62","74","2016-09-22 18:40:00","53"
"1","0","0","0","0","0","103","91","82","54","32","31","65","2016-09-23 08:00:00","112"
"0","1","0","0","0","0","103","91","82","54","32","31","65","2016-09-23 08:20:00","106"
"0","0","1","0","0","0","103","91","82","54","32","31","65","2016-09-23 08:40:00","118"
"0","0","0","1","0","0","103","91","82","54","32","31","65","2016-09-23 09:00:00","92"
"0","0","0","0","1","0","103","91","82","54","32","31","65","2016-09-23 09:20:00","93"
"0","0","0","0","0","1","103","91","82","54","32","31","65","2016-09-23 09:40:00","76"
"1","0","0","0","0","0","110","100","77","82","93","98","93","2016-09-23 17:00:00","95"
"0","1","0","0","0","0","110","100","77","82","93","98","93","2016-09-23 17:20:00","92"
"0","0","1","0","0","0","110","100","77","82","93","98","93","2016-09-23 17:40:00","95"
"0","0","0","1","0","0","110","100","77","82","93","98","93","2016-09-23 18:00:00","80"
"0","0","0","0","1","0","110","100","77","82","93","98","93","2016-09-23 18:20:00","71"
"0","0","0","0","0","1","110","100","77","82","93","98","93","2016-09-23 18:40:00","80"
"1","0","0","0","0","0","82","64","46","45","31","30","49","2016-09-24 08:00:00","74"
"0","1","0","0","0","0","82","64","46","45","31","30","49","2016-09-24 08:20:00","86"
"0","0","1","0","0","0","82","64","46","45","31","30","49","2016-09-24 08:40:00","91"
"0","0","0","1","0","0","82","64","46","45","31","30","49","2016-09-24 09:00:00","94"
"0","0","0","0","1","0","82","64","46","45","31","30","49","2016-09-24 09:20:00","96"
"0","0","0","0","0","1","82","64","46","45","31","30","49","2016-09-24 09:40:00","100"
"1","0","0","0","0","0","89","83","87","94","89","80","87","2016-09-24 17:00:00","71"
"0","1","0","0","0","0","89","83","87","94","89","80","87","2016-09-24 17:20:00","89"
"0","0","1","0","0","0","89","83","87","94","89","80","87","2016-09-24 17:40:00","85"
"0","0","0","1","0","0","89","83","87","94","89","80","87","2016-09-24 18:00:00","34"
"0","0","0","0","0","1","89","83","87","94","89","80","87","2016-09-24 18:40:00","1"
"1","0","0","0","0","0","22","16","15","9","2","3","11","2016-09-25 08:00:00","70"
"0","1","0","0","0","0","70","62","45","30","29","23","43","2016-09-25 08:20:00","75"
"0","0","1","0","0","0","70","62","45","30","29","23","43","2016-09-25 08:40:00","90"
"0","0","0","1","0","0","70","62","45","30","29","23","43","2016-09-25 09:00:00","64"
"0","0","0","0","1","0","70","62","45","30","29","23","43","2016-09-25 09:20:00","104"
"0","0","0","0","0","1","70","62","45","30","29","23","43","2016-09-25 09:40:00","93"
"1","0","0","0","0","0","94","94","84","69","83","91","85","2016-09-25 17:00:00","84"
"0","1","0","0","0","0","84","74","92","76","75","103","84","2016-09-25 17:20:00","77"
"0","0","1","0","0","0","84","74","92","76","75","103","84","2016-09-25 17:40:00","56"
"0","0","0","1","0","0","84","74","92","76","75","103","84","2016-09-25 18:00:00","71"
"0","0","0","0","1","0","84","74","92","76","75","103","84","2016-09-25 18:20:00","66"
"0","0","0","0","0","1","84","74","92","76","75","103","84","2016-09-25 18:40:00","41"
"1","0","0","0","0","0","25","27","13","11","2","1","13","2016-09-26 08:00:00","117"
"0","1","0","0","0","0","117","126","114","88","73","40","93","2016-09-26 08:20:00","130"
"0","0","1","0","0","0","117","126","114","88","73","40","93","2016-09-26 08:40:00","121"
"0","0","0","1","0","0","117","126","114","88","73","40","93","2016-09-26 09:00:00","126"
"0","0","0","0","1","0","117","126","114","88","73","40","93","2016-09-26 09:20:00","120"
"0","0","0","0","0","1","117","126","114","88","73","40","93","2016-09-26 09:40:00","81"
"1","0","0","0","0","0","76","77","90","52","64","51","68","2016-09-26 17:00:00","71"
"0","1","0","0","0","0","71","73","75","64","72","71","71","2016-09-26 17:20:00","67"
"0","0","1","0","0","0","71","73","75","64","72","71","71","2016-09-26 17:40:00","63"
"0","0","0","1","0","0","71","73","75","64","72","71","71","2016-09-26 18:00:00","63"
"0","0","0","0","1","0","71","73","75","64","72","71","71","2016-09-26 18:20:00","52"
"0","0","0","0","0","1","71","73","75","64","72","71","71","2016-09-26 18:40:00","48"
"1","0","0","0","0","0","28","19","17","18","3","1","14","2016-09-27 08:00:00","128"
"0","1","0","0","0","0","128","104","89","51","43","31","74","2016-09-27 08:20:00","117"
"0","0","1","0","0","0","128","104","89","51","43","31","74","2016-09-27 08:40:00","131"
"0","0","0","1","0","0","128","104","89","51","43","31","74","2016-09-27 09:00:00","111"
"0","0","0","0","1","0","128","104","89","51","43","31","74","2016-09-27 09:20:00","90"
"0","0","0","0","0","1","128","104","89","51","43","31","74","2016-09-27 09:40:00","94"
"1","0","0","0","0","0","68","66","55","51","32","82","59","2016-09-27 17:00:00","93"
"0","1","0","0","0","0","93","83","67","71","71","84","78","2016-09-27 17:20:00","21"
"0","0","1","0","0","0","93","83","67","71","71","84","78","2016-09-27 17:40:00","59"
"0","0","0","1","0","0","93","83","67","71","71","84","78","2016-09-27 18:00:00","43"
"0","0","0","0","1","0","93","83","67","71","71","84","78","2016-09-27 18:20:00","64"
"0","0","0","0","0","1","93","83","67","71","71","84","78","2016-09-27 18:40:00","60"
"1","0","0","0","0","0","5","8","4","3","1","2","3","2016-09-28 08:00:00","32"
"0","1","0","0","0","0","32","34","48","34","26","13","31","2016-09-28 08:20:00","41"
"0","0","1","0","0","0","32","34","48","34","26","13","31","2016-09-28 08:40:00","35"
"0","0","0","1","0","0","32","34","48","34","26","13","31","2016-09-28 09:00:00","35"
"0","0","0","0","1","0","32","34","48","34","26","13","31","2016-09-28 09:20:00","23"
"0","0","0","0","0","1","32","34","48","34","26","13","31","2016-09-28 09:40:00","21"
"1","0","0","0","0","0","11","7","16","12","15","15","12","2016-09-28 17:00:00","56"
"0","1","0","0","0","0","56","76","29","18","10","15","34","2016-09-28 17:20:00","79"
"0","0","1","0","0","0","56","76","29","18","10","15","34","2016-09-28 17:40:00","69"
"0","0","0","1","0","0","56","76","29","18","10","15","34","2016-09-28 18:00:00","43"
"0","0","0","0","1","0","56","76","29","18","10","15","34","2016-09-28 18:20:00","54"
"0","0","0","0","0","1","56","76","29","18","10","15","34","2016-09-28 18:40:00","52"
"1","0","0","0","0","0","15","11","9","12","4","1","8","2016-09-29 08:00:00","105"
"0","1","0","0","0","0","105","88","72","68","32","14","63","2016-09-29 08:20:00","99"
"0","0","1","0","0","0","105","88","72","68","32","14","63","2016-09-29 08:40:00","114"
"0","0","0","1","0","0","105","88","72","68","32","14","63","2016-09-29 09:00:00","117"
"0","0","0","0","1","0","105","88","72","68","32","14","63","2016-09-29 09:20:00","102"
"0","0","0","0","0","1","105","88","72","68","32","14","63","2016-09-29 09:40:00","82"
"1","0","0","0","0","0","82","64","67","66","75","66","70","2016-09-29 17:00:00","78"
"0","1","0","0","0","0","78","86","78","71","85","78","79","2016-09-29 17:20:00","70"
"0","0","1","0","0","0","78","86","78","71","85","78","79","2016-09-29 17:40:00","71"
"0","0","0","1","0","0","78","86","78","71","85","78","79","2016-09-29 18:00:00","70"
"0","0","0","0","1","0","78","86","78","71","85","78","79","2016-09-29 18:20:00","67"
"0","0","0","0","0","1","78","86","78","71","85","78","79","2016-09-29 18:40:00","58"
"1","0","0","0","0","0","35","16","19","11","2","1","14","2016-09-30 08:00:00","114"
"0","1","0","0","0","0","114","104","86","77","52","37","78","2016-09-30 08:20:00","104"
"0","0","1","0","0","0","114","104","86","77","52","37","78","2016-09-30 08:40:00","107"
"0","0","0","1","0","0","114","104","86","77","52","37","78","2016-09-30 09:00:00","91"
"0","0","0","0","1","0","114","104","86","77","52","37","78","2016-09-30 09:20:00","92"
"0","0","0","0","0","1","114","104","86","77","52","37","78","2016-09-30 09:40:00","75"
"1","0","0","0","0","0","138","69","111","109","123","106","109","2016-09-30 17:00:00","131"
"0","1","0","0","0","0","131","143","148","129","135","133","136","2016-09-30 17:20:00","133"
"0","0","1","0","0","0","131","143","148","129","135","133","136","2016-09-30 17:40:00","52"
"0","0","0","1","0","0","131","143","148","129","135","133","136","2016-09-30 18:00:00","25"
"0","0","0","0","1","0","131","143","148","129","135","133","136","2016-09-30 18:20:00","32"
"0","0","0","0","0","1","131","143","148","129","135","133","136","2016-09-30 18:40:00","27"
"1","0","0","0","0","0","16","9","14","3","4","2","8","2016-10-01 08:00:00","14"
"0","1","0","0","0","0","14","20","13","19","13","10","14","2016-10-01 08:20:00","14"
"0","0","1","0","0","0","14","20","13","19","13","10","14","2016-10-01 08:40:00","10"
"0","0","0","1","0","0","14","20","13","19","13","10","14","2016-10-01 09:00:00","11"
"0","0","0","0","1","0","14","20","13","19","13","10","14","2016-10-01 09:20:00","13"
"0","0","0","0","0","1","14","20","13","19","13","10","14","2016-10-01 09:40:00","9"
"1","0","0","0","0","0","8","12","9","18","13","11","11","2016-10-01 17:00:00","12"
"0","1","0","0","0","0","12","13","10","11","8","8","10","2016-10-01 17:20:00","9"
"0","0","1","0","0","0","12","13","10","11","8","8","10","2016-10-01 17:40:00","4"
"0","0","0","1","0","0","12","13","10","11","8","8","10","2016-10-01 18:00:00","7"
"0","0","0","0","1","0","12","13","10","11","8","8","10","2016-10-01 18:20:00","6"
"0","0","0","0","0","1","12","13","10","11","8","8","10","2016-10-01 18:40:00","5"
"0","1","0","0","0","0","2","2","3","3","4","6","3","2016-10-02 08:20:00","15"
"0","0","1","0","0","0","15","3","2","1","1","5","4","2016-10-02 08:40:00","18"
"0","0","0","1","0","0","15","3","2","1","1","5","4","2016-10-02 09:00:00","14"
"0","0","0","0","1","0","15","3","2","1","1","5","4","2016-10-02 09:20:00","11"
"0","0","0","0","0","1","15","3","2","1","1","5","4","2016-10-02 09:40:00","8"
"1","0","0","0","0","0","6","8","9","3","5","6","6","2016-10-02 17:00:00","11"
"0","1","0","0","0","0","6","8","9","3","5","6","6","2016-10-02 17:20:00","10"
"0","0","1","0","0","0","10","11","8","8","13","12","10","2016-10-02 17:40:00","4"
"0","0","0","1","0","0","10","11","8","8","13","12","10","2016-10-02 18:00:00","2"
"0","0","0","0","1","0","10","11","8","8","13","12","10","2016-10-02 18:20:00","3"
"0","0","0","0","0","1","10","11","8","8","13","12","10","2016-10-02 18:40:00","2"
"1","0","0","0","0","0","4","1","2","1","1","1","1","2016-10-03 08:00:00","8"
"0","1","0","0","0","0","4","1","2","1","1","1","1","2016-10-03 08:20:00","8"
"0","0","1","0","0","0","8","8","7","2","4","2","5","2016-10-03 08:40:00","6"
"1","0","0","0","0","0","3","4","5","8","5","13","6","2016-10-03 17:00:00","5"
"0","1","0","0","0","0","3","4","5","8","5","13","6","2016-10-03 17:20:00","7"
"0","0","1","0","0","0","3","4","5","8","5","13","6","2016-10-03 17:40:00","5"
"0","0","0","1","0","0","3","4","5","8","5","13","6","2016-10-03 18:00:00","3"
"0","0","0","0","1","0","3","4","5","8","5","13","6","2016-10-03 18:20:00","9"
"0","0","0","0","0","1","9","3","5","7","5","8","6","2016-10-03 18:40:00","4"
"1","0","0","0","0","0","5","6","2","2","1","1","2","2016-10-04 08:00:00","4"
"0","1","0","0","0","0","5","6","2","2","1","1","2","2016-10-04 08:20:00","8"
"0","0","1","0","0","0","5","6","2","2","1","1","2","2016-10-04 08:40:00","8"
"0","0","0","1","0","0","5","6","2","2","1","1","2","2016-10-04 09:00:00","10"
"0","0","0","0","1","0","5","6","2","2","1","1","2","2016-10-04 09:20:00","9"
"0","0","0","0","0","1","9","10","8","8","4","7","7","2016-10-04 09:40:00","11"
"1","0","0","0","0","0","13","19","13","12","16","21","15","2016-10-04 17:00:00","19"
"0","1","0","0","0","0","13","19","13","12","16","21","15","2016-10-04 17:20:00","15"
"0","0","1","0","0","0","13","19","13","12","16","21","15","2016-10-04 17:40:00","8"
"0","0","0","1","0","0","13","19","13","12","16","21","15","2016-10-04 18:00:00","6"
"0","0","0","0","1","0","13","19","13","12","16","21","15","2016-10-04 18:20:00","9"
"0","0","0","0","0","1","9","6","8","15","19","12","11","2016-10-04 18:40:00","7"
"1","0","0","0","0","0","4","5","2","2","2","1","2","2016-10-05 08:00:00","12"
"0","1","0","0","0","0","4","5","2","2","2","1","2","2016-10-05 08:20:00","15"
"0","0","1","0","0","0","4","5","2","2","2","1","2","2016-10-05 08:40:00","10"
"0","0","0","1","0","0","4","5","2","2","2","1","2","2016-10-05 09:00:00","5"
"0","0","0","0","1","0","4","5","2","2","2","1","2","2016-10-05 09:20:00","14"
"0","0","0","0","0","1","14","5","10","15","12","3","9","2016-10-05 09:40:00","10"
"1","0","0","0","0","0","20","20","13","11","14","18","16","2016-10-05 17:00:00","23"
"0","1","0","0","0","0","20","20","13","11","14","18","16","2016-10-05 17:20:00","16"
"0","0","1","0","0","0","20","20","13","11","14","18","16","2016-10-05 17:40:00","12"
"0","0","0","1","0","0","20","20","13","11","14","18","16","2016-10-05 18:00:00","10"
"0","0","0","0","1","0","20","20","13","11","14","18","16","2016-10-05 18:20:00","12"
"0","0","0","0","0","1","12","10","12","16","23","19","15","2016-10-05 18:40:00","5"
"1","0","0","0","0","0","7","3","2","1","1","1","2","2016-10-06 08:00:00","8"
"0","1","0","0","0","0","7","3","2","1","1","1","2","2016-10-06 08:20:00","7"
"0","0","1","0","0","0","7","3","2","1","1","1","2","2016-10-06 08:40:00","19"
"0","0","0","1","0","0","7","3","2","1","1","1","2","2016-10-06 09:00:00","16"
"0","0","0","0","1","0","7","3","2","1","1","1","2","2016-10-06 09:20:00","12"
"0","0","0","0","0","1","12","16","19","7","8","13","12","2016-10-06 09:40:00","12"
"1","0","0","0","0","0","22","18","10","15","25","13","17","2016-10-06 17:00:00","18"
"0","1","0","0","0","0","22","18","10","15","25","13","17","2016-10-06 17:20:00","11"
"0","0","1","0","0","0","22","18","10","15","25","13","17","2016-10-06 17:40:00","11"
"0","0","0","1","0","0","22","18","10","15","25","13","17","2016-10-06 18:00:00","14"
"0","0","0","0","1","0","22","18","10","15","25","13","17","2016-10-06 18:20:00","5"
"0","0","0","0","0","1","5","14","11","11","18","11","11","2016-10-06 18:40:00","8"
"1","0","0","0","0","0","8","2","2","2","1","2","2","2016-10-07 08:00:00","8"
"0","1","0","0","0","0","8","2","2","2","1","2","2","2016-10-07 08:20:00","14"
"0","0","1","0","0","0","8","2","2","2","1","2","2","2016-10-07 08:40:00","9"
"0","0","0","1","0","0","8","2","2","2","1","2","2","2016-10-07 09:00:00","11"
"0","0","0","0","1","0","8","2","2","2","1","2","2","2016-10-07 09:20:00","7"
"0","0","0","0","0","1","7","11","9","14","8","9","9","2016-10-07 09:40:00","10"
"1","0","0","0","0","0","6","12","16","18","13","16","13","2016-10-07 17:00:00","7"
"0","1","0","0","0","0","6","12","16","18","13","16","13","2016-10-07 17:20:00","12"
"0","0","1","0","0","0","6","12","16","18","13","16","13","2016-10-07 17:40:00","9"
"0","0","0","1","0","0","6","12","16","18","13","16","13","2016-10-07 18:00:00","9"
"0","0","0","0","1","0","6","12","16","18","13","16","13","2016-10-07 18:20:00","6"
"0","0","0","0","0","1","6","9","9","12","7","13","9","2016-10-07 18:40:00","6"
"1","0","0","0","0","0","77","72","37","27","25","9","41","2016-10-08 08:00:00","106"
"0","1","0","0","0","0","77","72","37","27","25","9","41","2016-10-08 08:20:00","93"
"0","0","1","0","0","0","77","72","37","27","25","9","41","2016-10-08 08:40:00","83"
"0","0","0","1","0","0","77","72","37","27","25","9","41","2016-10-08 09:00:00","83"
"0","0","0","0","1","0","77","72","37","27","25","9","41","2016-10-08 09:20:00","99"
"0","0","0","0","0","1","99","83","83","93","106","97","93","2016-10-08 09:40:00","86"
"1","0","0","0","0","0","65","61","69","69","66","44","62","2016-10-08 17:00:00","63"
"0","1","0","0","0","0","65","61","69","69","66","44","62","2016-10-08 17:20:00","60"
"0","0","1","0","0","0","65","61","69","69","66","44","62","2016-10-08 17:40:00","60"
"0","0","0","1","0","0","65","61","69","69","66","44","62","2016-10-08 18:00:00","46"
"0","0","0","0","1","0","65","61","69","69","66","44","62","2016-10-08 18:20:00","54"
"0","0","0","0","0","1","54","46","60","60","63","56","56","2016-10-08 18:40:00","37"
"1","0","0","0","0","0","99","61","45","31","29","18","47","2016-10-09 08:00:00","125"
"0","1","0","0","0","0","99","61","45","31","29","18","47","2016-10-09 08:20:00","114"
"0","0","1","0","0","0","99","61","45","31","29","18","47","2016-10-09 08:40:00","113"
"0","0","0","1","0","0","99","61","45","31","29","18","47","2016-10-09 09:00:00","125"
"0","0","0","0","1","0","99","61","45","31","29","18","47","2016-10-09 09:20:00","94"
"0","0","0","0","0","1","94","125","113","114","125","100","111","2016-10-09 09:40:00","80"
"1","0","0","0","0","0","63","60","69","61","74","65","65","2016-10-09 17:00:00","69"
"0","1","0","0","0","0","63","60","69","61","74","65","65","2016-10-09 17:20:00","83"
"0","0","1","0","0","0","63","60","69","61","74","65","65","2016-10-09 17:40:00","73"
"0","0","0","1","0","0","63","60","69","61","74","65","65","2016-10-09 18:00:00","70"
"0","0","0","0","1","0","63","60","69","61","74","65","65","2016-10-09 18:20:00","48"
"0","0","0","0","0","1","48","70","73","83","69","72","69","2016-10-09 18:40:00","54"
"1","0","0","0","0","0","114","82","49","34","23","30","55","2016-10-10 08:00:00","129"
"0","1","0","0","0","0","114","82","49","34","23","30","55","2016-10-10 08:20:00","120"
"0","0","1","0","0","0","114","82","49","34","23","30","55","2016-10-10 08:40:00","117"
"0","0","0","1","0","0","114","82","49","34","23","30","55","2016-10-10 09:00:00","121"
"0","0","0","0","1","0","114","82","49","34","23","30","55","2016-10-10 09:20:00","92"
"0","0","0","0","0","1","92","121","117","120","129","115","115","2016-10-10 09:40:00","90"
"1","0","0","0","0","0","67","77","70","69","66","69","69","2016-10-10 17:00:00","85"
"0","1","0","0","0","0","67","77","70","69","66","69","69","2016-10-10 17:20:00","65"
"0","0","1","0","0","0","67","77","70","69","66","69","69","2016-10-10 17:40:00","55"
"0","0","0","1","0","0","67","77","70","69","66","69","69","2016-10-10 18:00:00","59"
"0","0","0","0","1","0","67","77","70","69","66","69","69","2016-10-10 18:20:00","53"
"0","0","0","0","0","1","53","59","55","65","85","81","66","2016-10-10 18:40:00","41"
"1","0","0","0","0","0","109","94","52","31","25","22","55","2016-10-11 08:00:00","122"
"0","1","0","0","0","0","109","94","52","31","25","22","55","2016-10-11 08:20:00","106"
"0","0","1","0","0","0","109","94","52","31","25","22","55","2016-10-11 08:40:00","123"
"0","0","0","1","0","0","109","94","52","31","25","22","55","2016-10-11 09:00:00","106"
"0","0","0","0","1","0","109","94","52","31","25","22","55","2016-10-11 09:20:00","92"
"0","0","0","0","0","1","92","106","123","106","122","103","108","2016-10-11 09:40:00","71"
"1","0","0","0","0","0","79","63","79","87","79","70","76","2016-10-11 17:00:00","95"
"0","1","0","0","0","0","79","63","79","87","79","70","76","2016-10-11 17:20:00","66"
"0","0","1","0","0","0","79","63","79","87","79","70","76","2016-10-11 17:40:00","76"
"0","0","0","1","0","0","79","63","79","87","79","70","76","2016-10-11 18:00:00","54"
"0","0","0","0","1","0","79","63","79","87","79","70","76","2016-10-11 18:20:00","56"
"0","0","0","0","0","1","56","54","76","66","95","74","70","2016-10-11 18:40:00","50"
"1","0","0","0","0","0","92","91","45","27","32","15","50","2016-10-12 08:00:00","129"
"0","1","0","0","0","0","92","91","45","27","32","15","50","2016-10-12 08:20:00","124"
"0","0","1","0","0","0","92","91","45","27","32","15","50","2016-10-12 08:40:00","114"
"0","0","0","1","0","0","92","91","45","27","32","15","50","2016-10-12 09:00:00","112"
"0","0","0","0","1","0","92","91","45","27","32","15","50","2016-10-12 09:20:00","108"
"0","0","0","0","0","1","108","112","114","124","129","119","117","2016-10-12 09:40:00","86"
"1","0","0","0","0","0","66","71","72","79","62","68","69","2016-10-12 17:00:00","81"
"0","1","0","0","0","0","66","71","72","79","62","68","69","2016-10-12 17:20:00","82"
"0","0","1","0","0","0","66","71","72","79","62","68","69","2016-10-12 17:40:00","76"
"0","0","0","1","0","0","66","71","72","79","62","68","69","2016-10-12 18:00:00","66"
"0","0","0","0","1","0","66","71","72","79","62","68","69","2016-10-12 18:20:00","66"
"0","0","0","0","0","1","66","66","76","82","81","82","75","2016-10-12 18:40:00","55"
"1","0","0","0","0","0","107","91","66","54","23","14","59","2016-10-13 08:00:00","112"
"0","1","0","0","0","0","107","91","66","54","23","14","59","2016-10-13 08:20:00","121"
"0","0","1","0","0","0","107","91","66","54","23","14","59","2016-10-13 08:40:00","121"
"0","0","0","1","0","0","107","91","66","54","23","14","59","2016-10-13 09:00:00","127"
"0","0","0","0","1","0","107","91","66","54","23","14","59","2016-10-13 09:20:00","101"
"0","0","0","0","0","1","101","127","121","121","112","145","121","2016-10-13 09:40:00","77"
"1","0","0","0","0","0","79","81","72","78","91","83","80","2016-10-13 17:00:00","77"
"0","1","0","0","0","0","79","81","72","78","91","83","80","2016-10-13 17:20:00","80"
"0","0","1","0","0","0","79","81","72","78","91","83","80","2016-10-13 17:40:00","80"
"0","0","0","1","0","0","79","81","72","78","91","83","80","2016-10-13 18:00:00","73"
"0","0","0","0","1","0","79","81","72","78","91","83","80","2016-10-13 18:20:00","70"
"0","0","0","0","0","1","70","73","80","80","77","74","75","2016-10-13 18:40:00","52"
"1","0","0","0","0","0","96","87","47","45","20","22","52","2016-10-14 08:00:00","112"
"0","1","0","0","0","0","96","87","47","45","20","22","52","2016-10-14 08:20:00","132"
"0","0","1","0","0","0","96","87","47","45","20","22","52","2016-10-14 08:40:00","141"
"0","0","0","1","0","0","96","87","47","45","20","22","52","2016-10-14 09:00:00","105"
"0","0","0","0","1","0","96","87","47","45","20","22","52","2016-10-14 09:20:00","117"
"0","0","0","0","0","1","117","105","141","132","112","108","119","2016-10-14 09:40:00","77"
"1","0","0","0","0","0","94","102","94","104","81","82","92","2016-10-14 17:00:00","83"
"0","1","0","0","0","0","94","102","94","104","81","82","92","2016-10-14 17:20:00","98"
"0","0","1","0","0","0","94","102","94","104","81","82","92","2016-10-14 17:40:00","79"
"0","0","0","1","0","0","94","102","94","104","81","82","92","2016-10-14 18:00:00","71"
"0","0","0","0","1","0","94","102","94","104","81","82","92","2016-10-14 18:20:00","89"
"0","0","0","0","0","1","89","71","79","98","83","87","84","2016-10-14 18:40:00","69"
"1","0","0","0","0","0","50","13","21","14","21","17","22","2016-10-15 08:00:00","101"
"0","1","0","0","0","0","50","13","21","14","21","17","22","2016-10-15 08:20:00","118"
"0","0","1","0","0","0","50","13","21","14","21","17","22","2016-10-15 08:40:00","103"
"0","0","0","1","0","0","50","13","21","14","21","17","22","2016-10-15 09:00:00","108"
"0","0","0","0","1","0","50","13","21","14","21","17","22","2016-10-15 09:20:00","124"
"0","0","0","0","0","1","124","108","103","118","101","81","105","2016-10-15 09:40:00","95"
"1","0","0","0","0","0","79","85","88","82","72","60","77","2016-10-15 17:00:00","72"
"0","1","0","0","0","0","79","85","88","82","72","60","77","2016-10-15 17:20:00","84"
"0","0","1","0","0","0","79","85","88","82","72","60","77","2016-10-15 17:40:00","50"
"0","0","0","1","0","0","79","85","88","82","72","60","77","2016-10-15 18:00:00","41"
"0","0","0","0","1","0","79","85","88","82","72","60","77","2016-10-15 18:20:00","35"
"0","0","0","0","0","1","35","41","50","84","72","91","62","2016-10-15 18:40:00","37"
"1","0","0","0","0","0","69","40","34","34","12","20","34","2016-10-16 08:00:00","81"
"0","1","0","0","0","0","69","40","34","34","12","20","34","2016-10-16 08:20:00","92"
