is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_avg,starttime,volume
"0","0","0","0","0","1","78","89","82","93","77","102","86","2016-09-26 18:40:00","70"
"1","0","0","0","0","0","97","73","71","53","42","25","60","2016-09-27 08:00:00","96"
"0","1","0","0","0","0","97","73","71","53","42","25","60","2016-09-27 08:20:00","118"
"0","0","1","0","0","0","97","73","71","53","42","25","60","2016-09-27 08:40:00","144"
"0","0","0","1","0","0","97","73","71","53","42","25","60","2016-09-27 09:00:00","117"
"0","0","0","0","1","0","97","73","71","53","42","25","60","2016-09-27 09:20:00","109"
"0","0","0","0","0","1","97","73","71","53","42","25","60","2016-09-27 09:40:00","94"
"1","0","0","0","0","0","84","91","72","70","106","75","83","2016-09-27 17:00:00","76"
"0","1","0","0","0","0","84","91","72","70","106","75","83","2016-09-27 17:20:00","73"
"0","0","1","0","0","0","84","91","72","70","106","75","83","2016-09-27 17:40:00","82"
"0","0","0","1","0","0","84","91","72","70","106","75","83","2016-09-27 18:00:00","83"
"0","0","0","0","1","0","84","91","72","70","106","75","83","2016-09-27 18:20:00","81"
"0","0","0","0","0","1","84","91","72","70","106","75","83","2016-09-27 18:40:00","83"
"1","0","0","0","0","0","83","58","75","43","36","24","53","2016-09-28 08:00:00","110"
"0","1","0","0","0","0","83","58","75","43","36","24","53","2016-09-28 08:20:00","132"
"0","0","1","0","0","0","83","58","75","43","36","24","53","2016-09-28 08:40:00","131"
"0","0","0","1","0","0","83","58","75","43","36","24","53","2016-09-28 09:00:00","143"
"0","0","0","0","1","0","83","58","75","43","36","24","53","2016-09-28 09:20:00","132"
"0","0","0","0","0","1","83","58","75","43","36","24","53","2016-09-28 09:40:00","84"
"1","0","0","0","0","0","88","91","81","86","86","83","85","2016-09-28 17:00:00","86"
"0","1","0","0","0","0","88","91","81","86","86","83","85","2016-09-28 17:20:00","73"
"0","0","1","0","0","0","88","91","81","86","86","83","85","2016-09-28 17:40:00","76"
"0","0","0","1","0","0","88","91","81","86","86","83","85","2016-09-28 18:00:00","68"
"0","0","0","0","1","0","88","91","81","86","86","83","85","2016-09-28 18:20:00","56"
"0","0","0","0","0","1","88","91","81","86","86","83","85","2016-09-28 18:40:00","59"
"1","0","0","0","0","0","60","55","48","32","25","16","39","2016-09-29 08:00:00","103"
"0","1","0","0","0","0","60","55","48","32","25","16","39","2016-09-29 08:20:00","105"
"0","0","1","0","0","0","60","55","48","32","25","16","39","2016-09-29 08:40:00","123"
"0","0","0","1","0","0","60","55","48","32","25","16","39","2016-09-29 09:00:00","130"
"0","0","0","0","1","0","60","55","48","32","25","16","39","2016-09-29 09:20:00","111"
"0","0","0","0","0","1","60","55","48","32","25","16","39","2016-09-29 09:40:00","121"
"1","0","0","0","0","0","86","110","94","97","86","93","94","2016-09-29 17:00:00","96"
"0","1","0","0","0","0","86","110","94","97","86","93","94","2016-09-29 17:20:00","107"
"0","0","1","0","0","0","86","110","94","97","86","93","94","2016-09-29 17:40:00","111"
"0","0","0","1","0","0","86","110","94","97","86","93","94","2016-09-29 18:00:00","76"
"0","0","0","0","1","0","86","110","94","97","86","93","94","2016-09-29 18:20:00","68"
"0","0","0","0","0","1","86","110","94","97","86","93","94","2016-09-29 18:40:00","56"
"1","0","0","0","0","0","84","70","68","44","44","21","55","2016-09-30 08:00:00","113"
"0","1","0","0","0","0","84","70","68","44","44","21","55","2016-09-30 08:20:00","121"
"0","0","1","0","0","0","84","70","68","44","44","21","55","2016-09-30 08:40:00","147"
"0","0","0","1","0","0","84","70","68","44","44","21","55","2016-09-30 09:00:00","116"
"0","0","0","0","1","0","84","70","68","44","44","21","55","2016-09-30 09:20:00","131"
"0","0","0","0","0","1","84","70","68","44","44","21","55","2016-09-30 09:40:00","120"
"1","0","0","0","0","0","106","110","88","114","119","91","104","2016-09-30 17:00:00","73"
"0","1","0","0","0","0","106","110","88","114","119","91","104","2016-09-30 17:20:00","111"
"0","0","1","0","0","0","106","110","88","114","119","91","104","2016-09-30 17:40:00","116"
"0","0","0","1","0","0","106","110","88","114","119","91","104","2016-09-30 18:00:00","32"
"0","0","0","0","1","0","106","110","88","114","119","91","104","2016-09-30 18:20:00","45"
"0","0","0","0","0","1","106","110","88","114","119","91","104","2016-09-30 18:40:00","26"
"1","0","0","0","0","0","25","12","15","13","19","11","15","2016-10-01 08:00:00","18"
"0","1","0","0","0","0","25","12","15","13","19","11","15","2016-10-01 08:20:00","12"
"0","0","1","0","0","0","25","12","15","13","19","11","15","2016-10-01 08:40:00","17"
"0","0","0","1","0","0","25","12","15","13","19","11","15","2016-10-01 09:00:00","15"
"0","0","0","0","1","0","25","12","15","13","19","11","15","2016-10-01 09:20:00","8"
"0","0","0","0","0","1","25","12","15","13","19","11","15","2016-10-01 09:40:00","16"
"1","0","0","0","0","0","9","8","8","20","13","17","12","2016-10-01 17:00:00","11"
"0","1","0","0","0","0","9","8","8","20","13","17","12","2016-10-01 17:20:00","12"
"0","0","1","0","0","0","9","8","8","20","13","17","12","2016-10-01 17:40:00","6"
"0","0","0","1","0","0","9","8","8","20","13","17","12","2016-10-01 18:00:00","11"
"0","0","0","0","1","0","9","8","8","20","13","17","12","2016-10-01 18:20:00","6"
"0","0","0","0","0","1","9","8","8","20","13","17","12","2016-10-01 18:40:00","6"
"1","0","0","0","0","0","14","16","12","8","16","4","11","2016-10-02 08:00:00","13"
"0","1","0","0","0","0","14","16","12","8","16","4","11","2016-10-02 08:20:00","14"
"0","0","1","0","0","0","14","16","12","8","16","4","11","2016-10-02 08:40:00","8"
"0","0","0","1","0","0","14","16","12","8","16","4","11","2016-10-02 09:00:00","24"
"0","0","0","0","1","0","14","16","12","8","16","4","11","2016-10-02 09:20:00","20"
"0","0","0","0","0","1","14","16","12","8","16","4","11","2016-10-02 09:40:00","13"
"1","0","0","0","0","0","19","14","10","26","18","20","17","2016-10-02 17:00:00","7"
"0","1","0","0","0","0","19","14","10","26","18","20","17","2016-10-02 17:20:00","18"
"0","0","1","0","0","0","19","14","10","26","18","20","17","2016-10-02 17:40:00","9"
"0","0","0","1","0","0","19","14","10","26","18","20","17","2016-10-02 18:00:00","8"
"0","0","0","0","1","0","19","14","10","26","18","20","17","2016-10-02 18:20:00","15"
"0","0","0","0","0","1","19","14","10","26","18","20","17","2016-10-02 18:40:00","5"
"1","0","0","0","0","0","16","13","11","18","18","6","13","2016-10-03 08:00:00","15"
"0","1","0","0","0","0","16","13","11","18","18","6","13","2016-10-03 08:20:00","16"
"0","0","1","0","0","0","16","13","11","18","18","6","13","2016-10-03 08:40:00","20"
"0","0","0","1","0","0","16","13","11","18","18","6","13","2016-10-03 09:00:00","19"
"0","0","0","0","1","0","16","13","11","18","18","6","13","2016-10-03 09:20:00","23"
"0","0","0","0","0","1","16","13","11","18","18","6","13","2016-10-03 09:40:00","17"
"1","0","0","0","0","0","22","19","23","24","37","23","24","2016-10-03 17:00:00","14"
"0","1","0","0","0","0","22","19","23","24","37","23","24","2016-10-03 17:20:00","9"
"0","0","1","0","0","0","22","19","23","24","37","23","24","2016-10-03 17:40:00","7"
"0","0","0","1","0","0","22","19","23","24","37","23","24","2016-10-03 18:00:00","12"
"0","0","0","0","1","0","22","19","23","24","37","23","24","2016-10-03 18:20:00","20"
"0","0","0","0","0","1","22","19","23","24","37","23","24","2016-10-03 18:40:00","11"
"1","0","0","0","0","0","19","15","6","11","18","6","12","2016-10-04 08:00:00","15"
"0","1","0","0","0","0","19","15","6","11","18","6","12","2016-10-04 08:20:00","20"
"0","0","1","0","0","0","19","15","6","11","18","6","12","2016-10-04 08:40:00","35"
"0","0","0","1","0","0","19","15","6","11","18","6","12","2016-10-04 09:00:00","26"
"0","0","0","0","1","0","19","15","6","11","18","6","12","2016-10-04 09:20:00","25"
"0","0","0","0","0","1","19","15","6","11","18","6","12","2016-10-04 09:40:00","23"
"1","0","0","0","0","0","20","15","16","24","28","19","20","2016-10-04 17:00:00","8"
"0","1","0","0","0","0","20","15","16","24","28","19","20","2016-10-04 17:20:00","7"
"0","0","1","0","0","0","20","15","16","24","28","19","20","2016-10-04 17:40:00","18"
"0","0","0","1","0","0","20","15","16","24","28","19","20","2016-10-04 18:00:00","15"
"0","0","0","0","1","0","20","15","16","24","28","19","20","2016-10-04 18:20:00","11"
"0","0","0","0","0","1","20","15","16","24","28","19","20","2016-10-04 18:40:00","7"
"1","0","0","0","0","0","12","14","15","14","20","13","14","2016-10-05 08:00:00","20"
"0","1","0","0","0","0","12","14","15","14","20","13","14","2016-10-05 08:20:00","22"
"0","0","1","0","0","0","12","14","15","14","20","13","14","2016-10-05 08:40:00","24"
"0","0","0","1","0","0","12","14","15","14","20","13","14","2016-10-05 09:00:00","35"
"0","0","0","0","1","0","12","14","15","14","20","13","14","2016-10-05 09:20:00","34"
"0","0","0","0","0","1","12","14","15","14","20","13","14","2016-10-05 09:40:00","20"
"1","0","0","0","0","0","14","26","29","21","18","19","21","2016-10-05 17:00:00","8"
"0","1","0","0","0","0","14","26","29","21","18","19","21","2016-10-05 17:20:00","16"
"0","0","1","0","0","0","14","26","29","21","18","19","21","2016-10-05 17:40:00","12"
"0","0","0","1","0","0","14","26","29","21","18","19","21","2016-10-05 18:00:00","10"
"0","0","0","0","1","0","14","26","29","21","18","19","21","2016-10-05 18:20:00","5"
"0","0","0","0","0","1","14","26","29","21","18","19","21","2016-10-05 18:40:00","9"
"1","0","0","0","0","0","16","17","22","20","10","13","16","2016-10-06 08:00:00","21"
"0","1","0","0","0","0","16","17","22","20","10","13","16","2016-10-06 08:20:00","18"
"0","0","1","0","0","0","16","17","22","20","10","13","16","2016-10-06 08:40:00","25"
"0","0","0","1","0","0","16","17","22","20","10","13","16","2016-10-06 09:00:00","28"
"0","0","0","0","1","0","16","17","22","20","10","13","16","2016-10-06 09:20:00","19"
"0","0","0","0","0","1","16","17","22","20","10","13","16","2016-10-06 09:40:00","28"
"1","0","0","0","0","0","20","19","17","21","30","23","21","2016-10-06 17:00:00","17"
"0","1","0","0","0","0","20","19","17","21","30","23","21","2016-10-06 17:20:00","10"
"0","0","1","0","0","0","20","19","17","21","30","23","21","2016-10-06 17:40:00","16"
"0","0","0","1","0","0","20","19","17","21","30","23","21","2016-10-06 18:00:00","12"
"0","0","0","0","1","0","20","19","17","21","30","23","21","2016-10-06 18:20:00","12"
"0","0","0","0","0","1","20","19","17","21","30","23","21","2016-10-06 18:40:00","3"
"1","0","0","0","0","0","20","16","20","20","29","10","19","2016-10-07 08:00:00","19"
"0","1","0","0","0","0","20","16","20","20","29","10","19","2016-10-07 08:20:00","32"
"0","0","1","0","0","0","20","16","20","20","29","10","19","2016-10-07 08:40:00","19"
"0","0","0","1","0","0","20","16","20","20","29","10","19","2016-10-07 09:00:00","32"
"0","0","0","0","1","0","20","16","20","20","29","10","19","2016-10-07 09:20:00","32"
"0","0","0","0","0","1","20","16","20","20","29","10","19","2016-10-07 09:40:00","28"
"1","0","0","0","0","0","26","14","13","29","20","28","21","2016-10-07 17:00:00","12"
"0","1","0","0","0","0","26","14","13","29","20","28","21","2016-10-07 17:20:00","14"
"0","0","1","0","0","0","26","14","13","29","20","28","21","2016-10-07 17:40:00","16"
"0","0","0","1","0","0","26","14","13","29","20","28","21","2016-10-07 18:00:00","13"
"0","0","0","0","1","0","26","14","13","29","20","28","21","2016-10-07 18:20:00","13"
"0","0","0","0","0","1","26","14","13","29","20","28","21","2016-10-07 18:40:00","12"
"1","0","0","0","0","0","105","79","59","39","28","11","53","2016-10-08 08:00:00","128"
"0","1","0","0","0","0","105","79","59","39","28","11","53","2016-10-08 08:20:00","129"
"0","0","1","0","0","0","105","79","59","39","28","11","53","2016-10-08 08:40:00","142"
"0","0","0","1","0","0","105","79","59","39","28","11","53","2016-10-08 09:00:00","132"
"0","0","0","0","1","0","105","79","59","39","28","11","53","2016-10-08 09:20:00","127"
"0","0","0","0","0","1","105","79","59","39","28","11","53","2016-10-08 09:40:00","101"
"1","0","0","0","0","0","98","104","79","94","92","94","93","2016-10-08 17:00:00","87"
"0","1","0","0","0","0","98","104","79","94","92","94","93","2016-10-08 17:20:00","88"
"0","0","1","0","0","0","98","104","79","94","92","94","93","2016-10-08 17:40:00","89"
"0","0","0","1","0","0","98","104","79","94","92","94","93","2016-10-08 18:00:00","61"
"0","0","0","0","1","0","98","104","79","94","92","94","93","2016-10-08 18:20:00","71"
"0","0","0","0","0","1","98","104","79","94","92","94","93","2016-10-08 18:40:00","81"
"1","0","0","0","0","0","80","62","48","46","33","16","47","2016-10-09 08:00:00","112"
"0","1","0","0","0","0","80","62","48","46","33","16","47","2016-10-09 08:20:00","109"
"0","0","1","0","0","0","80","62","48","46","33","16","47","2016-10-09 08:40:00","105"
"0","0","0","1","0","0","80","62","48","46","33","16","47","2016-10-09 09:00:00","109"
"0","0","0","0","1","0","80","62","48","46","33","16","47","2016-10-09 09:20:00","102"
"0","0","0","0","0","1","80","62","48","46","33","16","47","2016-10-09 09:40:00","82"
"1","0","0","0","0","0","111","100","99","89","95","97","98","2016-10-09 17:00:00","76"
"0","1","0","0","0","0","111","100","99","89","95","97","98","2016-10-09 17:20:00","91"
"0","0","1","0","0","0","111","100","99","89","95","97","98","2016-10-09 17:40:00","93"
"0","0","0","1","0","0","111","100","99","89","95","97","98","2016-10-09 18:00:00","70"
"0","0","0","0","1","0","111","100","99","89","95","97","98","2016-10-09 18:20:00","80"
"0","0","0","0","0","1","111","100","99","89","95","97","98","2016-10-09 18:40:00","73"
"1","0","0","0","0","0","80","84","61","42","37","16","53","2016-10-10 08:00:00","124"
"0","1","0","0","0","0","80","84","61","42","37","16","53","2016-10-10 08:20:00","99"
"0","0","1","0","0","0","80","84","61","42","37","16","53","2016-10-10 08:40:00","138"
"0","0","0","1","0","0","80","84","61","42","37","16","53","2016-10-10 09:00:00","120"
"0","0","0","0","1","0","80","84","61","42","37","16","53","2016-10-10 09:20:00","109"
"0","0","0","0","0","1","80","84","61","42","37","16","53","2016-10-10 09:40:00","95"
"1","0","0","0","0","0","92","86","85","74","84","99","86","2016-10-10 17:00:00","79"
"0","1","0","0","0","0","92","86","85","74","84","99","86","2016-10-10 17:20:00","94"
"0","0","1","0","0","0","92","86","85","74","84","99","86","2016-10-10 17:40:00","117"
"0","0","0","1","0","0","92","86","85","74","84","99","86","2016-10-10 18:00:00","63"
"0","0","0","0","1","0","92","86","85","74","84","99","86","2016-10-10 18:20:00","64"
"0","0","0","0","0","1","92","86","85","74","84","99","86","2016-10-10 18:40:00","72"
"1","0","0","0","0","0","84","79","54","53","39","17","54","2016-10-11 08:00:00","116"
"0","1","0","0","0","0","84","79","54","53","39","17","54","2016-10-11 08:20:00","111"
"0","0","1","0","0","0","84","79","54","53","39","17","54","2016-10-11 08:40:00","129"
"0","0","0","1","0","0","84","79","54","53","39","17","54","2016-10-11 09:00:00","118"
"0","0","0","0","1","0","84","79","54","53","39","17","54","2016-10-11 09:20:00","115"
"0","0","0","0","0","1","84","79","54","53","39","17","54","2016-10-11 09:40:00","92"
"1","0","0","0","0","0","87","93","86","92","61","80","83","2016-10-11 17:00:00","98"
"0","1","0","0","0","0","87","93","86","92","61","80","83","2016-10-11 17:20:00","89"
"0","0","1","0","0","0","87","93","86","92","61","80","83","2016-10-11 17:40:00","118"
"0","0","0","1","0","0","87","93","86","92","61","80","83","2016-10-11 18:00:00","78"
"0","0","0","0","1","0","87","93","86","92","61","80","83","2016-10-11 18:20:00","76"
"0","0","0","0","0","1","87","93","86","92","61","80","83","2016-10-11 18:40:00","75"
"1","0","0","0","0","0","94","93","69","36","35","20","57","2016-10-12 08:00:00","99"
"0","1","0","0","0","0","94","93","69","36","35","20","57","2016-10-12 08:20:00","114"
"0","0","1","0","0","0","94","93","69","36","35","20","57","2016-10-12 08:40:00","137"
"0","0","0","1","0","0","94","93","69","36","35","20","57","2016-10-12 09:00:00","109"
"0","0","0","0","1","0","94","93","69","36","35","20","57","2016-10-12 09:20:00","114"
"0","0","0","0","0","1","94","93","69","36","35","20","57","2016-10-12 09:40:00","107"
"1","0","0","0","0","0","77","90","85","80","96","98","87","2016-10-12 17:00:00","99"
"0","1","0","0","0","0","77","90","85","80","96","98","87","2016-10-12 17:20:00","88"
"0","0","1","0","0","0","77","90","85","80","96","98","87","2016-10-12 17:40:00","90"
"0","0","0","1","0","0","77","90","85","80","96","98","87","2016-10-12 18:00:00","88"
"0","0","0","0","1","0","77","90","85","80","96","98","87","2016-10-12 18:20:00","59"
"0","0","0","0","0","1","77","90","85","80","96","98","87","2016-10-12 18:40:00","99"
"1","0","0","0","0","0","87","71","75","55","31","29","58","2016-10-13 08:00:00","119"
"0","1","0","0","0","0","87","71","75","55","31","29","58","2016-10-13 08:20:00","115"
"0","0","1","0","0","0","87","71","75","55","31","29","58","2016-10-13 08:40:00","131"
"0","0","0","1","0","0","87","71","75","55","31","29","58","2016-10-13 09:00:00","112"
"0","0","0","0","1","0","87","71","75","55","31","29","58","2016-10-13 09:20:00","118"
"0","0","0","0","0","1","87","71","75","55","31","29","58","2016-10-13 09:40:00","94"
"1","0","0","0","0","0","99","122","120","105","105","119","111","2016-10-13 17:00:00","88"
"0","1","0","0","0","0","99","122","120","105","105","119","111","2016-10-13 17:20:00","96"
"0","0","1","0","0","0","99","122","120","105","105","119","111","2016-10-13 17:40:00","105"
"0","0","0","1","0","0","99","122","120","105","105","119","111","2016-10-13 18:00:00","87"
"0","0","0","0","1","0","99","122","120","105","105","119","111","2016-10-13 18:20:00","80"
"0","0","0","0","0","1","99","122","120","105","105","119","111","2016-10-13 18:40:00","75"
"1","0","0","0","0","0","77","71","73","54","34","17","54","2016-10-14 08:00:00","99"
"0","1","0","0","0","0","77","71","73","54","34","17","54","2016-10-14 08:20:00","134"
"0","0","1","0","0","0","77","71","73","54","34","17","54","2016-10-14 08:40:00","127"
"0","0","0","1","0","0","77","71","73","54","34","17","54","2016-10-14 09:00:00","125"
"0","0","0","0","1","0","77","71","73","54","34","17","54","2016-10-14 09:20:00","100"
"0","0","0","0","0","1","77","71","73","54","34","17","54","2016-10-14 09:40:00","105"
"1","0","0","0","0","0","103","89","115","109","106","100","103","2016-10-14 17:00:00","112"
"0","1","0","0","0","0","103","89","115","109","106","100","103","2016-10-14 17:20:00","107"
"0","0","1","0","0","0","103","89","115","109","106","100","103","2016-10-14 17:40:00","128"
"0","0","0","1","0","0","103","89","115","109","106","100","103","2016-10-14 18:00:00","125"
"0","0","0","0","1","0","103","89","115","109","106","100","103","2016-10-14 18:20:00","67"
"0","0","0","0","0","1","103","89","115","109","106","100","103","2016-10-14 18:40:00","38"
"1","0","0","0","0","0","77","62","59","63","39","16","52","2016-10-15 08:00:00","80"
"0","1","0","0","0","0","77","62","59","63","39","16","52","2016-10-15 08:20:00","80"
"0","0","1","0","0","0","77","62","59","63","39","16","52","2016-10-15 08:40:00","121"
"0","0","0","1","0","0","77","62","59","63","39","16","52","2016-10-15 09:00:00","90"
"0","0","0","0","1","0","77","62","59","63","39","16","52","2016-10-15 09:20:00","97"
"0","0","0","0","0","1","77","62","59","63","39","16","52","2016-10-15 09:40:00","105"
"1","0","0","0","0","0","89","95","90","106","101","119","100","2016-10-15 17:00:00","104"
"0","1","0","0","0","0","89","95","90","106","101","119","100","2016-10-15 17:20:00","87"
"0","0","1","0","0","0","89","95","90","106","101","119","100","2016-10-15 17:40:00","87"
