is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_avg,starttime,volume
"0","1","0","0","0","0","98","97","105","90","96","98","97","2016-09-21 17:20:00","109"
"0","0","1","0","0","0","98","97","105","90","96","98","97","2016-09-21 17:40:00","94"
"0","0","0","1","0","0","98","97","105","90","96","98","97","2016-09-21 18:00:00","74"
"0","0","0","0","1","0","98","97","105","90","96","98","97","2016-09-21 18:20:00","85"
"0","0","0","0","0","1","98","97","105","90","96","98","97","2016-09-21 18:40:00","78"
"1","0","0","0","0","0","100","96","79","60","61","42","73","2016-09-22 08:00:00","106"
"0","1","0","0","0","0","100","96","79","60","61","42","73","2016-09-22 08:20:00","98"
"0","0","1","0","0","0","100","96","79","60","61","42","73","2016-09-22 08:40:00","111"
"0","0","0","1","0","0","100","96","79","60","61","42","73","2016-09-22 09:00:00","123"
"0","0","0","0","1","0","100","96","79","60","61","42","73","2016-09-22 09:20:00","107"
"0","0","0","0","0","1","100","96","79","60","61","42","73","2016-09-22 09:40:00","110"
"1","0","0","0","0","0","113","104","102","89","115","90","102","2016-09-22 17:00:00","114"
"0","1","0","0","0","0","113","104","102","89","115","90","102","2016-09-22 17:20:00","102"
"0","0","1","0","0","0","113","104","102","89","115","90","102","2016-09-22 17:40:00","113"
"0","0","0","1","0","0","113","104","102","89","115","90","102","2016-09-22 18:00:00","81"
"0","0","0","0","1","0","113","104","102","89","115","90","102","2016-09-22 18:20:00","83"
"0","0","0","0","0","1","113","104","102","89","115","90","102","2016-09-22 18:40:00","88"
"1","0","0","0","0","0","93","100","86","63","63","22","71","2016-09-23 08:00:00","110"
"0","1","0","0","0","0","93","100","86","63","63","22","71","2016-09-23 08:20:00","127"
"0","0","1","0","0","0","93","100","86","63","63","22","71","2016-09-23 08:40:00","112"
"0","0","0","1","0","0","93","100","86","63","63","22","71","2016-09-23 09:00:00","129"
"0","0","0","0","1","0","93","100","86","63","63","22","71","2016-09-23 09:20:00","107"
"0","0","0","0","0","1","93","100","86","63","63","22","71","2016-09-23 09:40:00","105"
"1","0","0","0","0","0","113","112","110","114","113","98","110","2016-09-23 17:00:00","113"
"0","1","0","0","0","0","113","112","110","114","113","98","110","2016-09-23 17:20:00","105"
"0","0","1","0","0","0","113","112","110","114","113","98","110","2016-09-23 17:40:00","141"
"0","0","0","1","0","0","113","112","110","114","113","98","110","2016-09-23 18:00:00","93"
"0","0","0","0","1","0","113","112","110","114","113","98","110","2016-09-23 18:20:00","96"
"0","0","0","0","0","1","113","112","110","114","113","98","110","2016-09-23 18:40:00","108"
"1","0","0","0","0","0","106","74","74","63","58","37","68","2016-09-24 08:00:00","95"
"0","1","0","0","0","0","106","74","74","63","58","37","68","2016-09-24 08:20:00","101"
"0","0","1","0","0","0","106","74","74","63","58","37","68","2016-09-24 08:40:00","102"
"0","0","0","1","0","0","106","74","74","63","58","37","68","2016-09-24 09:00:00","82"
"0","0","0","0","1","0","106","74","74","63","58","37","68","2016-09-24 09:20:00","86"
"0","0","0","0","0","1","106","74","74","63","58","37","68","2016-09-24 09:40:00","78"
"1","0","0","0","0","0","90","84","93","104","110","95","96","2016-09-24 17:00:00","94"
"0","1","0","0","0","0","90","84","93","104","110","95","96","2016-09-24 17:20:00","85"
"0","0","1","0","0","0","90","84","93","104","110","95","96","2016-09-24 17:40:00","105"
"0","0","0","1","0","0","90","84","93","104","110","95","96","2016-09-24 18:00:00","78"
"0","0","0","0","1","0","90","84","93","104","110","95","96","2016-09-24 18:20:00","75"
"0","0","0","0","0","1","90","84","93","104","110","95","96","2016-09-24 18:40:00","59"
"1","0","0","0","0","0","65","81","65","60","47","41","59","2016-09-25 08:00:00","98"
"0","1","0","0","0","0","65","81","65","60","47","41","59","2016-09-25 08:20:00","96"
"0","0","1","0","0","0","65","81","65","60","47","41","59","2016-09-25 08:40:00","105"
"0","0","0","1","0","0","65","81","65","60","47","41","59","2016-09-25 09:00:00","108"
"0","0","0","0","1","0","65","81","65","60","47","41","59","2016-09-25 09:20:00","103"
"0","0","0","0","0","1","65","81","65","60","47","41","59","2016-09-25 09:40:00","95"
"1","0","0","0","0","0","120","108","86","113","105","86","103","2016-09-25 17:00:00","105"
"0","1","0","0","0","0","120","108","86","113","105","86","103","2016-09-25 17:20:00","104"
"0","0","1","0","0","0","120","108","86","113","105","86","103","2016-09-25 17:40:00","84"
"0","0","0","1","0","0","120","108","86","113","105","86","103","2016-09-25 18:00:00","69"
"0","0","0","0","1","0","120","108","86","113","105","86","103","2016-09-25 18:20:00","61"
"0","0","0","0","0","1","120","108","86","113","105","86","103","2016-09-25 18:40:00","62"
"1","0","0","0","0","0","116","120","91","66","61","31","80","2016-09-26 08:00:00","125"
"0","1","0","0","0","0","116","120","91","66","61","31","80","2016-09-26 08:20:00","91"
"0","0","1","0","0","0","116","120","91","66","61","31","80","2016-09-26 08:40:00","116"
"0","0","0","1","0","0","116","120","91","66","61","31","80","2016-09-26 09:00:00","120"
"0","0","0","0","1","0","116","120","91","66","61","31","80","2016-09-26 09:20:00","130"
"0","0","0","0","0","1","116","120","91","66","61","31","80","2016-09-26 09:40:00","102"
"1","0","0","0","0","0","103","112","106","83","108","92","100","2016-09-26 17:00:00","106"
"0","1","0","0","0","0","103","112","106","83","108","92","100","2016-09-26 17:20:00","112"
"0","0","1","0","0","0","103","112","106","83","108","92","100","2016-09-26 17:40:00","102"
"0","0","0","1","0","0","103","112","106","83","108","92","100","2016-09-26 18:00:00","74"
"0","0","0","0","1","0","103","112","106","83","108","92","100","2016-09-26 18:20:00","85"
"0","0","0","0","0","1","103","112","106","83","108","92","100","2016-09-26 18:40:00","54"
"1","0","0","0","0","0","113","98","74","79","63","45","78","2016-09-27 08:00:00","118"
"0","1","0","0","0","0","113","98","74","79","63","45","78","2016-09-27 08:20:00","116"
"0","0","1","0","0","0","113","98","74","79","63","45","78","2016-09-27 08:40:00","125"
"0","0","0","1","0","0","113","98","74","79","63","45","78","2016-09-27 09:00:00","129"
"0","0","0","0","1","0","113","98","74","79","63","45","78","2016-09-27 09:20:00","97"
"0","0","0","0","0","1","113","98","74","79","63","45","78","2016-09-27 09:40:00","73"
"1","0","0","0","0","0","119","97","79","112","96","117","103","2016-09-27 17:00:00","94"
"0","1","0","0","0","0","119","97","79","112","96","117","103","2016-09-27 17:20:00","142"
"0","0","1","0","0","0","119","97","79","112","96","117","103","2016-09-27 17:40:00","110"
"0","0","0","1","0","0","119","97","79","112","96","117","103","2016-09-27 18:00:00","76"
"0","0","0","0","1","0","119","97","79","112","96","117","103","2016-09-27 18:20:00","85"
"0","0","0","0","0","1","119","97","79","112","96","117","103","2016-09-27 18:40:00","64"
"1","0","0","0","0","0","108","69","79","52","62","35","67","2016-09-28 08:00:00","95"
"0","1","0","0","0","0","108","69","79","52","62","35","67","2016-09-28 08:20:00","105"
"0","0","1","0","0","0","108","69","79","52","62","35","67","2016-09-28 08:40:00","118"
"0","0","0","1","0","0","108","69","79","52","62","35","67","2016-09-28 09:00:00","94"
"0","0","0","0","1","0","108","69","79","52","62","35","67","2016-09-28 09:20:00","109"
"0","0","0","0","0","1","108","69","79","52","62","35","67","2016-09-28 09:40:00","103"
"1","0","0","0","0","0","78","65","100","83","97","90","85","2016-09-28 17:00:00","86"
"0","1","0","0","0","0","78","65","100","83","97","90","85","2016-09-28 17:20:00","113"
"0","0","1","0","0","0","78","65","100","83","97","90","85","2016-09-28 17:40:00","112"
"0","0","0","1","0","0","78","65","100","83","97","90","85","2016-09-28 18:00:00","80"
"0","0","0","0","1","0","78","65","100","83","97","90","85","2016-09-28 18:20:00","69"
"0","0","0","0","0","1","78","65","100","83","97","90","85","2016-09-28 18:40:00","64"
"1","0","0","0","0","0","83","58","48","54","36","32","51","2016-09-29 08:00:00","97"
"0","1","0","0","0","0","83","58","48","54","36","32","51","2016-09-29 08:20:00","102"
"0","0","1","0","0","0","83","58","48","54","36","32","51","2016-09-29 08:40:00","122"
"0","0","0","1","0","0","83","58","48","54","36","32","51","2016-09-29 09:00:00","97"
"0","0","0","0","1","0","83","58","48","54","36","32","51","2016-09-29 09:20:00","113"
"0","0","0","0","0","1","83","58","48","54","36","32","51","2016-09-29 09:40:00","83"
"1","0","0","0","0","0","81","103","67","94","53","78","79","2016-09-29 17:00:00","94"
"0","1","0","0","0","0","81","103","67","94","53","78","79","2016-09-29 17:20:00","91"
"0","0","1","0","0","0","81","103","67","94","53","78","79","2016-09-29 17:40:00","130"
"0","0","0","1","0","0","81","103","67","94","53","78","79","2016-09-29 18:00:00","77"
"0","0","0","0","1","0","81","103","67","94","53","78","79","2016-09-29 18:20:00","70"
"0","0","0","0","0","1","81","103","67","94","53","78","79","2016-09-29 18:40:00","87"
"1","0","0","0","0","0","95","104","67","60","50","45","70","2016-09-30 08:00:00","126"
"0","1","0","0","0","0","95","104","67","60","50","45","70","2016-09-30 08:20:00","112"
"0","0","1","0","0","0","95","104","67","60","50","45","70","2016-09-30 08:40:00","141"
"0","0","0","1","0","0","95","104","67","60","50","45","70","2016-09-30 09:00:00","132"
"0","0","0","0","1","0","95","104","67","60","50","45","70","2016-09-30 09:20:00","134"
"0","0","0","0","0","1","95","104","67","60","50","45","70","2016-09-30 09:40:00","97"
"1","0","0","0","0","0","102","110","63","77","96","114","93","2016-09-30 17:00:00","67"
"0","1","0","0","0","0","102","110","63","77","96","114","93","2016-09-30 17:20:00","86"
"0","0","1","0","0","0","102","110","63","77","96","114","93","2016-09-30 17:40:00","93"
"0","0","0","1","0","0","102","110","63","77","96","114","93","2016-09-30 18:00:00","17"
"0","0","0","0","1","0","102","110","63","77","96","114","93","2016-09-30 18:20:00","19"
"0","0","0","0","0","1","102","110","63","77","96","114","93","2016-09-30 18:40:00","39"
"1","0","0","0","0","0","10","7","17","2","19","6","10","2016-10-01 08:00:00","5"
"0","1","0","0","0","0","10","7","17","2","19","6","10","2016-10-01 08:20:00","11"
"0","0","1","0","0","0","10","7","17","2","19","6","10","2016-10-01 08:40:00","15"
"0","0","0","1","0","0","10","7","17","2","19","6","10","2016-10-01 09:00:00","21"
"0","0","0","0","1","0","10","7","17","2","19","6","10","2016-10-01 09:20:00","22"
"0","0","0","0","0","1","10","7","17","2","19","6","10","2016-10-01 09:40:00","9"
"1","0","0","0","0","0","9","11","9","14","11","5","9","2016-10-01 17:00:00","12"
"0","1","0","0","0","0","9","11","9","14","11","5","9","2016-10-01 17:20:00","14"
"0","0","1","0","0","0","9","11","9","14","11","5","9","2016-10-01 17:40:00","4"
"0","0","0","1","0","0","9","11","9","14","11","5","9","2016-10-01 18:00:00","8"
"0","0","0","0","1","0","9","11","9","14","11","5","9","2016-10-01 18:20:00","5"
"0","0","0","0","0","1","9","11","9","14","11","5","9","2016-10-01 18:40:00","11"
"1","0","0","0","0","0","21","19","18","17","30","10","19","2016-10-02 08:00:00","19"
"0","1","0","0","0","0","21","19","18","17","30","10","19","2016-10-02 08:20:00","13"
"0","0","1","0","0","0","21","19","18","17","30","10","19","2016-10-02 08:40:00","6"
"0","0","0","1","0","0","21","19","18","17","30","10","19","2016-10-02 09:00:00","14"
"0","0","0","0","1","0","21","19","18","17","30","10","19","2016-10-02 09:20:00","9"
"0","0","0","0","0","1","21","19","18","17","30","10","19","2016-10-02 09:40:00","8"
"1","0","0","0","0","0","14","10","12","18","14","11","13","2016-10-02 17:00:00","5"
"0","1","0","0","0","0","14","10","12","18","14","11","13","2016-10-02 17:20:00","18"
"0","0","1","0","0","0","14","10","12","18","14","11","13","2016-10-02 17:40:00","16"
"0","0","0","1","0","0","14","10","12","18","14","11","13","2016-10-02 18:00:00","14"
"0","0","0","0","1","0","14","10","12","18","14","11","13","2016-10-02 18:20:00","11"
"0","0","0","0","0","1","14","10","12","18","14","11","13","2016-10-02 18:40:00","9"
"1","0","0","0","0","0","12","18","18","21","16","15","16","2016-10-03 08:00:00","15"
"0","1","0","0","0","0","12","18","18","21","16","15","16","2016-10-03 08:20:00","21"
"0","0","1","0","0","0","12","18","18","21","16","15","16","2016-10-03 08:40:00","15"
"0","0","0","1","0","0","12","18","18","21","16","15","16","2016-10-03 09:00:00","13"
"0","0","0","0","1","0","12","18","18","21","16","15","16","2016-10-03 09:20:00","17"
"0","0","0","0","0","1","12","18","18","21","16","15","16","2016-10-03 09:40:00","20"
"1","0","0","0","0","0","13","22","11","8","17","23","15","2016-10-03 17:00:00","11"
"0","1","0","0","0","0","13","22","11","8","17","23","15","2016-10-03 17:20:00","15"
"0","0","1","0","0","0","13","22","11","8","17","23","15","2016-10-03 17:40:00","10"
"0","0","0","1","0","0","13","22","11","8","17","23","15","2016-10-03 18:00:00","7"
"0","0","0","0","1","0","13","22","11","8","17","23","15","2016-10-03 18:20:00","10"
"0","0","0","0","0","1","13","22","11","8","17","23","15","2016-10-03 18:40:00","11"
"1","0","0","0","0","0","20","24","21","27","24","12","21","2016-10-04 08:00:00","26"
"0","1","0","0","0","0","20","24","21","27","24","12","21","2016-10-04 08:20:00","20"
"0","0","1","0","0","0","20","24","21","27","24","12","21","2016-10-04 08:40:00","23"
"0","0","0","1","0","0","20","24","21","27","24","12","21","2016-10-04 09:00:00","26"
"0","0","0","0","1","0","20","24","21","27","24","12","21","2016-10-04 09:20:00","20"
"0","0","0","0","0","1","20","24","21","27","24","12","21","2016-10-04 09:40:00","23"
"1","0","0","0","0","0","19","16","25","26","20","23","21","2016-10-04 17:00:00","12"
"0","1","0","0","0","0","19","16","25","26","20","23","21","2016-10-04 17:20:00","18"
"0","0","1","0","0","0","19","16","25","26","20","23","21","2016-10-04 17:40:00","14"
"0","0","0","1","0","0","19","16","25","26","20","23","21","2016-10-04 18:00:00","14"
"0","0","0","0","1","0","19","16","25","26","20","23","21","2016-10-04 18:20:00","11"
"0","0","0","0","0","1","19","16","25","26","20","23","21","2016-10-04 18:40:00","11"
"1","0","0","0","0","0","22","20","23","26","28","18","22","2016-10-05 08:00:00","16"
"0","1","0","0","0","0","22","20","23","26","28","18","22","2016-10-05 08:20:00","22"
"0","0","1","0","0","0","22","20","23","26","28","18","22","2016-10-05 08:40:00","24"
"0","0","0","1","0","0","22","20","23","26","28","18","22","2016-10-05 09:00:00","15"
"0","0","0","0","1","0","22","20","23","26","28","18","22","2016-10-05 09:20:00","29"
"0","0","0","0","0","1","22","20","23","26","28","18","22","2016-10-05 09:40:00","29"
"1","0","0","0","0","0","19","17","18","21","17","24","19","2016-10-05 17:00:00","10"
"0","1","0","0","0","0","19","17","18","21","17","24","19","2016-10-05 17:20:00","16"
"0","0","1","0","0","0","19","17","18","21","17","24","19","2016-10-05 17:40:00","17"
"0","0","0","1","0","0","19","17","18","21","17","24","19","2016-10-05 18:00:00","12"
"0","0","0","0","1","0","19","17","18","21","17","24","19","2016-10-05 18:20:00","18"
"0","0","0","0","0","1","19","17","18","21","17","24","19","2016-10-05 18:40:00","10"
"1","0","0","0","0","0","18","21","14","34","22","23","22","2016-10-06 08:00:00","18"
"0","1","0","0","0","0","18","21","14","34","22","23","22","2016-10-06 08:20:00","21"
"0","0","1","0","0","0","18","21","14","34","22","23","22","2016-10-06 08:40:00","14"
"0","0","0","1","0","0","18","21","14","34","22","23","22","2016-10-06 09:00:00","20"
"0","0","0","0","1","0","18","21","14","34","22","23","22","2016-10-06 09:20:00","27"
"0","0","0","0","0","1","18","21","14","34","22","23","22","2016-10-06 09:40:00","23"
"1","0","0","0","0","0","15","23","26","22","22","12","20","2016-10-06 17:00:00","12"
"0","1","0","0","0","0","15","23","26","22","22","12","20","2016-10-06 17:20:00","16"
"0","0","1","0","0","0","15","23","26","22","22","12","20","2016-10-06 17:40:00","19"
"0","0","0","1","0","0","15","23","26","22","22","12","20","2016-10-06 18:00:00","15"
"0","0","0","0","1","0","15","23","26","22","22","12","20","2016-10-06 18:20:00","10"
"0","0","0","0","0","1","15","23","26","22","22","12","20","2016-10-06 18:40:00","17"
"1","0","0","0","0","0","30","18","26","32","23","17","24","2016-10-07 08:00:00","23"
"0","1","0","0","0","0","30","18","26","32","23","17","24","2016-10-07 08:20:00","18"
"0","0","1","0","0","0","30","18","26","32","23","17","24","2016-10-07 08:40:00","19"
"0","0","0","1","0","0","30","18","26","32","23","17","24","2016-10-07 09:00:00","21"
"0","0","0","0","1","0","30","18","26","32","23","17","24","2016-10-07 09:20:00","28"
"0","0","0","0","0","1","30","18","26","32","23","17","24","2016-10-07 09:40:00","23"
"1","0","0","0","0","0","16","18","19","32","21","23","21","2016-10-07 17:00:00","15"
"0","1","0","0","0","0","16","18","19","32","21","23","21","2016-10-07 17:20:00","23"
"0","0","1","0","0","0","16","18","19","32","21","23","21","2016-10-07 17:40:00","18"
"0","0","0","1","0","0","16","18","19","32","21","23","21","2016-10-07 18:00:00","15"
"0","0","0","0","1","0","16","18","19","32","21","23","21","2016-10-07 18:20:00","18"
"0","0","0","0","0","1","16","18","19","32","21","23","21","2016-10-07 18:40:00","10"
"1","0","0","0","0","0","94","89","66","67","38","30","64","2016-10-08 08:00:00","96"
"0","1","0","0","0","0","94","89","66","67","38","30","64","2016-10-08 08:20:00","117"
"0","0","1","0","0","0","94","89","66","67","38","30","64","2016-10-08 08:40:00","82"
"0","0","0","1","0","0","94","89","66","67","38","30","64","2016-10-08 09:00:00","113"
"0","0","0","0","1","0","94","89","66","67","38","30","64","2016-10-08 09:20:00","73"
"0","0","0","0","0","1","94","89","66","67","38","30","64","2016-10-08 09:40:00","130"
"1","0","0","0","0","0","82","81","95","99","94","91","90","2016-10-08 17:00:00","92"
"0","1","0","0","0","0","82","81","95","99","94","91","90","2016-10-08 17:20:00","109"
"0","0","1","0","0","0","82","81","95","99","94","91","90","2016-10-08 17:40:00","104"
"0","0","0","1","0","0","82","81","95","99","94","91","90","2016-10-08 18:00:00","84"
"0","0","0","0","1","0","82","81","95","99","94","91","90","2016-10-08 18:20:00","70"
"0","0","0","0","0","1","82","81","95","99","94","91","90","2016-10-08 18:40:00","61"
"1","0","0","0","0","0","93","81","66","53","41","33","61","2016-10-09 08:00:00","117"
"0","1","0","0","0","0","93","81","66","53","41","33","61","2016-10-09 08:20:00","121"
"0","0","1","0","0","0","93","81","66","53","41","33","61","2016-10-09 08:40:00","103"
"0","0","0","1","0","0","93","81","66","53","41","33","61","2016-10-09 09:00:00","127"
"0","0","0","0","1","0","93","81","66","53","41","33","61","2016-10-09 09:20:00","93"
"0","0","0","0","0","1","93","81","66","53","41","33","61","2016-10-09 09:40:00","75"
"1","0","0","0","0","0","113","100","80","107","90","84","95","2016-10-09 17:00:00","127"
"0","1","0","0","0","0","113","100","80","107","90","84","95","2016-10-09 17:20:00","110"
"0","0","1","0","0","0","113","100","80","107","90","84","95","2016-10-09 17:40:00","105"
"0","0","0","1","0","0","113","100","80","107","90","84","95","2016-10-09 18:00:00","56"
"0","0","0","0","1","0","113","100","80","107","90","84","95","2016-10-09 18:20:00","80"
"0","0","0","0","0","1","113","100","80","107","90","84","95","2016-10-09 18:40:00","56"
"1","0","0","0","0","0","146","102","69","59","61","33","78","2016-10-10 08:00:00","111"
"0","1","0","0","0","0","146","102","69","59","61","33","78","2016-10-10 08:20:00","114"
"0","0","1","0","0","0","146","102","69","59","61","33","78","2016-10-10 08:40:00","103"
"0","0","0","1","0","0","146","102","69","59","61","33","78","2016-10-10 09:00:00","131"
"0","0","0","0","1","0","146","102","69","59","61","33","78","2016-10-10 09:20:00","123"
"0","0","0","0","0","1","146","102","69","59","61","33","78","2016-10-10 09:40:00","107"
"1","0","0","0","0","0","103","69","116","96","109","90","97","2016-10-10 17:00:00","109"
"0","1","0","0","0","0","103","69","116","96","109","90","97","2016-10-10 17:20:00","124"
"0","0","1","0","0","0","103","69","116","96","109","90","97","2016-10-10 17:40:00","110"
"0","0","0","1","0","0","103","69","116","96","109","90","97","2016-10-10 18:00:00","53"
"0","0","0","0","1","0","103","69","116","96","109","90","97","2016-10-10 18:20:00","81"
"0","0","0","0","0","1","103","69","116","96","109","90","97","2016-10-10 18:40:00","71"
"1","0","0","0","0","0","93","94","72","56","51","37","67","2016-10-11 08:00:00","130"
"0","1","0","0","0","0","93","94","72","56","51","37","67","2016-10-11 08:20:00","108"
"0","0","1","0","0","0","93","94","72","56","51","37","67","2016-10-11 08:40:00","126"
"0","0","0","1","0","0","93","94","72","56","51","37","67","2016-10-11 09:00:00","129"
"0","0","0","0","1","0","93","94","72","56","51","37","67","2016-10-11 09:20:00","108"
"0","0","0","0","0","1","93","94","72","56","51","37","67","2016-10-11 09:40:00","123"
"1","0","0","0","0","0","103","91","81","86","90","85","89","2016-10-11 17:00:00","75"
"0","1","0","0","0","0","103","91","81","86","90","85","89","2016-10-11 17:20:00","93"
"0","0","1","0","0","0","103","91","81","86","90","85","89","2016-10-11 17:40:00","109"
"0","0","0","1","0","0","103","91","81","86","90","85","89","2016-10-11 18:00:00","66"
"0","0","0","0","1","0","103","91","81","86","90","85","89","2016-10-11 18:20:00","83"
"0","0","0","0","0","1","103","91","81","86","90","85","89","2016-10-11 18:40:00","62"
"1","0","0","0","0","0","103","82","80","67","47","38","69","2016-10-12 08:00:00","114"
"0","1","0","0","0","0","103","82","80","67","47","38","69","2016-10-12 08:20:00","111"
"0","0","1","0","0","0","103","82","80","67","47","38","69","2016-10-12 08:40:00","109"
"0","0","0","1","0","0","103","82","80","67","47","38","69","2016-10-12 09:00:00","122"
"0","0","0","0","1","0","103","82","80","67","47","38","69","2016-10-12 09:20:00","116"
"0","0","0","0","0","1","103","82","80","67","47","38","69","2016-10-12 09:40:00","100"
"1","0","0","0","0","0","115","103","112","88","103","90","101","2016-10-12 17:00:00","89"
"0","1","0","0","0","0","115","103","112","88","103","90","101","2016-10-12 17:20:00","132"
"0","0","1","0","0","0","115","103","112","88","103","90","101","2016-10-12 17:40:00","129"
"0","0","0","1","0","0","115","103","112","88","103","90","101","2016-10-12 18:00:00","48"
"0","0","0","0","1","0","115","103","112","88","103","90","101","2016-10-12 18:20:00","82"
"0","0","0","0","0","1","115","103","112","88","103","90","101","2016-10-12 18:40:00","66"
"1","0","0","0","0","0","105","95","81","76","46","39","73","2016-10-13 08:00:00","107"
"0","1","0","0","0","0","105","95","81","76","46","39","73","2016-10-13 08:20:00","114"
"0","0","1","0","0","0","105","95","81","76","46","39","73","2016-10-13 08:40:00","130"
"0","0","0","1","0","0","105","95","81","76","46","39","73","2016-10-13 09:00:00","122"
"0","0","0","0","1","0","105","95","81","76","46","39","73","2016-10-13 09:20:00","98"
"0","0","0","0","0","1","105","95","81","76","46","39","73","2016-10-13 09:40:00","114"
"1","0","0","0","0","0","99","116","84","83","87","96","94","2016-10-13 17:00:00","114"
"0","1","0","0","0","0","99","116","84","83","87","96","94","2016-10-13 17:20:00","94"
"0","0","1","0","0","0","99","116","84","83","87","96","94","2016-10-13 17:40:00","120"
"0","0","0","1","0","0","99","116","84","83","87","96","94","2016-10-13 18:00:00","53"
"0","0","0","0","1","0","99","116","84","83","87","96","94","2016-10-13 18:20:00","73"
"0","0","0","0","0","1","99","116","84","83","87","96","94","2016-10-13 18:40:00","76"
"1","0","0","0","0","0","120","78","72","57","48","34","68","2016-10-14 08:00:00","108"
"0","1","0","0","0","0","120","78","72","57","48","34","68","2016-10-14 08:20:00","107"
"0","0","1","0","0","0","120","78","72","57","48","34","68","2016-10-14 08:40:00","108"
"0","0","0","1","0","0","120","78","72","57","48","34","68","2016-10-14 09:00:00","126"
"0","0","0","0","1","0","120","78","72","57","48","34","68","2016-10-14 09:20:00","111"
"0","0","0","0","0","1","120","78","72","57","48","34","68","2016-10-14 09:40:00","152"
"1","0","0","0","0","0","114","125","105","116","116","117","115","2016-10-14 17:00:00","122"
"0","1","0","0","0","0","114","125","105","116","116","117","115","2016-10-14 17:20:00","132"
"0","0","1","0","0","0","114","125","105","116","116","117","115","2016-10-14 17:40:00","135"
"0","0","0","1","0","0","114","125","105","116","116","117","115","2016-10-14 18:00:00","89"
"0","0","0","0","1","0","114","125","105","116","116","117","115","2016-10-14 18:20:00","85"
"0","0","0","0","0","1","114","125","105","116","116","117","115","2016-10-14 18:40:00","84"
"1","0","0","0","0","0","72","75","49","59","44","43","57","2016-10-15 08:00:00","73"
"0","1","0","0","0","0","72","75","49","59","44","43","57","2016-10-15 08:20:00","103"
"0","0","1","0","0","0","72","75","49","59","44","43","57","2016-10-15 08:40:00","123"
"0","0","0","1","0","0","72","75","49","59","44","43","57","2016-10-15 09:00:00","110"
"0","0","0","0","1","0","72","75","49","59","44","43","57","2016-10-15 09:20:00","103"
"0","0","0","0","0","1","72","75","49","59","44","43","57","2016-10-15 09:40:00","121"
"1","0","0","0","0","0","93","89","92","96","85","108","93","2016-10-15 17:00:00","85"
"0","1","0","0","0","0","93","89","92","96","85","108","93","2016-10-15 17:20:00","94"
"0","0","1","0","0","0","93","89","92","96","85","108","93","2016-10-15 17:40:00","90"
