is_holi,is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,is_week,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_avg,starttime,volume
0,0,0,0,1,0,0,0,151,133,116,85,47,32,94,2016/9/21 9:00,139
0,0,0,0,0,1,0,0,151,133,116,85,47,32,94,2016/9/21 9:20,120
0,0,0,0,0,0,1,0,151,133,116,85,47,32,94,2016/9/21 9:40,130
0,1,0,0,0,0,0,0,124,118,109,89,114,113,111,2016/9/21 17:00,118
0,0,1,0,0,0,0,0,124,118,109,89,114,113,111,2016/9/21 17:20,116
0,0,0,1,0,0,0,0,124,118,109,89,114,113,111,2016/9/21 17:40,100
0,0,0,0,1,0,0,0,124,118,109,89,114,113,111,2016/9/21 18:00,90
0,0,0,0,0,1,0,0,124,118,109,89,114,113,111,2016/9/21 18:20,72
0,0,0,0,0,0,1,0,124,118,109,89,114,113,111,2016/9/21 18:40,52
0,1,0,0,0,0,0,0,134,112,122,100,33,26,87,2016/9/22 8:00,164
0,0,1,0,0,0,0,0,134,112,122,100,33,26,87,2016/9/22 8:20,160
0,0,0,1,0,0,0,0,134,112,122,100,33,26,87,2016/9/22 8:40,172
0,0,0,0,1,0,0,0,134,112,122,100,33,26,87,2016/9/22 9:00,151
0,0,0,0,0,1,0,0,134,112,122,100,33,26,87,2016/9/22 9:20,132
0,0,0,0,0,0,1,0,134,112,122,100,33,26,87,2016/9/22 9:40,101
0,1,0,0,0,0,0,0,146,132,106,120,121,100,120,2016/9/22 17:00,131
0,0,1,0,0,0,0,0,146,132,106,120,121,100,120,2016/9/22 17:20,122
0,0,0,1,0,0,0,0,146,132,106,120,121,100,120,2016/9/22 17:40,117
0,0,0,0,1,0,0,0,146,132,106,120,121,100,120,2016/9/22 18:00,83
0,0,0,0,0,1,0,0,146,132,106,120,121,100,120,2016/9/22 18:20,86
0,0,0,0,0,0,1,0,146,132,106,120,121,100,120,2016/9/22 18:40,65
0,1,0,0,0,0,0,0,152,132,118,69,60,23,92,2016/9/23 8:00,149
0,0,1,0,0,0,0,0,152,132,118,69,60,23,92,2016/9/23 8:20,132
0,0,0,1,0,0,0,0,152,132,118,69,60,23,92,2016/9/23 8:40,161
0,0,0,0,1,0,0,0,152,132,118,69,60,23,92,2016/9/23 9:00,176
0,0,0,0,0,1,0,0,152,132,118,69,60,23,92,2016/9/23 9:20,157
0,0,0,0,0,0,1,0,152,132,118,69,60,23,92,2016/9/23 9:40,137
0,1,0,0,0,0,0,0,146,137,155,182,150,164,155,2016/9/23 17:00,130
0,0,1,0,0,0,0,0,146,137,155,182,150,164,155,2016/9/23 17:20,108
0,0,0,1,0,0,0,0,146,137,155,182,150,164,155,2016/9/23 17:40,137
0,0,0,0,1,0,0,0,146,137,155,182,150,164,155,2016/9/23 18:00,98
0,0,0,0,0,1,0,0,146,137,155,182,150,164,155,2016/9/23 18:20,129
0,0,0,0,0,0,1,0,146,137,155,182,150,164,155,2016/9/23 18:40,80
0,1,0,0,0,0,0,1,104,88,83,75,52,35,72,2016/9/24 8:00,114
0,0,1,0,0,0,0,1,104,88,83,75,52,35,72,2016/9/24 8:20,121
0,0,0,1,0,0,0,1,104,88,83,75,52,35,72,2016/9/24 8:40,127
0,0,0,0,1,0,0,1,104,88,83,75,52,35,72,2016/9/24 9:00,117
0,0,0,0,0,1,0,1,104,88,83,75,52,35,72,2016/9/24 9:20,113
0,0,0,0,0,0,1,1,104,88,83,75,52,35,72,2016/9/24 9:40,134
0,1,0,0,0,0,0,1,152,135,140,110,157,153,141,2016/9/24 17:00,167
0,0,1,0,0,0,0,1,152,135,140,110,157,153,141,2016/9/24 17:20,124
0,0,0,1,0,0,0,1,152,135,140,110,157,153,141,2016/9/24 17:40,102
0,0,0,0,1,0,0,1,152,135,140,110,157,153,141,2016/9/24 18:00,108
0,0,0,0,0,1,0,1,152,135,140,110,157,153,141,2016/9/24 18:20,108
0,0,0,0,0,0,1,1,152,135,140,110,157,153,141,2016/9/24 18:40,92
0,1,0,0,0,0,0,1,88,81,71,69,43,36,64,2016/9/25 8:00,115
0,0,1,0,0,0,0,1,88,81,71,69,43,36,64,2016/9/25 8:20,88
0,0,0,1,0,0,0,1,88,81,71,69,43,36,64,2016/9/25 8:40,110
0,0,0,0,1,0,0,1,88,81,71,69,43,36,64,2016/9/25 9:00,92
0,0,0,0,0,1,0,1,88,81,71,69,43,36,64,2016/9/25 9:20,125
0,0,0,0,0,0,1,1,88,81,71,69,43,36,64,2016/9/25 9:40,110
0,1,0,0,0,0,0,1,140,134,145,130,135,122,134,2016/9/25 17:00,119
0,0,1,0,0,0,0,1,140,134,145,130,135,122,134,2016/9/25 17:20,110
0,0,0,1,0,0,0,1,140,134,145,130,135,122,134,2016/9/25 17:40,105
0,0,0,0,1,0,0,1,140,134,145,130,135,122,134,2016/9/25 18:00,94
0,0,0,0,0,1,0,1,140,134,145,130,135,122,134,2016/9/25 18:20,85
0,0,0,0,0,0,1,1,140,134,145,130,135,122,134,2016/9/25 18:40,78
0,1,0,0,0,0,0,0,151,162,159,92,67,42,112,2016/9/26 8:00,180
0,0,1,0,0,0,0,0,151,162,159,92,67,42,112,2016/9/26 8:20,172
0,0,0,1,0,0,0,0,151,162,159,92,67,42,112,2016/9/26 8:40,170
0,0,0,0,1,0,0,0,151,162,159,92,67,42,112,2016/9/26 9:00,136
0,0,0,0,0,1,0,0,151,162,159,92,67,42,112,2016/9/26 9:20,148
0,0,0,0,0,0,1,0,151,162,159,92,67,42,112,2016/9/26 9:40,117
0,1,0,0,0,0,0,0,136,121,118,98,116,97,114,2016/9/26 17:00,120
0,0,1,0,0,0,0,0,136,121,118,98,116,97,114,2016/9/26 17:20,106
0,0,0,1,0,0,0,0,136,121,118,98,116,97,114,2016/9/26 17:40,101
0,0,0,0,1,0,0,0,136,121,118,98,116,97,114,2016/9/26 18:00,95
0,0,0,0,0,1,0,0,136,121,118,98,116,97,114,2016/9/26 18:20,88
0,0,0,0,0,0,1,0,136,121,118,98,116,97,114,2016/9/26 18:40,62
0,1,0,0,0,0,0,0,142,139,113,71,41,33,89,2016/9/27 8:00,188
0,0,1,0,0,0,0,0,142,139,113,71,41,33,89,2016/9/27 8:20,137
0,0,0,1,0,0,0,0,142,139,113,71,41,33,89,2016/9/27 8:40,189
0,0,0,0,1,0,0,0,142,139,113,71,41,33,89,2016/9/27 9:00,150
0,0,0,0,0,1,0,0,142,139,113,71,41,33,89,2016/9/27 9:20,127
0,0,0,0,0,0,1,0,142,139,113,71,41,33,89,2016/9/27 9:40,123
0,1,0,0,0,0,0,0,153,83,115,114,118,108,115,2016/9/27 17:00,138
0,0,1,0,0,0,0,0,153,83,115,114,118,108,115,2016/9/27 17:20,140
0,0,0,1,0,0,0,0,153,83,115,114,118,108,115,2016/9/27 17:40,104
0,0,0,0,1,0,0,0,153,83,115,114,118,108,115,2016/9/27 18:00,92
0,0,0,0,0,1,0,0,153,83,115,114,118,108,115,2016/9/27 18:20,72
0,0,0,0,0,0,1,0,153,83,115,114,118,108,115,2016/9/27 18:40,74
0,1,0,0,0,0,0,0,135,132,119,84,37,28,89,2016/9/28 8:00,139
0,0,1,0,0,0,0,0,135,132,119,84,37,28,89,2016/9/28 8:20,148
0,0,0,1,0,0,0,0,135,132,119,84,37,28,89,2016/9/28 8:40,156
0,0,0,0,1,0,0,0,135,132,119,84,37,28,89,2016/9/28 9:00,145
0,0,0,0,0,1,0,0,135,132,119,84,37,28,89,2016/9/28 9:20,132
0,0,0,0,0,0,1,0,135,132,119,84,37,28,89,2016/9/28 9:40,133
0,1,0,0,0,0,0,0,129,99,123,107,105,106,111,2016/9/28 17:00,115
0,0,1,0,0,0,0,0,129,99,123,107,105,106,111,2016/9/28 17:20,114
0,0,0,1,0,0,0,0,129,99,123,107,105,106,111,2016/9/28 17:40,125
0,0,0,0,1,0,0,0,129,99,123,107,105,106,111,2016/9/28 18:00,77
0,0,0,0,0,1,0,0,129,99,123,107,105,106,111,2016/9/28 18:20,66
0,0,0,0,0,0,1,0,129,99,123,107,105,106,111,2016/9/28 18:40,70
0,1,0,0,0,0,0,0,121,116,100,75,41,23,79,2016/9/29 8:00,149
0,0,1,0,0,0,0,0,121,116,100,75,41,23,79,2016/9/29 8:20,141
0,0,0,1,0,0,0,0,121,116,100,75,41,23,79,2016/9/29 8:40,145
0,0,0,0,1,0,0,0,121,116,100,75,41,23,79,2016/9/29 9:00,128
0,0,0,0,0,1,0,0,121,116,100,75,41,23,79,2016/9/29 9:20,106
0,0,0,0,0,0,1,0,121,116,100,75,41,23,79,2016/9/29 9:40,105
0,1,0,0,0,0,0,0,122,125,108,130,88,85,109,2016/9/29 17:00,105
0,0,1,0,0,0,0,0,122,125,108,130,88,85,109,2016/9/29 17:20,110
0,0,0,1,0,0,0,0,122,125,108,130,88,85,109,2016/9/29 17:40,90
0,0,0,0,1,0,0,0,122,125,108,130,88,85,109,2016/9/29 18:00,42
0,0,0,0,0,1,0,0,122,125,108,130,88,85,109,2016/9/29 18:20,9
0,0,0,0,0,0,1,0,122,125,108,130,88,85,109,2016/9/29 18:40,43
0,1,0,0,0,0,0,0,134,116,118,83,58,23,88,2016/9/30 8:00,148
0,0,1,0,0,0,0,0,134,116,118,83,58,23,88,2016/9/30 8:20,177
0,0,0,1,0,0,0,0,134,116,118,83,58,23,88,2016/9/30 8:40,119
0,0,0,0,1,0,0,0,134,116,118,83,58,23,88,2016/9/30 9:00,179
0,0,0,0,0,1,0,0,134,116,118,83,58,23,88,2016/9/30 9:20,144
0,0,0,0,0,0,1,0,134,116,118,83,58,23,88,2016/9/30 9:40,105
0,1,0,0,0,0,0,0,205,206,233,206,169,143,193,2016/9/30 17:00,216
0,0,1,0,0,0,0,0,205,206,233,206,169,143,193,2016/9/30 17:20,208
0,0,0,1,0,0,0,0,205,206,233,206,169,143,193,2016/9/30 17:40,141
0,0,0,0,1,0,0,0,205,206,233,206,169,143,193,2016/9/30 18:00,152
0,0,0,0,0,1,0,0,205,206,233,206,169,143,193,2016/9/30 18:20,140
0,0,0,0,0,0,1,0,205,206,233,206,169,143,193,2016/9/30 18:40,116
1,1,0,0,0,0,0,1,134,102,94,83,96,55,94,2016/10/1 8:00,107
1,0,1,0,0,0,0,1,134,102,94,83,96,55,94,2016/10/1 8:20,136
1,0,0,1,0,0,0,1,134,102,94,83,96,55,94,2016/10/1 8:40,145
1,0,0,0,1,0,0,1,134,102,94,83,96,55,94,2016/10/1 9:00,165
1,0,0,0,0,1,0,1,134,102,94,83,96,55,94,2016/10/1 9:20,171
1,0,0,0,0,0,1,1,134,102,94,83,96,55,94,2016/10/1 9:40,122
1,1,0,0,0,0,0,1,103,105,107,101,122,131,111,2016/10/1 17:00,72
1,0,1,0,0,0,0,1,103,105,107,101,122,131,111,2016/10/1 17:20,93
1,0,0,1,0,0,0,1,103,105,107,101,122,131,111,2016/10/1 17:40,90
1,0,0,0,1,0,0,1,103,105,107,101,122,131,111,2016/10/1 18:00,89
1,0,0,0,0,1,0,1,103,105,107,101,122,131,111,2016/10/1 18:20,61
1,0,0,0,0,0,1,1,103,105,107,101,122,131,111,2016/10/1 18:40,71
1,1,0,0,0,0,0,1,95,94,74,61,47,36,67,2016/10/2 8:00,133
1,0,1,0,0,0,0,1,95,94,74,61,47,36,67,2016/10/2 8:20,141
1,0,0,1,0,0,0,1,95,94,74,61,47,36,67,2016/10/2 8:40,146
1,0,0,0,1,0,0,1,95,94,74,61,47,36,67,2016/10/2 9:00,175
1,0,0,0,0,1,0,1,95,94,74,61,47,36,67,2016/10/2 9:20,161
1,0,0,0,0,0,1,1,95,94,74,61,47,36,67,2016/10/2 9:40,147
1,1,0,0,0,0,0,1,94,87,86,102,150,147,111,2016/10/2 17:00,98
1,0,1,0,0,0,0,1,94,87,86,102,150,147,111,2016/10/2 17:20,100
1,0,0,1,0,0,0,1,94,87,86,102,150,147,111,2016/10/2 17:40,98
1,0,0,0,1,0,0,1,94,87,86,102,150,147,111,2016/10/2 18:00,80
1,0,0,0,0,1,0,1,94,87,86,102,150,147,111,2016/10/2 18:20,62
1,0,0,0,0,0,1,1,94,87,86,102,150,147,111,2016/10/2 18:40,67
1,1,0,0,0,0,0,0,105,105,76,59,59,36,73,2016/10/3 8:00,131
1,0,1,0,0,0,0,0,105,105,76,59,59,36,73,2016/10/3 8:20,136
1,0,0,1,0,0,0,0,105,105,76,59,59,36,73,2016/10/3 8:40,139
1,0,0,0,1,0,0,0,105,105,76,59,59,36,73,2016/10/3 9:00,200
1,0,0,0,0,1,0,0,105,105,76,59,59,36,73,2016/10/3 9:20,155
1,0,0,0,0,0,1,0,105,105,76,59,59,36,73,2016/10/3 9:40,209
1,1,0,0,0,0,0,0,90,93,109,93,109,103,99,2016/10/3 17:00,97
1,0,1,0,0,0,0,0,90,93,109,93,109,103,99,2016/10/3 17:20,96
1,0,0,1,0,0,0,0,90,93,109,93,109,103,99,2016/10/3 17:40,92
1,0,0,0,1,0,0,0,90,93,109,93,109,103,99,2016/10/3 18:00,79
1,0,0,0,0,1,0,0,90,93,109,93,109,103,99,2016/10/3 18:20,78
1,0,0,0,0,0,1,0,90,93,109,93,109,103,99,2016/10/3 18:40,72
1,1,0,0,0,0,0,0,111,94,99,90,41,34,78,2016/10/4 8:00,123
1,0,1,0,0,0,0,0,111,94,99,90,41,34,78,2016/10/4 8:20,132
1,0,0,1,0,0,0,0,111,94,99,90,41,34,78,2016/10/4 8:40,171
1,0,0,0,1,0,0,0,111,94,99,90,41,34,78,2016/10/4 9:00,170
1,0,0,0,0,1,0,0,111,94,99,90,41,34,78,2016/10/4 9:20,149
1,0,0,0,0,0,1,0,111,94,99,90,41,34,78,2016/10/4 9:40,108
1,1,0,0,0,0,0,0,170,142,133,134,149,155,147,2016/10/4 17:00,127
1,0,1,0,0,0,0,0,170,142,133,134,149,155,147,2016/10/4 17:20,95
1,0,0,1,0,0,0,0,170,142,133,134,149,155,147,2016/10/4 17:40,111
1,0,0,0,1,0,0,0,170,142,133,134,149,155,147,2016/10/4 18:00,112
1,0,0,0,0,1,0,0,170,142,133,134,149,155,147,2016/10/4 18:20,85
1,0,0,0,0,0,1,0,170,142,133,134,149,155,147,2016/10/4 18:40,94
1,1,0,0,0,0,0,0,121,105,104,87,68,40,87,2016/10/5 8:00,150
1,0,1,0,0,0,0,0,121,105,104,87,68,40,87,2016/10/5 8:20,150
1,0,0,1,0,0,0,0,121,105,104,87,68,40,87,2016/10/5 8:40,157
1,0,0,0,1,0,0,0,121,105,104,87,68,40,87,2016/10/5 9:00,149
1,0,0,0,0,1,0,0,121,105,104,87,68,40,87,2016/10/5 9:20,170
1,0,0,0,0,0,1,0,121,105,104,87,68,40,87,2016/10/5 9:40,104
1,1,0,0,0,0,0,0,176,149,175,169,191,148,168,2016/10/5 17:00,154
1,0,1,0,0,0,0,0,176,149,175,169,191,148,168,2016/10/5 17:20,129
1,0,0,1,0,0,0,0,176,149,175,169,191,148,168,2016/10/5 17:40,108
1,0,0,0,1,0,0,0,176,149,175,169,191,148,168,2016/10/5 18:00,111
1,0,0,0,0,1,0,0,176,149,175,169,191,148,168,2016/10/5 18:20,99
1,0,0,0,0,0,1,0,176,149,175,169,191,148,168,2016/10/5 18:40,99
1,1,0,0,0,0,0,0,127,131,109,73,57,39,89,2016/10/6 8:00,124
1,0,1,0,0,0,0,0,127,131,109,73,57,39,89,2016/10/6 8:20,148
1,0,0,1,0,0,0,0,127,131,109,73,57,39,89,2016/10/6 8:40,129
1,0,0,0,1,0,0,0,127,131,109,73,57,39,89,2016/10/6 9:00,140
1,0,0,0,0,1,0,0,127,131,109,73,57,39,89,2016/10/6 9:20,169
1,0,0,0,0,0,1,0,127,131,109,73,57,39,89,2016/10/6 9:40,162
1,1,0,0,0,0,0,0,95,112,104,113,97,140,110,2016/10/6 17:00,105
1,0,1,0,0,0,0,0,95,112,104,113,97,140,110,2016/10/6 17:20,106
1,0,0,1,0,0,0,0,95,112,104,113,97,140,110,2016/10/6 17:40,100
1,0,0,0,1,0,0,0,95,112,104,113,97,140,110,2016/10/6 18:00,91
1,0,0,0,0,1,0,0,95,112,104,113,97,140,110,2016/10/6 18:20,80
1,0,0,0,0,0,1,0,95,112,104,113,97,140,110,2016/10/6 18:40,62
1,1,0,0,0,0,0,0,119,116,103,71,71,53,88,2016/10/7 8:00,145
1,0,1,0,0,0,0,0,119,116,103,71,71,53,88,2016/10/7 8:20,140
1,0,0,1,0,0,0,0,119,116,103,71,71,53,88,2016/10/7 8:40,130
1,0,0,0,1,0,0,0,119,116,103,71,71,53,88,2016/10/7 9:00,131
1,0,0,0,0,1,0,0,119,116,103,71,71,53,88,2016/10/7 9:20,137
1,0,0,0,0,0,1,0,119,116,103,71,71,53,88,2016/10/7 9:40,140
1,1,0,0,0,0,0,0,134,133,129,169,134,155,142,2016/10/7 17:00,144
1,0,1,0,0,0,0,0,134,133,129,169,134,155,142,2016/10/7 17:20,101
1,0,0,1,0,0,0,0,134,133,129,169,134,155,142,2016/10/7 17:40,130
1,0,0,0,1,0,0,0,134,133,129,169,134,155,142,2016/10/7 18:00,93
1,0,0,0,0,1,0,0,134,133,129,169,134,155,142,2016/10/7 18:20,87
1,0,0,0,0,0,1,0,134,133,129,169,134,155,142,2016/10/7 18:40,85
0,1,0,0,0,0,0,1,149,124,120,69,56,27,90,2016/10/8 8:00,137
0,0,1,0,0,0,0,1,149,124,120,69,56,27,90,2016/10/8 8:20,152
0,0,0,1,0,0,0,1,149,124,120,69,56,27,90,2016/10/8 8:40,145
0,0,0,0,1,0,0,1,149,124,120,69,56,27,90,2016/10/8 9:00,148
0,0,0,0,0,1,0,1,149,124,120,69,56,27,90,2016/10/8 9:20,137
0,0,0,0,0,0,1,1,149,124,120,69,56,27,90,2016/10/8 9:40,120
0,1,0,0,0,0,0,1,111,107,110,99,85,117,104,2016/10/8 17:00,99
0,0,1,0,0,0,0,1,111,107,110,99,85,117,104,2016/10/8 17:20,106
0,0,0,1,0,0,0,1,111,107,110,99,85,117,104,2016/10/8 17:40,99
0,0,0,0,1,0,0,1,111,107,110,99,85,117,104,2016/10/8 18:00,72
0,0,0,0,0,1,0,1,111,107,110,99,85,117,104,2016/10/8 18:20,66
0,0,0,0,0,0,1,1,111,107,110,99,85,117,104,2016/10/8 18:40,52
0,1,0,0,0,0,0,1,110,109,107,75,46,21,78,2016/10/9 8:00,136
0,0,1,0,0,0,0,1,110,109,107,75,46,21,78,2016/10/9 8:20,156
0,0,0,1,0,0,0,1,110,109,107,75,46,21,78,2016/10/9 8:40,145
0,0,0,0,1,0,0,1,110,109,107,75,46,21,78,2016/10/9 9:00,128
0,0,0,0,0,1,0,1,110,109,107,75,46,21,78,2016/10/9 9:20,122
0,0,0,0,0,0,1,1,110,109,107,75,46,21,78,2016/10/9 9:40,97
0,1,0,0,0,0,0,1,132,118,110,113,119,104,116,2016/10/9 17:00,113
0,0,1,0,0,0,0,1,132,118,110,113,119,104,116,2016/10/9 17:20,99
0,0,0,1,0,0,0,1,132,118,110,113,119,104,116,2016/10/9 17:40,98
0,0,0,0,1,0,0,1,132,118,110,113,119,104,116,2016/10/9 18:00,88
0,0,0,0,0,1,0,1,132,118,110,113,119,104,116,2016/10/9 18:20,62
0,0,0,0,0,0,1,1,132,118,110,113,119,104,116,2016/10/9 18:40,64
0,1,0,0,0,0,0,0,151,136,123,68,60,25,93,2016/10/10 8:00,153
0,0,1,0,0,0,0,0,151,136,123,68,60,25,93,2016/10/10 8:20,150
0,0,0,1,0,0,0,0,151,136,123,68,60,25,93,2016/10/10 8:40,135
0,0,0,0,1,0,0,0,151,136,123,68,60,25,93,2016/10/10 9:00,141
0,0,0,0,0,1,0,0,151,136,123,68,60,25,93,2016/10/10 9:20,153
0,0,0,0,0,0,1,0,151,136,123,68,60,25,93,2016/10/10 9:40,114
0,1,0,0,0,0,0,0,102,111,110,119,99,116,109,2016/10/10 17:00,110
0,0,1,0,0,0,0,0,102,111,110,119,99,116,109,2016/10/10 17:20,121
0,0,0,1,0,0,0,0,102,111,110,119,99,116,109,2016/10/10 17:40,88
0,0,0,0,1,0,0,0,102,111,110,119,99,116,109,2016/10/10 18:00,71
0,0,0,0,0,1,0,0,102,111,110,119,99,116,109,2016/10/10 18:20,79
0,0,0,0,0,0,1,0,102,111,110,119,99,116,109,2016/10/10 18:40,64
0,1,0,0,0,0,0,0,147,126,101,92,44,28,89,2016/10/11 8:00,168
0,0,1,0,0,0,0,0,147,126,101,92,44,28,89,2016/10/11 8:20,136
0,0,0,1,0,0,0,0,147,126,101,92,44,28,89,2016/10/11 8:40,172
0,0,0,0,1,0,0,0,147,126,101,92,44,28,89,2016/10/11 9:00,141
0,0,0,0,0,1,0,0,147,126,101,92,44,28,89,2016/10/11 9:20,122
0,0,0,0,0,0,1,0,147,126,101,92,44,28,89,2016/10/11 9:40,122
0,1,0,0,0,0,0,0,121,120,111,101,105,106,110,2016/10/11 17:00,114
0,0,1,0,0,0,0,0,121,120,111,101,105,106,110,2016/10/11 17:20,118
0,0,0,1,0,0,0,0,121,120,111,101,105,106,110,2016/10/11 17:40,111
0,0,0,0,1,0,0,0,121,120,111,101,105,106,110,2016/10/11 18:00,105
0,0,0,0,0,1,0,0,121,120,111,101,105,106,110,2016/10/11 18:20,72
0,0,0,0,0,0,1,0,121,120,111,101,105,106,110,2016/10/11 18:40,60
0,1,0,0,0,0,0,0,153,115,101,81,50,33,88,2016/10/12 8:00,151
0,0,1,0,0,0,0,0,153,115,101,81,50,33,88,2016/10/12 8:20,146
0,0,0,1,0,0,0,0,153,115,101,81,50,33,88,2016/10/12 8:40,160
0,0,0,0,1,0,0,0,153,115,101,81,50,33,88,2016/10/12 9:00,146
0,0,0,0,0,1,0,0,153,115,101,81,50,33,88,2016/10/12 9:20,107
0,0,0,0,0,0,1,0,153,115,101,81,50,33,88,2016/10/12 9:40,112
0,1,0,0,0,0,0,0,114,104,111,110,110,107,109,2016/10/12 17:00,111
0,0,1,0,0,0,0,0,114,104,111,110,110,107,109,2016/10/12 17:20,139
0,0,0,1,0,0,0,0,114,104,111,110,110,107,109,2016/10/12 17:40,99
0,0,0,0,1,0,0,0,114,104,111,110,110,107,109,2016/10/12 18:00,89
0,0,0,0,0,1,0,0,114,104,111,110,110,107,109,2016/10/12 18:20,91
0,0,0,0,0,0,1,0,114,104,111,110,110,107,109,2016/10/12 18:40,50
0,1,0,0,0,0,0,0,145,134,110,72,38,31,88,2016/10/13 8:00,162
0,0,1,0,0,0,0,0,145,134,110,72,38,31,88,2016/10/13 8:20,157
0,0,0,1,0,0,0,0,145,134,110,72,38,31,88,2016/10/13 8:40,148
0,0,0,0,1,0,0,0,145,134,110,72,38,31,88,2016/10/13 9:00,148
0,0,0,0,0,1,0,0,145,134,110,72,38,31,88,2016/10/13 9:20,140
0,0,0,0,0,0,1,0,145,134,110,72,38,31,88,2016/10/13 9:40,131
0,1,0,0,0,0,0,0,149,122,110,134,117,97,121,2016/10/13 17:00,114
0,0,1,0,0,0,0,0,149,122,110,134,117,97,121,2016/10/13 17:20,123
0,0,0,1,0,0,0,0,149,122,110,134,117,97,121,2016/10/13 17:40,113
0,0,0,0,1,0,0,0,149,122,110,134,117,97,121,2016/10/13 18:00,89
0,0,0,0,0,1,0,0,149,122,110,134,117,97,121,2016/10/13 18:20,70
0,0,0,0,0,0,1,0,149,122,110,134,117,97,121,2016/10/13 18:40,64
0,1,0,0,0,0,0,0,152,126,93,78,38,19,84,2016/10/14 8:00,158
0,0,1,0,0,0,0,0,152,126,93,78,38,19,84,2016/10/14 8:20,180
0,0,0,1,0,0,0,0,152,126,93,78,38,19,84,2016/10/14 8:40,146
0,0,0,0,1,0,0,0,152,126,93,78,38,19,84,2016/10/14 9:00,161
0,0,0,0,0,1,0,0,152,126,93,78,38,19,84,2016/10/14 9:20,140
0,0,0,0,0,0,1,0,152,126,93,78,38,19,84,2016/10/14 9:40,129
0,1,0,0,0,0,0,0,148,135,139,137,138,140,139,2016/10/14 17:00,146
0,0,1,0,0,0,0,0,148,135,139,137,138,140,139,2016/10/14 17:20,122
0,0,0,1,0,0,0,0,148,135,139,137,138,140,139,2016/10/14 17:40,112
0,0,0,0,1,0,0,0,148,135,139,137,138,140,139,2016/10/14 18:00,74
0,0,0,0,0,1,0,0,148,135,139,137,138,140,139,2016/10/14 18:20,68
0,0,0,0,0,0,1,0,148,135,139,137,138,140,139,2016/10/14 18:40,57
0,1,0,0,0,0,0,1,92,107,103,80,42,19,73,2016/10/15 8:00,105
0,0,1,0,0,0,0,1,92,107,103,80,42,19,73,2016/10/15 8:20,97
0,0,0,1,0,0,0,1,92,107,103,80,42,19,73,2016/10/15 8:40,128
0,0,0,0,1,0,0,1,92,107,103,80,42,19,73,2016/10/15 9:00,127
0,0,0,0,0,1,0,1,92,107,103,80,42,19,73,2016/10/15 9:20,115
0,0,0,0,0,0,1,1,92,107,103,80,42,19,73,2016/10/15 9:40,121
0,1,0,0,0,0,0,1,124,125,137,127,159,109,130,2016/10/15 17:00,105
0,0,1,0,0,0,0,1,124,125,137,127,159,109,130,2016/10/15 17:20,127
0,0,0,1,0,0,0,1,124,125,137,127,159,109,130,2016/10/15 17:40,104
