delta_1_volume,delta_2_volume,delta_3_volume,delta_4_volume,delta_5_volume,is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_avg,starttime,volume
"8","-3","14","-5","-5","0","0","0","0","1","0","39","47","44","58","53","48","48","2016-09-27 18:20:00","18"
"8","-3","14","-5","-5","0","0","0","0","0","1","39","47","44","58","53","48","48","2016-09-27 18:40:00","12"
"19","1","41","-17","30","1","0","0","0","0","0","30","49","50","91","74","104","66","2016-09-28 08:00:00","128"
"19","1","41","-17","30","0","1","0","0","0","0","30","49","50","91","74","104","66","2016-09-28 08:20:00","137"
"19","1","41","-17","30","0","0","1","0","0","0","30","49","50","91","74","104","66","2016-09-28 08:40:00","104"
"19","1","41","-17","30","0","0","0","1","0","0","30","49","50","91","74","104","66","2016-09-28 09:00:00","111"
"19","1","41","-17","30","0","0","0","0","1","0","30","49","50","91","74","104","66","2016-09-28 09:20:00","121"
"19","1","41","-17","30","0","0","0","0","0","1","30","49","50","91","74","104","66","2016-09-28 09:40:00","136"
"6","-9","17","-8","-52","1","0","0","0","0","0","91","97","88","105","97","45","87","2016-09-28 17:00:00","31"
"6","-9","17","-8","-52","0","1","0","0","0","0","91","97","88","105","97","45","87","2016-09-28 17:20:00","37"
"6","-9","17","-8","-52","0","0","1","0","0","0","91","97","88","105","97","45","87","2016-09-28 17:40:00","31"
"6","-9","17","-8","-52","0","0","0","1","0","0","91","97","88","105","97","45","87","2016-09-28 18:00:00","26"
"6","-9","17","-8","-52","0","0","0","0","1","0","91","97","88","105","97","45","87","2016-09-28 18:20:00","24"
"6","-9","17","-8","-52","0","0","0","0","0","1","91","97","88","105","97","45","87","2016-09-28 18:40:00","18"
"5","9","7","5","0","1","0","0","0","0","0","4","9","18","25","30","30","19","2016-09-29 08:00:00","41"
"5","9","7","5","0","0","1","0","0","0","0","4","9","18","25","30","30","19","2016-09-29 08:20:00","48"
"5","9","7","5","0","0","0","1","0","0","0","4","9","18","25","30","30","19","2016-09-29 08:40:00","50"
"5","9","7","5","0","0","0","0","1","0","0","4","9","18","25","30","30","19","2016-09-29 09:00:00","47"
"5","9","7","5","0","0","0","0","0","1","0","4","9","18","25","30","30","19","2016-09-29 09:20:00","40"
"5","9","7","5","0","0","0","0","0","0","1","4","9","18","25","30","30","19","2016-09-29 09:40:00","48"
"12","-12","7","-10","-3","1","0","0","0","0","0","53","65","53","60","50","47","54","2016-09-29 17:00:00","30"
"12","-12","7","-10","-3","0","1","0","0","0","0","53","65","53","60","50","47","54","2016-09-29 17:20:00","30"
"12","-12","7","-10","-3","0","0","1","0","0","0","53","65","53","60","50","47","54","2016-09-29 17:40:00","30"
"12","-12","7","-10","-3","0","0","0","1","0","0","53","65","53","60","50","47","54","2016-09-29 18:00:00","22"
"12","-12","7","-10","-3","0","0","0","0","1","0","53","65","53","60","50","47","54","2016-09-29 18:20:00","26"
"12","-12","7","-10","-3","0","0","0","0","0","1","53","65","53","60","50","47","54","2016-09-29 18:40:00","25"
"7","7","5","2","13","1","0","0","0","0","0","10","17","24","29","31","44","25","2016-09-30 08:00:00","46"
"7","7","5","2","13","0","1","0","0","0","0","10","17","24","29","31","44","25","2016-09-30 08:20:00","48"
"7","7","5","2","13","0","0","1","0","0","0","10","17","24","29","31","44","25","2016-09-30 08:40:00","47"
"7","7","5","2","13","0","0","0","1","0","0","10","17","24","29","31","44","25","2016-09-30 09:00:00","60"
"7","7","5","2","13","0","0","0","0","1","0","10","17","24","29","31","44","25","2016-09-30 09:20:00","61"
"7","7","5","2","13","0","0","0","0","0","1","10","17","24","29","31","44","25","2016-09-30 09:40:00","63"
"5","44","6","2","-15","1","0","0","0","0","0","75","80","124","130","132","117","109","2016-09-30 17:00:00","87"
"5","44","6","2","-15","0","1","0","0","0","0","75","80","124","130","132","117","109","2016-09-30 17:20:00","98"
"5","44","6","2","-15","0","0","1","0","0","0","75","80","124","130","132","117","109","2016-09-30 17:40:00","133"
"5","44","6","2","-15","0","0","0","1","0","0","75","80","124","130","132","117","109","2016-09-30 18:00:00","137"
"5","44","6","2","-15","0","0","0","0","1","0","75","80","124","130","132","117","109","2016-09-30 18:20:00","172"
"5","44","6","2","-15","0","0","0","0","0","1","75","80","124","130","132","117","109","2016-09-30 18:40:00","156"
"44","18","-8","-23","-11","1","0","0","0","0","0","213","257","275","267","244","233","248","2016-10-01 08:00:00","217"
"44","18","-8","-23","-11","0","1","0","0","0","0","213","257","275","267","244","233","248","2016-10-01 08:20:00","210"
"44","18","-8","-23","-11","0","0","1","0","0","0","213","257","275","267","244","233","248","2016-10-01 08:40:00","198"
"44","18","-8","-23","-11","0","0","0","1","0","0","213","257","275","267","244","233","248","2016-10-01 09:00:00","251"
"44","18","-8","-23","-11","0","0","0","0","1","0","213","257","275","267","244","233","248","2016-10-01 09:20:00","249"
"44","18","-8","-23","-11","0","0","0","0","0","1","213","257","275","267","244","233","248","2016-10-01 09:40:00","242"
"-20","-4","9","20","-46","1","0","0","0","0","0","203","183","179","188","208","162","187","2016-10-01 17:00:00","161"
"-20","-4","9","20","-46","0","1","0","0","0","0","203","183","179","188","208","162","187","2016-10-01 17:20:00","134"
"-20","-4","9","20","-46","0","0","1","0","0","0","203","183","179","188","208","162","187","2016-10-01 17:40:00","97"
"-20","-4","9","20","-46","0","0","0","1","0","0","203","183","179","188","208","162","187","2016-10-01 18:00:00","99"
"-20","-4","9","20","-46","0","0","0","0","1","0","203","183","179","188","208","162","187","2016-10-01 18:20:00","82"
"-20","-4","9","20","-46","0","0","0","0","0","1","203","183","179","188","208","162","187","2016-10-01 18:40:00","89"
"15","-6","90","1","4","1","0","0","0","0","0","64","79","73","163","164","168","118","2016-10-02 08:00:00","203"
"15","-6","90","1","4","0","1","0","0","0","0","64","79","73","163","164","168","118","2016-10-02 08:20:00","237"
"15","-6","90","1","4","0","0","1","0","0","0","64","79","73","163","164","168","118","2016-10-02 08:40:00","277"
"15","-6","90","1","4","0","0","0","1","0","0","64","79","73","163","164","168","118","2016-10-02 09:00:00","266"
"15","-6","90","1","4","0","0","0","0","1","0","64","79","73","163","164","168","118","2016-10-02 09:20:00","271"
"15","-6","90","1","4","0","0","0","0","0","1","64","79","73","163","164","168","118","2016-10-02 09:40:00","211"
"-12","-3","-5","6","-41","1","0","0","0","0","0","182","170","167","162","168","127","162","2016-10-02 17:00:00","166"
"-12","-3","-5","6","-41","0","1","0","0","0","0","182","170","167","162","168","127","162","2016-10-02 17:20:00","132"
"-12","-3","-5","6","-41","0","0","1","0","0","0","182","170","167","162","168","127","162","2016-10-02 17:40:00","108"
"-12","-3","-5","6","-41","0","0","0","1","0","0","182","170","167","162","168","127","162","2016-10-02 18:00:00","97"
"-12","-3","-5","6","-41","0","0","0","0","1","0","182","170","167","162","168","127","162","2016-10-02 18:20:00","116"
"-12","-3","-5","6","-41","0","0","0","0","0","1","182","170","167","162","168","127","162","2016-10-02 18:40:00","77"
"36","5","16","19","30","1","0","0","0","0","0","34","70","75","91","110","140","86","2016-10-03 08:00:00","189"
"36","5","16","19","30","0","1","0","0","0","0","34","70","75","91","110","140","86","2016-10-03 08:20:00","196"
"36","5","16","19","30","0","0","1","0","0","0","34","70","75","91","110","140","86","2016-10-03 08:40:00","204"
"36","5","16","19","30","0","0","0","1","0","0","34","70","75","91","110","140","86","2016-10-03 09:00:00","90"
"36","5","16","19","30","0","0","0","0","1","0","34","70","75","91","110","140","86","2016-10-03 09:20:00","183"
"36","5","16","19","30","0","0","0","0","0","1","34","70","75","91","110","140","86","2016-10-03 09:40:00","183"
"5","-7","-27","-5","-37","1","0","0","0","0","0","176","181","174","147","142","105","154","2016-10-03 17:00:00","153"
"5","-7","-27","-5","-37","0","1","0","0","0","0","176","181","174","147","142","105","154","2016-10-03 17:20:00","116"
"5","-7","-27","-5","-37","0","0","1","0","0","0","176","181","174","147","142","105","154","2016-10-03 17:40:00","111"
"5","-7","-27","-5","-37","0","0","0","1","0","0","176","181","174","147","142","105","154","2016-10-03 18:00:00","111"
"5","-7","-27","-5","-37","0","0","0","0","1","0","176","181","174","147","142","105","154","2016-10-03 18:20:00","96"
"5","-7","-27","-5","-37","0","0","0","0","0","1","176","181","174","147","142","105","154","2016-10-03 18:40:00","84"
"18","24","20","21","12","1","0","0","0","0","0","40","58","82","102","123","135","90","2016-10-04 08:00:00","175"
"18","24","20","21","12","0","1","0","0","0","0","40","58","82","102","123","135","90","2016-10-04 08:20:00","192"
"18","24","20","21","12","0","0","1","0","0","0","40","58","82","102","123","135","90","2016-10-04 08:40:00","215"
"18","24","20","21","12","0","0","0","1","0","0","40","58","82","102","123","135","90","2016-10-04 09:00:00","232"
"18","24","20","21","12","0","0","0","0","1","0","40","58","82","102","123","135","90","2016-10-04 09:20:00","207"
"18","24","20","21","12","0","0","0","0","0","1","40","58","82","102","123","135","90","2016-10-04 09:40:00","229"
"15","-26","10","25","-8","1","0","0","0","0","0","200","215","189","199","224","216","207","2016-10-04 17:00:00","205"
"15","-26","10","25","-8","0","1","0","0","0","0","200","215","189","199","224","216","207","2016-10-04 17:20:00","193"
"15","-26","10","25","-8","0","0","1","0","0","0","200","215","189","199","224","216","207","2016-10-04 17:40:00","173"
"15","-26","10","25","-8","0","0","0","1","0","0","200","215","189","199","224","216","207","2016-10-04 18:00:00","131"
"15","-26","10","25","-8","0","0","0","0","1","0","200","215","189","199","224","216","207","2016-10-04 18:20:00","107"
"15","-26","10","25","-8","0","0","0","0","0","1","200","215","189","199","224","216","207","2016-10-04 18:40:00","111"
"24","19","1","15","28","1","0","0","0","0","0","43","67","86","87","102","130","85","2016-10-05 08:00:00","130"
"24","19","1","15","28","0","1","0","0","0","0","43","67","86","87","102","130","85","2016-10-05 08:20:00","192"
"24","19","1","15","28","0","0","1","0","0","0","43","67","86","87","102","130","85","2016-10-05 08:40:00","182"
"24","19","1","15","28","0","0","0","1","0","0","43","67","86","87","102","130","85","2016-10-05 09:00:00","165"
"24","19","1","15","28","0","0","0","0","1","0","43","67","86","87","102","130","85","2016-10-05 09:20:00","188"
"24","19","1","15","28","0","0","0","0","0","1","43","67","86","87","102","130","85","2016-10-05 09:40:00","166"
"-22","-26","62","-7","-41","1","0","0","0","0","0","239","217","191","253","246","205","225","2016-10-05 17:00:00","163"
"-22","-26","62","-7","-41","0","1","0","0","0","0","239","217","191","253","246","205","225","2016-10-05 17:20:00","179"
"-22","-26","62","-7","-41","0","0","1","0","0","0","239","217","191","253","246","205","225","2016-10-05 17:40:00","215"
"-22","-26","62","-7","-41","0","0","0","1","0","0","239","217","191","253","246","205","225","2016-10-05 18:00:00","189"
"-22","-26","62","-7","-41","0","0","0","0","1","0","239","217","191","253","246","205","225","2016-10-05 18:20:00","175"
"-22","-26","62","-7","-41","0","0","0","0","0","1","239","217","191","253","246","205","225","2016-10-05 18:40:00","128"
"7","19","8","34","21","1","0","0","0","0","0","46","53","72","80","114","135","83","2016-10-06 08:00:00","122"
"7","19","8","34","21","0","1","0","0","0","0","46","53","72","80","114","135","83","2016-10-06 08:20:00","150"
"7","19","8","34","21","0","0","1","0","0","0","46","53","72","80","114","135","83","2016-10-06 08:40:00","170"
"7","19","8","34","21","0","0","0","1","0","0","46","53","72","80","114","135","83","2016-10-06 09:00:00","160"
"7","19","8","34","21","0","0","0","0","1","0","46","53","72","80","114","135","83","2016-10-06 09:20:00","189"
"7","19","8","34","21","0","0","0","0","0","1","46","53","72","80","114","135","83","2016-10-06 09:40:00","173"
"-15","-16","8","10","-41","1","0","0","0","0","0","224","209","193","201","211","170","201","2016-10-06 17:00:00","196"
"-15","-16","8","10","-41","0","1","0","0","0","0","224","209","193","201","211","170","201","2016-10-06 17:20:00","163"
"-15","-16","8","10","-41","0","0","1","0","0","0","224","209","193","201","211","170","201","2016-10-06 17:40:00","154"
"-15","-16","8","10","-41","0","0","0","1","0","0","224","209","193","201","211","170","201","2016-10-06 18:00:00","157"
"-15","-16","8","10","-41","0","0","0","0","1","0","224","209","193","201","211","170","201","2016-10-06 18:20:00","130"
"-15","-16","8","10","-41","0","0","0","0","0","1","224","209","193","201","211","170","201","2016-10-06 18:40:00","140"
"13","26","15","18","-20","1","0","0","0","0","0","40","53","79","94","112","92","78","2016-10-07 08:00:00","110"
"13","26","15","18","-20","0","1","0","0","0","0","40","53","79","94","112","92","78","2016-10-07 08:20:00","122"
"13","26","15","18","-20","0","0","1","0","0","0","40","53","79","94","112","92","78","2016-10-07 08:40:00","113"
"13","26","15","18","-20","0","0","0","1","0","0","40","53","79","94","112","92","78","2016-10-07 09:00:00","147"
"13","26","15","18","-20","0","0","0","0","1","0","40","53","79","94","112","92","78","2016-10-07 09:20:00","155"
"13","26","15","18","-20","0","0","0","0","0","1","40","53","79","94","112","92","78","2016-10-07 09:40:00","148"
"2","12","-20","-23","20","1","0","0","0","0","0","188","190","202","182","159","179","183","2016-10-07 17:00:00","172"
"2","12","-20","-23","20","0","1","0","0","0","0","188","190","202","182","159","179","183","2016-10-07 17:20:00","118"
"2","12","-20","-23","20","0","0","1","0","0","0","188","190","202","182","159","179","183","2016-10-07 17:40:00","130"
"2","12","-20","-23","20","0","0","0","1","0","0","188","190","202","182","159","179","183","2016-10-07 18:00:00","95"
"2","12","-20","-23","20","0","0","0","0","1","0","188","190","202","182","159","179","183","2016-10-07 18:20:00","98"
"2","12","-20","-23","20","0","0","0","0","0","1","188","190","202","182","159","179","183","2016-10-07 18:40:00","64"
"3","7","2","15","-9","1","0","0","0","0","0","9","12","19","21","36","27","20","2016-10-08 08:00:00","31"
"3","7","2","15","-9","0","1","0","0","0","0","9","12","19","21","36","27","20","2016-10-08 08:20:00","39"
"3","7","2","15","-9","0","0","1","0","0","0","9","12","19","21","36","27","20","2016-10-08 08:40:00","38"
"3","7","2","15","-9","0","0","0","1","0","0","9","12","19","21","36","27","20","2016-10-08 09:00:00","35"
"3","7","2","15","-9","0","0","0","0","1","0","9","12","19","21","36","27","20","2016-10-08 09:20:00","31"
"3","7","2","15","-9","0","0","0","0","0","1","9","12","19","21","36","27","20","2016-10-08 09:40:00","38"
"-2","-2","9","-5","-8","1","0","0","0","0","0","44","42","40","49","44","36","42","2016-10-08 17:00:00","37"
"-2","-2","9","-5","-8","0","1","0","0","0","0","44","42","40","49","44","36","42","2016-10-08 17:20:00","23"
"-2","-2","9","-5","-8","0","0","1","0","0","0","44","42","40","49","44","36","42","2016-10-08 17:40:00","26"
"-2","-2","9","-5","-8","0","0","0","1","0","0","44","42","40","49","44","36","42","2016-10-08 18:00:00","20"
"-2","-2","9","-5","-8","0","0","0","0","1","0","44","42","40","49","44","36","42","2016-10-08 18:20:00","28"
"-2","-2","9","-5","-8","0","0","0","0","0","1","44","42","40","49","44","36","42","2016-10-08 18:40:00","20"
"1","8","9","-1","8","1","0","0","0","0","0","8","9","17","26","25","33","19","2016-10-09 08:00:00","46"
"1","8","9","-1","8","0","1","0","0","0","0","8","9","17","26","25","33","19","2016-10-09 08:20:00","39"
"1","8","9","-1","8","0","0","1","0","0","0","8","9","17","26","25","33","19","2016-10-09 08:40:00","35"
"1","8","9","-1","8","0","0","0","1","0","0","8","9","17","26","25","33","19","2016-10-09 09:00:00","45"
"1","8","9","-1","8","0","0","0","0","1","0","8","9","17","26","25","33","19","2016-10-09 09:20:00","41"
"1","8","9","-1","8","0","0","0","0","0","1","8","9","17","26","25","33","19","2016-10-09 09:40:00","41"
"-9","8","-13","7","-4","1","0","0","0","0","0","49","40","48","35","42","38","42","2016-10-09 17:00:00","33"
"-9","8","-13","7","-4","0","1","0","0","0","0","49","40","48","35","42","38","42","2016-10-09 17:20:00","28"
"-9","8","-13","7","-4","0","0","1","0","0","0","49","40","48","35","42","38","42","2016-10-09 17:40:00","32"
"-9","8","-13","7","-4","0","0","0","1","0","0","49","40","48","35","42","38","42","2016-10-09 18:00:00","20"
"-9","8","-13","7","-4","0","0","0","0","1","0","49","40","48","35","42","38","42","2016-10-09 18:20:00","29"
