delta_1_volume,delta_2_volume,delta_3_volume,delta_4_volume,delta_5_volume,is_next_1,is_next_2,is_next_3,is_next_4,is_next_5,is_next_6,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_avg,starttime,volume
"12","37","33","28","-5","0","0","0","0","0","1","31","43","80","113","141","136","90","2016-09-20 09:40:00","144"
"8","-1","-9","-9","9","1","0","0","0","0","0","124","132","131","122","113","122","124","2016-09-20 17:00:00","126"
"8","-1","-9","-9","9","0","1","0","0","0","0","124","132","131","122","113","122","124","2016-09-20 17:20:00","116"
"8","-1","-9","-9","9","0","0","1","0","0","0","124","132","131","122","113","122","124","2016-09-20 17:40:00","95"
"8","-1","-9","-9","9","0","0","0","1","0","0","124","132","131","122","113","122","124","2016-09-20 18:00:00","81"
"8","-1","-9","-9","9","0","0","0","0","1","0","124","132","131","122","113","122","124","2016-09-20 18:20:00","100"
"8","-1","-9","-9","9","0","0","0","0","0","1","124","132","131","122","113","122","124","2016-09-20 18:40:00","63"
"15","38","31","17","18","1","0","0","0","0","0","32","47","85","116","133","151","94","2016-09-21 08:00:00","135"
"15","38","31","17","18","0","1","0","0","0","0","32","47","85","116","133","151","94","2016-09-21 08:20:00","163"
"15","38","31","17","18","0","0","1","0","0","0","32","47","85","116","133","151","94","2016-09-21 08:40:00","120"
"15","38","31","17","18","0","0","0","1","0","0","32","47","85","116","133","151","94","2016-09-21 09:00:00","139"
"15","38","31","17","18","0","0","0","0","1","0","32","47","85","116","133","151","94","2016-09-21 09:20:00","120"
"15","38","31","17","18","0","0","0","0","0","1","32","47","85","116","133","151","94","2016-09-21 09:40:00","130"
"1","-25","20","9","6","1","0","0","0","0","0","113","114","89","109","118","124","111","2016-09-21 17:00:00","118"
"1","-25","20","9","6","0","1","0","0","0","0","113","114","89","109","118","124","111","2016-09-21 17:20:00","116"
"1","-25","20","9","6","0","0","1","0","0","0","113","114","89","109","118","124","111","2016-09-21 17:40:00","100"
"1","-25","20","9","6","0","0","0","1","0","0","113","114","89","109","118","124","111","2016-09-21 18:00:00","90"
"1","-25","20","9","6","0","0","0","0","1","0","113","114","89","109","118","124","111","2016-09-21 18:20:00","72"
"1","-25","20","9","6","0","0","0","0","0","1","113","114","89","109","118","124","111","2016-09-21 18:40:00","52"
"7","67","22","-10","22","1","0","0","0","0","0","26","33","100","122","112","134","87","2016-09-22 08:00:00","164"
"7","67","22","-10","22","0","1","0","0","0","0","26","33","100","122","112","134","87","2016-09-22 08:20:00","160"
"7","67","22","-10","22","0","0","1","0","0","0","26","33","100","122","112","134","87","2016-09-22 08:40:00","172"
"7","67","22","-10","22","0","0","0","1","0","0","26","33","100","122","112","134","87","2016-09-22 09:00:00","151"
"7","67","22","-10","22","0","0","0","0","1","0","26","33","100","122","112","134","87","2016-09-22 09:20:00","132"
"7","67","22","-10","22","0","0","0","0","0","1","26","33","100","122","112","134","87","2016-09-22 09:40:00","101"
"21","-1","-14","26","14","1","0","0","0","0","0","100","121","120","106","132","146","120","2016-09-22 17:00:00","131"
"21","-1","-14","26","14","0","1","0","0","0","0","100","121","120","106","132","146","120","2016-09-22 17:20:00","122"
"21","-1","-14","26","14","0","0","1","0","0","0","100","121","120","106","132","146","120","2016-09-22 17:40:00","117"
"21","-1","-14","26","14","0","0","0","1","0","0","100","121","120","106","132","146","120","2016-09-22 18:00:00","83"
"21","-1","-14","26","14","0","0","0","0","1","0","100","121","120","106","132","146","120","2016-09-22 18:20:00","86"
"21","-1","-14","26","14","0","0","0","0","0","1","100","121","120","106","132","146","120","2016-09-22 18:40:00","65"
"37","9","49","14","20","1","0","0","0","0","0","23","60","69","118","132","152","92","2016-09-23 08:00:00","149"
"37","9","49","14","20","0","1","0","0","0","0","23","60","69","118","132","152","92","2016-09-23 08:20:00","132"
"37","9","49","14","20","0","0","1","0","0","0","23","60","69","118","132","152","92","2016-09-23 08:40:00","161"
"37","9","49","14","20","0","0","0","1","0","0","23","60","69","118","132","152","92","2016-09-23 09:00:00","176"
"37","9","49","14","20","0","0","0","0","1","0","23","60","69","118","132","152","92","2016-09-23 09:20:00","157"
"37","9","49","14","20","0","0","0","0","0","1","23","60","69","118","132","152","92","2016-09-23 09:40:00","137"
"-14","32","-27","-18","9","1","0","0","0","0","0","164","150","182","155","137","146","155","2016-09-23 17:00:00","130"
"-14","32","-27","-18","9","0","1","0","0","0","0","164","150","182","155","137","146","155","2016-09-23 17:20:00","108"
"-14","32","-27","-18","9","0","0","1","0","0","0","164","150","182","155","137","146","155","2016-09-23 17:40:00","137"
"-14","32","-27","-18","9","0","0","0","1","0","0","164","150","182","155","137","146","155","2016-09-23 18:00:00","98"
"-14","32","-27","-18","9","0","0","0","0","1","0","164","150","182","155","137","146","155","2016-09-23 18:20:00","129"
"-14","32","-27","-18","9","0","0","0","0","0","1","164","150","182","155","137","146","155","2016-09-23 18:40:00","80"
"17","23","8","5","16","1","0","0","0","0","0","35","52","75","83","88","104","72","2016-09-24 08:00:00","114"
"17","23","8","5","16","0","1","0","0","0","0","35","52","75","83","88","104","72","2016-09-24 08:20:00","121"
"17","23","8","5","16","0","0","1","0","0","0","35","52","75","83","88","104","72","2016-09-24 08:40:00","127"
"17","23","8","5","16","0","0","0","1","0","0","35","52","75","83","88","104","72","2016-09-24 09:00:00","117"
"17","23","8","5","16","0","0","0","0","1","0","35","52","75","83","88","104","72","2016-09-24 09:20:00","113"
"17","23","8","5","16","0","0","0","0","0","1","35","52","75","83","88","104","72","2016-09-24 09:40:00","134"
"4","-47","30","-5","17","1","0","0","0","0","0","153","157","110","140","135","152","141","2016-09-24 17:00:00","167"
"4","-47","30","-5","17","0","1","0","0","0","0","153","157","110","140","135","152","141","2016-09-24 17:20:00","124"
"4","-47","30","-5","17","0","0","1","0","0","0","153","157","110","140","135","152","141","2016-09-24 17:40:00","102"
"4","-47","30","-5","17","0","0","0","1","0","0","153","157","110","140","135","152","141","2016-09-24 18:00:00","108"
"4","-47","30","-5","17","0","0","0","0","1","0","153","157","110","140","135","152","141","2016-09-24 18:20:00","108"
"4","-47","30","-5","17","0","0","0","0","0","1","153","157","110","140","135","152","141","2016-09-24 18:40:00","92"
"7","26","2","10","7","1","0","0","0","0","0","36","43","69","71","81","88","64","2016-09-25 08:00:00","115"
"7","26","2","10","7","0","1","0","0","0","0","36","43","69","71","81","88","64","2016-09-25 08:20:00","88"
"7","26","2","10","7","0","0","1","0","0","0","36","43","69","71","81","88","64","2016-09-25 08:40:00","110"
"7","26","2","10","7","0","0","0","1","0","0","36","43","69","71","81","88","64","2016-09-25 09:00:00","92"
"7","26","2","10","7","0","0","0","0","1","0","36","43","69","71","81","88","64","2016-09-25 09:20:00","125"
"7","26","2","10","7","0","0","0","0","0","1","36","43","69","71","81","88","64","2016-09-25 09:40:00","110"
"13","-5","15","-11","6","1","0","0","0","0","0","122","135","130","145","134","140","134","2016-09-25 17:00:00","119"
"13","-5","15","-11","6","0","1","0","0","0","0","122","135","130","145","134","140","134","2016-09-25 17:20:00","110"
"13","-5","15","-11","6","0","0","1","0","0","0","122","135","130","145","134","140","134","2016-09-25 17:40:00","105"
"13","-5","15","-11","6","0","0","0","1","0","0","122","135","130","145","134","140","134","2016-09-25 18:00:00","94"
"13","-5","15","-11","6","0","0","0","0","1","0","122","135","130","145","134","140","134","2016-09-25 18:20:00","85"
"13","-5","15","-11","6","0","0","0","0","0","1","122","135","130","145","134","140","134","2016-09-25 18:40:00","78"
"25","25","67","3","-11","1","0","0","0","0","0","42","67","92","159","162","151","112","2016-09-26 08:00:00","180"
"25","25","67","3","-11","0","1","0","0","0","0","42","67","92","159","162","151","112","2016-09-26 08:20:00","172"
"25","25","67","3","-11","0","0","1","0","0","0","42","67","92","159","162","151","112","2016-09-26 08:40:00","170"
"25","25","67","3","-11","0","0","0","1","0","0","42","67","92","159","162","151","112","2016-09-26 09:00:00","136"
"25","25","67","3","-11","0","0","0","0","1","0","42","67","92","159","162","151","112","2016-09-26 09:20:00","148"
"25","25","67","3","-11","0","0","0","0","0","1","42","67","92","159","162","151","112","2016-09-26 09:40:00","117"
"19","-18","20","3","15","1","0","0","0","0","0","97","116","98","118","121","136","114","2016-09-26 17:00:00","120"
"19","-18","20","3","15","0","1","0","0","0","0","97","116","98","118","121","136","114","2016-09-26 17:20:00","106"
"19","-18","20","3","15","0","0","1","0","0","0","97","116","98","118","121","136","114","2016-09-26 17:40:00","101"
"19","-18","20","3","15","0","0","0","1","0","0","97","116","98","118","121","136","114","2016-09-26 18:00:00","95"
"19","-18","20","3","15","0","0","0","0","1","0","97","116","98","118","121","136","114","2016-09-26 18:20:00","88"
"19","-18","20","3","15","0","0","0","0","0","1","97","116","98","118","121","136","114","2016-09-26 18:40:00","62"
"8","30","42","26","3","1","0","0","0","0","0","33","41","71","113","139","142","89","2016-09-27 08:00:00","188"
"8","30","42","26","3","0","1","0","0","0","0","33","41","71","113","139","142","89","2016-09-27 08:20:00","137"
"8","30","42","26","3","0","0","1","0","0","0","33","41","71","113","139","142","89","2016-09-27 08:40:00","189"
"8","30","42","26","3","0","0","0","1","0","0","33","41","71","113","139","142","89","2016-09-27 09:00:00","150"
"8","30","42","26","3","0","0","0","0","1","0","33","41","71","113","139","142","89","2016-09-27 09:20:00","127"
"8","30","42","26","3","0","0","0","0","0","1","33","41","71","113","139","142","89","2016-09-27 09:40:00","123"
"10","-4","1","-32","70","1","0","0","0","0","0","108","118","114","115","83","153","115","2016-09-27 17:00:00","138"
"10","-4","1","-32","70","0","1","0","0","0","0","108","118","114","115","83","153","115","2016-09-27 17:20:00","140"
"10","-4","1","-32","70","0","0","1","0","0","0","108","118","114","115","83","153","115","2016-09-27 17:40:00","104"
"10","-4","1","-32","70","0","0","0","1","0","0","108","118","114","115","83","153","115","2016-09-27 18:00:00","92"
"10","-4","1","-32","70","0","0","0","0","1","0","108","118","114","115","83","153","115","2016-09-27 18:20:00","72"
"10","-4","1","-32","70","0","0","0","0","0","1","108","118","114","115","83","153","115","2016-09-27 18:40:00","74"
"9","47","35","13","3","1","0","0","0","0","0","28","37","84","119","132","135","89","2016-09-28 08:00:00","139"
"9","47","35","13","3","0","1","0","0","0","0","28","37","84","119","132","135","89","2016-09-28 08:20:00","148"
"9","47","35","13","3","0","0","1","0","0","0","28","37","84","119","132","135","89","2016-09-28 08:40:00","156"
"9","47","35","13","3","0","0","0","1","0","0","28","37","84","119","132","135","89","2016-09-28 09:00:00","145"
"9","47","35","13","3","0","0","0","0","1","0","28","37","84","119","132","135","89","2016-09-28 09:20:00","132"
"9","47","35","13","3","0","0","0","0","0","1","28","37","84","119","132","135","89","2016-09-28 09:40:00","133"
"-1","2","16","-24","30","1","0","0","0","0","0","106","105","107","123","99","129","111","2016-09-28 17:00:00","115"
"-1","2","16","-24","30","0","1","0","0","0","0","106","105","107","123","99","129","111","2016-09-28 17:20:00","114"
"-1","2","16","-24","30","0","0","1","0","0","0","106","105","107","123","99","129","111","2016-09-28 17:40:00","125"
"-1","2","16","-24","30","0","0","0","1","0","0","106","105","107","123","99","129","111","2016-09-28 18:00:00","77"
"-1","2","16","-24","30","0","0","0","0","1","0","106","105","107","123","99","129","111","2016-09-28 18:20:00","66"
"-1","2","16","-24","30","0","0","0","0","0","1","106","105","107","123","99","129","111","2016-09-28 18:40:00","70"
"18","34","25","16","5","1","0","0","0","0","0","23","41","75","100","116","121","79","2016-09-29 08:00:00","149"
"18","34","25","16","5","0","1","0","0","0","0","23","41","75","100","116","121","79","2016-09-29 08:20:00","141"
"18","34","25","16","5","0","0","1","0","0","0","23","41","75","100","116","121","79","2016-09-29 08:40:00","145"
"18","34","25","16","5","0","0","0","1","0","0","23","41","75","100","116","121","79","2016-09-29 09:00:00","128"
"18","34","25","16","5","0","0","0","0","1","0","23","41","75","100","116","121","79","2016-09-29 09:20:00","106"
"18","34","25","16","5","0","0","0","0","0","1","23","41","75","100","116","121","79","2016-09-29 09:40:00","105"
"3","42","-22","17","-3","1","0","0","0","0","0","85","88","130","108","125","122","109","2016-09-29 17:00:00","105"
"3","42","-22","17","-3","0","1","0","0","0","0","85","88","130","108","125","122","109","2016-09-29 17:20:00","110"
"3","42","-22","17","-3","0","0","1","0","0","0","85","88","130","108","125","122","109","2016-09-29 17:40:00","90"
"3","42","-22","17","-3","0","0","0","1","0","0","85","88","130","108","125","122","109","2016-09-29 18:00:00","42"
"3","42","-22","17","-3","0","0","0","0","1","0","85","88","130","108","125","122","109","2016-09-29 18:20:00","9"
"3","42","-22","17","-3","0","0","0","0","0","1","85","88","130","108","125","122","109","2016-09-29 18:40:00","43"
"35","25","35","-2","18","1","0","0","0","0","0","23","58","83","118","116","134","88","2016-09-30 08:00:00","148"
"35","25","35","-2","18","0","1","0","0","0","0","23","58","83","118","116","134","88","2016-09-30 08:20:00","177"
"35","25","35","-2","18","0","0","1","0","0","0","23","58","83","118","116","134","88","2016-09-30 08:40:00","119"
"35","25","35","-2","18","0","0","0","1","0","0","23","58","83","118","116","134","88","2016-09-30 09:00:00","179"
"35","25","35","-2","18","0","0","0","0","1","0","23","58","83","118","116","134","88","2016-09-30 09:20:00","144"
"35","25","35","-2","18","0","0","0","0","0","1","23","58","83","118","116","134","88","2016-09-30 09:40:00","105"
"26","37","27","-27","-1","1","0","0","0","0","0","143","169","206","233","206","205","193","2016-09-30 17:00:00","216"
"26","37","27","-27","-1","0","1","0","0","0","0","143","169","206","233","206","205","193","2016-09-30 17:20:00","208"
"26","37","27","-27","-1","0","0","1","0","0","0","143","169","206","233","206","205","193","2016-09-30 17:40:00","141"
"26","37","27","-27","-1","0","0","0","1","0","0","143","169","206","233","206","205","193","2016-09-30 18:00:00","152"
"26","37","27","-27","-1","0","0","0","0","1","0","143","169","206","233","206","205","193","2016-09-30 18:20:00","140"
"26","37","27","-27","-1","0","0","0","0","0","1","143","169","206","233","206","205","193","2016-09-30 18:40:00","116"
"41","-13","11","8","32","1","0","0","0","0","0","55","96","83","94","102","134","94","2016-10-01 08:00:00","107"
"41","-13","11","8","32","0","1","0","0","0","0","55","96","83","94","102","134","94","2016-10-01 08:20:00","136"
"41","-13","11","8","32","0","0","1","0","0","0","55","96","83","94","102","134","94","2016-10-01 08:40:00","145"
"41","-13","11","8","32","0","0","0","1","0","0","55","96","83","94","102","134","94","2016-10-01 09:00:00","165"
"41","-13","11","8","32","0","0","0","0","1","0","55","96","83","94","102","134","94","2016-10-01 09:20:00","171"
"41","-13","11","8","32","0","0","0","0","0","1","55","96","83","94","102","134","94","2016-10-01 09:40:00","122"
"-9","-21","6","-2","-2","1","0","0","0","0","0","131","122","101","107","105","103","111","2016-10-01 17:00:00","72"
"-9","-21","6","-2","-2","0","1","0","0","0","0","131","122","101","107","105","103","111","2016-10-01 17:20:00","93"
"-9","-21","6","-2","-2","0","0","1","0","0","0","131","122","101","107","105","103","111","2016-10-01 17:40:00","90"
"-9","-21","6","-2","-2","0","0","0","1","0","0","131","122","101","107","105","103","111","2016-10-01 18:00:00","89"
"-9","-21","6","-2","-2","0","0","0","0","1","0","131","122","101","107","105","103","111","2016-10-01 18:20:00","61"
"-9","-21","6","-2","-2","0","0","0","0","0","1","131","122","101","107","105","103","111","2016-10-01 18:40:00","71"
"11","14","13","20","1","1","0","0","0","0","0","36","47","61","74","94","95","67","2016-10-02 08:00:00","133"
"11","14","13","20","1","0","1","0","0","0","0","36","47","61","74","94","95","67","2016-10-02 08:20:00","141"
"11","14","13","20","1","0","0","1","0","0","0","36","47","61","74","94","95","67","2016-10-02 08:40:00","146"
"11","14","13","20","1","0","0","0","1","0","0","36","47","61","74","94","95","67","2016-10-02 09:00:00","175"
"11","14","13","20","1","0","0","0","0","1","0","36","47","61","74","94","95","67","2016-10-02 09:20:00","161"
"11","14","13","20","1","0","0","0","0","0","1","36","47","61","74","94","95","67","2016-10-02 09:40:00","147"
"3","-48","-16","1","7","1","0","0","0","0","0","147","150","102","86","87","94","111","2016-10-02 17:00:00","98"
"3","-48","-16","1","7","0","1","0","0","0","0","147","150","102","86","87","94","111","2016-10-02 17:20:00","100"
"3","-48","-16","1","7","0","0","1","0","0","0","147","150","102","86","87","94","111","2016-10-02 17:40:00","98"
"3","-48","-16","1","7","0","0","0","1","0","0","147","150","102","86","87","94","111","2016-10-02 18:00:00","80"
"3","-48","-16","1","7","0","0","0","0","1","0","147","150","102","86","87","94","111","2016-10-02 18:20:00","62"
"3","-48","-16","1","7","0","0","0","0","0","1","147","150","102","86","87","94","111","2016-10-02 18:40:00","67"
"23","0","17","29","0","1","0","0","0","0","0","36","59","59","76","105","105","73","2016-10-03 08:00:00","131"
"23","0","17","29","0","0","1","0","0","0","0","36","59","59","76","105","105","73","2016-10-03 08:20:00","136"
"23","0","17","29","0","0","0","1","0","0","0","36","59","59","76","105","105","73","2016-10-03 08:40:00","139"
"23","0","17","29","0","0","0","0","1","0","0","36","59","59","76","105","105","73","2016-10-03 09:00:00","200"
"23","0","17","29","0","0","0","0","0","1","0","36","59","59","76","105","105","73","2016-10-03 09:20:00","155"
"23","0","17","29","0","0","0","0","0","0","1","36","59","59","76","105","105","73","2016-10-03 09:40:00","209"
"6","-16","16","-16","-3","1","0","0","0","0","0","103","109","93","109","93","90","99","2016-10-03 17:00:00","97"
"6","-16","16","-16","-3","0","1","0","0","0","0","103","109","93","109","93","90","99","2016-10-03 17:20:00","96"
"6","-16","16","-16","-3","0","0","1","0","0","0","103","109","93","109","93","90","99","2016-10-03 17:40:00","92"
"6","-16","16","-16","-3","0","0","0","1","0","0","103","109","93","109","93","90","99","2016-10-03 18:00:00","79"
"6","-16","16","-16","-3","0","0","0","0","1","0","103","109","93","109","93","90","99","2016-10-03 18:20:00","78"
"6","-16","16","-16","-3","0","0","0","0","0","1","103","109","93","109","93","90","99","2016-10-03 18:40:00","72"
"7","49","9","-5","17","1","0","0","0","0","0","34","41","90","99","94","111","78","2016-10-04 08:00:00","123"
"7","49","9","-5","17","0","1","0","0","0","0","34","41","90","99","94","111","78","2016-10-04 08:20:00","132"
"7","49","9","-5","17","0","0","1","0","0","0","34","41","90","99","94","111","78","2016-10-04 08:40:00","171"
"7","49","9","-5","17","0","0","0","1","0","0","34","41","90","99","94","111","78","2016-10-04 09:00:00","170"
"7","49","9","-5","17","0","0","0","0","1","0","34","41","90","99","94","111","78","2016-10-04 09:20:00","149"
"7","49","9","-5","17","0","0","0","0","0","1","34","41","90","99","94","111","78","2016-10-04 09:40:00","108"
"-6","-15","-1","9","28","1","0","0","0","0","0","155","149","134","133","142","170","147","2016-10-04 17:00:00","127"
"-6","-15","-1","9","28","0","1","0","0","0","0","155","149","134","133","142","170","147","2016-10-04 17:20:00","95"
"-6","-15","-1","9","28","0","0","1","0","0","0","155","149","134","133","142","170","147","2016-10-04 17:40:00","111"
"-6","-15","-1","9","28","0","0","0","1","0","0","155","149","134","133","142","170","147","2016-10-04 18:00:00","112"
"-6","-15","-1","9","28","0","0","0","0","1","0","155","149","134","133","142","170","147","2016-10-04 18:20:00","85"
"-6","-15","-1","9","28","0","0","0","0","0","1","155","149","134","133","142","170","147","2016-10-04 18:40:00","94"
"28","19","17","1","16","1","0","0","0","0","0","40","68","87","104","105","121","87","2016-10-05 08:00:00","150"
"28","19","17","1","16","0","1","0","0","0","0","40","68","87","104","105","121","87","2016-10-05 08:20:00","150"
"28","19","17","1","16","0","0","1","0","0","0","40","68","87","104","105","121","87","2016-10-05 08:40:00","157"
"28","19","17","1","16","0","0","0","1","0","0","40","68","87","104","105","121","87","2016-10-05 09:00:00","149"
"28","19","17","1","16","0","0","0","0","1","0","40","68","87","104","105","121","87","2016-10-05 09:20:00","170"
"28","19","17","1","16","0","0","0","0","0","1","40","68","87","104","105","121","87","2016-10-05 09:40:00","104"
"43","-22","6","-26","27","1","0","0","0","0","0","148","191","169","175","149","176","168","2016-10-05 17:00:00","154"
"43","-22","6","-26","27","0","1","0","0","0","0","148","191","169","175","149","176","168","2016-10-05 17:20:00","129"
"43","-22","6","-26","27","0","0","1","0","0","0","148","191","169","175","149","176","168","2016-10-05 17:40:00","108"
"43","-22","6","-26","27","0","0","0","1","0","0","148","191","169","175","149","176","168","2016-10-05 18:00:00","111"
"43","-22","6","-26","27","0","0","0","0","1","0","148","191","169","175","149","176","168","2016-10-05 18:20:00","99"
"43","-22","6","-26","27","0","0","0","0","0","1","148","191","169","175","149","176","168","2016-10-05 18:40:00","99"
"18","16","36","22","-4","1","0","0","0","0","0","39","57","73","109","131","127","89","2016-10-06 08:00:00","124"
"18","16","36","22","-4","0","1","0","0","0","0","39","57","73","109","131","127","89","2016-10-06 08:20:00","148"
"18","16","36","22","-4","0","0","1","0","0","0","39","57","73","109","131","127","89","2016-10-06 08:40:00","129"
"18","16","36","22","-4","0","0","0","1","0","0","39","57","73","109","131","127","89","2016-10-06 09:00:00","140"
"18","16","36","22","-4","0","0","0","0","1","0","39","57","73","109","131","127","89","2016-10-06 09:20:00","169"
"18","16","36","22","-4","0","0","0","0","0","1","39","57","73","109","131","127","89","2016-10-06 09:40:00","162"
"-43","16","-9","8","-17","1","0","0","0","0","0","140","97","113","104","112","95","110","2016-10-06 17:00:00","105"
"-43","16","-9","8","-17","0","1","0","0","0","0","140","97","113","104","112","95","110","2016-10-06 17:20:00","106"
"-43","16","-9","8","-17","0","0","1","0","0","0","140","97","113","104","112","95","110","2016-10-06 17:40:00","100"
"-43","16","-9","8","-17","0","0","0","1","0","0","140","97","113","104","112","95","110","2016-10-06 18:00:00","91"
"-43","16","-9","8","-17","0","0","0","0","1","0","140","97","113","104","112","95","110","2016-10-06 18:20:00","80"
"-43","16","-9","8","-17","0","0","0","0","0","1","140","97","113","104","112","95","110","2016-10-06 18:40:00","62"
"18","0","32","13","3","1","0","0","0","0","0","53","71","71","103","116","119","88","2016-10-07 08:00:00","145"
"18","0","32","13","3","0","1","0","0","0","0","53","71","71","103","116","119","88","2016-10-07 08:20:00","140"
"18","0","32","13","3","0","0","1","0","0","0","53","71","71","103","116","119","88","2016-10-07 08:40:00","130"
"18","0","32","13","3","0","0","0","1","0","0","53","71","71","103","116","119","88","2016-10-07 09:00:00","131"
"18","0","32","13","3","0","0","0","0","1","0","53","71","71","103","116","119","88","2016-10-07 09:20:00","137"
"18","0","32","13","3","0","0","0","0","0","1","53","71","71","103","116","119","88","2016-10-07 09:40:00","140"
"-21","35","-40","4","1","1","0","0","0","0","0","155","134","169","129","133","134","142","2016-10-07 17:00:00","144"
"-21","35","-40","4","1","0","1","0","0","0","0","155","134","169","129","133","134","142","2016-10-07 17:20:00","101"
"-21","35","-40","4","1","0","0","1","0","0","0","155","134","169","129","133","134","142","2016-10-07 17:40:00","130"
"-21","35","-40","4","1","0","0","0","1","0","0","155","134","169","129","133","134","142","2016-10-07 18:00:00","93"
"-21","35","-40","4","1","0","0","0","0","1","0","155","134","169","129","133","134","142","2016-10-07 18:20:00","87"
"-21","35","-40","4","1","0","0","0","0","0","1","155","134","169","129","133","134","142","2016-10-07 18:40:00","85"
"29","13","51","4","25","1","0","0","0","0","0","27","56","69","120","124","149","90","2016-10-08 08:00:00","137"
"29","13","51","4","25","0","1","0","0","0","0","27","56","69","120","124","149","90","2016-10-08 08:20:00","152"
"29","13","51","4","25","0","0","1","0","0","0","27","56","69","120","124","149","90","2016-10-08 08:40:00","145"
"29","13","51","4","25","0","0","0","1","0","0","27","56","69","120","124","149","90","2016-10-08 09:00:00","148"
"29","13","51","4","25","0","0","0","0","1","0","27","56","69","120","124","149","90","2016-10-08 09:20:00","137"
"29","13","51","4","25","0","0","0","0","0","1","27","56","69","120","124","149","90","2016-10-08 09:40:00","120"
"-32","14","11","-3","4","1","0","0","0","0","0","117","85","99","110","107","111","104","2016-10-08 17:00:00","99"
"-32","14","11","-3","4","0","1","0","0","0","0","117","85","99","110","107","111","104","2016-10-08 17:20:00","106"
"-32","14","11","-3","4","0","0","1","0","0","0","117","85","99","110","107","111","104","2016-10-08 17:40:00","99"
"-32","14","11","-3","4","0","0","0","1","0","0","117","85","99","110","107","111","104","2016-10-08 18:00:00","72"
"-32","14","11","-3","4","0","0","0","0","1","0","117","85","99","110","107","111","104","2016-10-08 18:20:00","66"
"-32","14","11","-3","4","0","0","0","0","0","1","117","85","99","110","107","111","104","2016-10-08 18:40:00","52"
"25","29","32","2","1","1","0","0","0","0","0","21","46","75","107","109","110","78","2016-10-09 08:00:00","136"
"25","29","32","2","1","0","1","0","0","0","0","21","46","75","107","109","110","78","2016-10-09 08:20:00","156"
"25","29","32","2","1","0","0","1","0","0","0","21","46","75","107","109","110","78","2016-10-09 08:40:00","145"
"25","29","32","2","1","0","0","0","1","0","0","21","46","75","107","109","110","78","2016-10-09 09:00:00","128"
"25","29","32","2","1","0","0","0","0","1","0","21","46","75","107","109","110","78","2016-10-09 09:20:00","122"
"25","29","32","2","1","0","0","0","0","0","1","21","46","75","107","109","110","78","2016-10-09 09:40:00","97"
"15","-6","-3","8","14","1","0","0","0","0","0","104","119","113","110","118","132","116","2016-10-09 17:00:00","113"
"15","-6","-3","8","14","0","1","0","0","0","0","104","119","113","110","118","132","116","2016-10-09 17:20:00","99"
"15","-6","-3","8","14","0","0","1","0","0","0","104","119","113","110","118","132","116","2016-10-09 17:40:00","98"
"15","-6","-3","8","14","0","0","0","1","0","0","104","119","113","110","118","132","116","2016-10-09 18:00:00","88"
"15","-6","-3","8","14","0","0","0","0","1","0","104","119","113","110","118","132","116","2016-10-09 18:20:00","62"
"15","-6","-3","8","14","0","0","0","0","0","1","104","119","113","110","118","132","116","2016-10-09 18:40:00","64"
"35","8","55","13","15","1","0","0","0","0","0","25","60","68","123","136","151","93","2016-10-10 08:00:00","153"
